Tags,Checked,Name,Formula,Annot. Source: Predicted Compositions,Annot. Source: mzCloud Search,Annot. Source: MassList Search,Annot. DeltaMass [ppm],Calc. MW,m/z,RT [min],Area (Max.),# mzCloud Results,mzCloud Best Match,mzCloud Best Match Confidence,Mass List Match: KPS_NPL,Mass List Match: KPS_Psychoactive Substances_v2,Mass List Match: KPS_Pharmaceuticals_Oct22,MS2,Reference Ion,Group Area: CRH_FST1,Group Area: CRH_FST2,Group Area: CRH_FST3,Group Area: CRH_FST4,Group Area: CRH_FST5,Group Area: CRH_INLET,Group Area: LANDFILL_EG_0_3Y,Group Area: LANDFILL_EG_3_10Y,Group Area: LANDFILL_EG_Y104,Group Area: LANDFILL_OP_Y104,Group Area: LYSIMETER_CONTROL_EG_140622,Group Area: LYSIMETER_CONTROL_EG_171221,Group Area: LYSIMETER_CONTROL_EG_250122,Group Area: LYSIMETER_CONTROL_OP_140622,Group Area: LYSIMETER_CONTROL_OP_171221,Group Area: LYSIMETER_CONTROL_OP_260122,Group Area: LYSIMETER_EG_0_3Y_14062022,Group Area: LYSIMETER_EG_03Y_171221,Group Area: LYSIMETER_EG_03Y_250122,Group Area: LYSIMETER_EG_3_10Y__171221,Group Area: LYSIMETER_EG_104_171221,Group Area: LYSIMETER_EG3_104_140622,Group Area: LYSIMETER_EG3_104_250122,Group Area: LYSIMETER_EG3_104_250122_20221003231510,Group Area: LYSIMETER_EG104_140622,Group Area: LYSIMETER_OP_0_3Y_171221,Group Area: LYSIMETER_OP_0_3Y_250122,Group Area: LYSIMETER_OP_3_10Y_171221,Group Area: LYSIMETER_OP_3_10Y_250122,Group Area: LYSIMETER_OP_10Y_140622,Group Area: LYSIMETER_OP_10Y_171222,Group Area: LYSIMETER_OP_7104_250122,Group Area: LYSIMETER_OP0_34_140622,Group Area: LYSIMETER_OP3_104_140622,Group Area: Thailand_sample_1,Group Area: Thailand_sample_2,Group Area: Thailand_sample_3,Group Area: Thailand_sample_4,Group Area: Thailand_sample_5,Group Area: Thailand_sample_6,Group Area: Thailand_sample_7,Group Area: Thailand_sample_8,Peak Rating: BLANK_2.raw (F1),Peak Rating: BLANK_3.raw (F2),Peak Rating: BLANK_4.raw (F3),Peak Rating: BLANK_5.raw (F4),Peak Rating: Blank_6.raw (F5),Peak Rating: BLANK1.raw (F6),Peak Rating: CRH_FST1.raw (F7),Peak Rating: CRH_FST2.raw (F8),Peak Rating: CRH_FST3.raw (F9),Peak Rating: CRH_FST4.raw (F10),Peak Rating: CRH_FST5.raw (F11),Peak Rating: CRH_INLET.raw (F12),Peak Rating: LANDFILL_EG_0_3Y.raw (F13),Peak Rating: LANDFILL_EG_3_10Y.raw (F14),Peak Rating: LANDFILL_EG_Y104.raw (F15),Peak Rating: LANDFILL_OP_Y104.raw (F16),Peak Rating: LYSIMETER_CONTROL_EG_140622.raw (F17),Peak Rating: LYSIMETER_CONTROL_EG_171221.raw (F18),Peak Rating: LYSIMETER_CONTROL_EG_250122.raw (F19),Peak Rating: LYSIMETER_CONTROL_OP_140622.raw (F20),Peak Rating: LYSIMETER_CONTROL_OP_171221.raw (F21),Peak Rating: LYSIMETER_CONTROL_OP_260122.raw (F22),Peak Rating: LYSIMETER_EG_0_3Y_14062022.raw (F23),Peak Rating: LYSIMETER_EG_03Y_171221.raw (F24),Peak Rating: LYSIMETER_EG_03Y_250122.raw (F25),Peak Rating: LYSIMETER_EG_3_10Y__171221.raw (F26),Peak Rating: LYSIMETER_EG_104_171221.raw (F27),Peak Rating: LYSIMETER_EG3_104_140622.raw (F28),Peak Rating: LYSIMETER_EG3_104_250122.raw (F29),Peak Rating: LYSIMETER_EG3_104_250122_20221003231510.raw (F30),Peak Rating: LYSIMETER_EG104_140622.raw (F31),Peak Rating: LYSIMETER_OP_0_3Y_171221.raw (F32),Peak Rating: LYSIMETER_OP_0_3Y_250122.raw (F33),Peak Rating: LYSIMETER_OP_3_10Y_171221.raw (F34),Peak Rating: LYSIMETER_OP_3_10Y_250122.raw (F35),Peak Rating: LYSIMETER_OP_10Y_140622.raw (F36),Peak Rating: LYSIMETER_OP_10Y_171222.raw (F37),Peak Rating: LYSIMETER_OP_7104_250122.raw (F38),Peak Rating: LYSIMETER_OP0_34_140622.raw (F39),Peak Rating: LYSIMETER_OP3_104_140622.raw (F40),Peak Rating: QC_1.raw (F41),Peak Rating: QC_2.raw (F42),Peak Rating: QC_3.raw (F43),Peak Rating: QC_4.raw (F44),Peak Rating: QC_5.raw (F45),Peak Rating: QC_6.raw (F46),Peak Rating: QC_7.raw (F47),Peak Rating: QC_8.raw (F48),Peak Rating: QC_9.raw (F49),Peak Rating: QC_10.raw (F50),Peak Rating: QC_11.raw (F51),Peak Rating: QC_12.raw (F52),Peak Rating: QC_13.raw (F53),Peak Rating: QC_14.raw (F54),Peak Rating: QC_15.raw (F55),Peak Rating: Thailand_sample_1.raw (F56),Peak Rating: Thailand_sample_2.raw (F57),Peak Rating: Thailand_sample_3.raw (F58),Peak Rating: Thailand_sample_4.raw (F59),Peak Rating: Thailand_sample_5.raw (F60),Peak Rating: Thailand_sample_6.raw (F61),Peak Rating: Thailand_sample_7.raw (F62),Peak Rating: Thailand_sample_8.raw (F63)
,FALSE,Forfenimex,C9 H11 N O4,Full match,Not the top hit,Full match,0.02,197.06881,198.07608,8.407,879195.0917,5,79.8,49.9,No matches found,No matches found,Single match found,DDA for preferred ion,[M+H]+1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,879195.0917,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.6,8.5,3.2,,6.8,9.1,7.7,8.3,,,,,7.2,,,,,,,3.5,
,FALSE,Ohmefentanyl,C23 H30 N2 O2,Not the top hit,Invalid mass,Full match,-0.12,366.23068,367.23796,11.094,878903.8815,1,68.6,67.5,No matches found,Multiple matches found,No matches found,DDA for preferred ion,[M+H]+1,,,,,,,,,755550.5289,,792403.1188,,687519.2742,799374.0381,,,878903.8815,,,,,784148.2024,758124.025,,837949.9959,697550.4037,,,,,739562.937,,748224.7642,829898.0569,,,,,,,,,,,,,,,,,,,,,,,8.4,,8.9,,9.5,9.5,,,6.7,,,,,9.5,9.5,,8.4,8.4,,,,,9.5,,9.5,8.9,,8.9,,,,,,,,,,8.4,,8.9,,,,,,,,,
,FALSE,2-Hydroxytryptophan,C11 H12 N2 O3,Not the top hit,Invalid mass,Full match,0.43,220.08489,221.09216,8.648,877545.7858,1,72.1,45.4,No matches found,No matches found,Single match found,DDA for preferred ion,[M+H]+1,,,,,,,,,24341.63693,877545.7858,,,,,,,,,,,,,,,,,,,,,53263.4556,,,,,,,,,,,,,,,,,,,,,,,,,,6.5,4,,,,,,,,,,,,,,,,,,,,,7.4,,,,,,,,,,,,,,,,,6.8,,,,,,,,,
,FALSE,l-Tryptophan,C11 H12 N2 O2,Full match,Partial match,Full match,0.09,204.0899,205.09717,5.012,877503.3973,7,86.8,9.3,No matches found,No matches found,Multiple matches found,DDA for preferred ion,[M+H]+1,,,,,,,823282.9923,549243.7079,,694704.8168,,,,,,,,611206.7073,,,,,,,,19192.66692,,,,,,,,,,,,,,,,877503.3973,,,,,,,,,,,,,4.6,4.6,,4,,,,,,,,4,,,,,,,,6.5,,,,,,,,,,,,3.2,,,5.5,2.3,2.8,4.5,,,,,2.8,,,,,,,,2.4
,FALSE,Ohmefentanyl,C23 H30 N2 O2,Not the top hit,Invalid mass,Full match,-0.19,366.23066,367.23794,11.336,874615.3558,1,64.8,66.4,No matches found,Multiple matches found,No matches found,DDA for preferred ion,[M+H]+1,,,,,,,,,,,,,,,57705.47379,,,,,,,,,,,,,,,,,,,,831040.088,874615.3558,,,,770080.6608,,,,,,,,,,,,,,,,,,,,,,,5.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.4,8.4,7.3,,,,9.5,,
,FALSE,DL-Carnitine,C7 H15 N O3,Full match,Full match,No results,0.26,161.10523,162.11251,1.169,873559.0041,4,86.4,53.8,No matches found,No matches found,No matches found,DDA for preferred ion,[M+H]+1,,,,,,,,,,,,120018.897,,,,,,,,,,,,,387324.6034,,,,,,92283.09474,,,,,,253674.9476,,,,,873559.0041,,,,,,,,,,,,,,,,,,8.8,,,,,,,,,,,,,8.9,,,,,,8.3,,,,,,,,,,,,,,,,,,,,,9.7,,,,,4
,FALSE,2-Quinolinecarboxylic acid,C10 H7 N O2,Full match,Invalid mass,Full match,0.21,173.04771,174.055,7.863,872311.2047,2,68.8,44,No matches found,No matches found,Single match found,DDA for preferred ion,[M+H]+1,,,,,,348079.6417,,,,149832.4614,,,,,,,,,,439723.5663,,,,,,33842.39843,,,296682.202,,,496885.3289,,,,,,,872311.2047,358853.0837,,,4.8,6.2,,,,,,,,,,7,,,,4.8,,,,,,,,,,3.5,,,,,,6.5,,,7,,,4,,,,3.2,,,,,,,,,,,2.8,,1,,,,,3.5,3.2,,
,FALSE,Epinephrine,C9 H13 N O3,Full match,Full match,Full match,1.17,183.08976,184.09689,8.994,872223.1348,1,78.8,74.3,No matches found,No matches found,Multiple matches found,DDA for preferred ion,[M+H]+1,,,,,,,,,,116936.4249,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,872223.1348,,,,,,,,,,,,,,,,6.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.9
,FALSE,Cyclo(leucylprolyl),C11 H18 N2 O2,Full match,Full match,No results,0.15,210.13686,211.14414,8.86,870479.2746,2,83.3,77.6,No matches found,No matches found,No matches found,DDA for preferred ion,[M+H]+1,,,,,,,,,,43143.52972,,,,,,,,,,,,,,,,76116.50655,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.6,,,,,,,,,,,,,,,,7.2,,,,,,,,,,6.7,,,,,,4.7,,,,8.4,6.2,6.2,,,,,,,,,
,FALSE,Bufexamac,C12 H17 N O3,Not the top hit,Not the top hit,Full match,0.41,223.12093,224.12821,7.913,870188.4932,3,73.5,52.9,No matches found,No matches found,Multiple matches found,DDA for preferred ion,[M+H]+1,,,,,,,,,,,,870188.4932,,,,,,,,,,,,,,186559.292,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.3,,,,,,,,,,,,,,7,,,,,,,,,,,,,,,,,,,,6.8,,,,,,,,,,,
,FALSE,Eicosapentaenoic acid ethyl ester,C22 H34 O2,Full match,Not the top hit,Full match,0.31,330.25598,331.26326,19.194,869611.1267,7,82.2,64.8,No matches found,No matches found,Single match found,DDA for preferred ion,[M+H]+1,,,,,,,,,,,,108385.8552,,,,,,,,,,,,,,,,,,,,,,,,,,,,,556007.2146,869611.1267,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.5,,,7.6,5.2,,,,,,,,,,,,8.9,5.7
,FALSE,NP-011548,C18 H34 O3,Full match,Full match,No results,0.29,298.25088,299.2582,20.677,869436.7971,20,82.3,9.1,No matches found,No matches found,No matches found,DDA for preferred ion,[M+H]+1,,,,,,,,321258.4735,,,,,,,,,,269511.8306,,,,,63060.61869,,,869436.7971,,,,,,,,,,,,,38205.40491,,,,,,,,,,,,,,,,,4.2,,,,,,,,,,5.9,,,,,2.5,,,6.7,,,,,,,,,,,,,,,,,,,,,4.3,,,,,,,6.5,,,
,FALSE,Pyroquilon,C11 H11 N O,Full match,Full match,Full match,0.32,173.08412,174.0914,11.217,868426.4698,1,88,9.4,No matches found,No matches found,Single match found,DDA for preferred ion,[M+H]+1,,,,,,,,,,,,868426.4698,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24986.94845,,,,,,,,,,,,,,,,,,8.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.2
,FALSE,"1,3-Divinyl-2-imidazolidinone",C7 H10 N2 O,Full match,Full match,No results,0.52,138.07939,139.08666,6.35,865024.3238,2,84.7,52.9,No matches found,No matches found,No matches found,DDA for preferred ion,[M+H]+1,,,,,,,,,,,,865024.3238,,,231015.4407,,,330731.3187,,,,,,,,,,130694.6148,,,,,,,,,,,,,683299.4829,840024.8202,,,,,,,,,,,,,,,,,,8.9,,,9.1,,,6.4,,,,,,,,,,3.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.5,8.4
,FALSE,N-[1-(4-methoxy-2-oxo-2H-pyran-6-yl)-2-methylbutyl]acetamide,C13 H19 N O4,Not the top hit,Full match,No results,0.66,253.13157,254.13885,8.635,864054.9495,8,74.2,71,No matches found,No matches found,No matches found,DDA for preferred ion,[M+H]+1,,,,,,,,,9246.797412,39046.12064,,,,,58550.25584,,,,,,,,,,,,,44476.62082,,,,,,,,,,,,,,864054.9495,,,,,,,,,,,,,,,2.7,6.5,,,,,6.8,,,,,,,,,,,,,6.8,,,,,,,,,,7.9,,,6.5,,,,,,,7.1,7.1,,,,,,,,2.9
,FALSE,Captodiame,C21 H29 N S2,No match,Invalid mass,Full match,-2.55,359.17323,360.18052,13.123,863972.7184,1,65.6,47.3,No matches found,No matches found,Single match found,DDA for preferred ion,[M+H]+1,,,,,,,,863972.7184,186732.6221,,,,,,33590.39787,,,,,,,,,,,,,,,,86027.78477,,66283.64214,,,,,,,,,,,,,,,,,,,,,,,7.3,9.1,,,,,,7.1,,,,,,,,,,,,,,,,2.3,,9,,,,,,,,,,,,,8.3,3.9,7.7,,,,,,,,,
,FALSE,PEG n6,C12 H26 O7,Not the top hit,Full match,No results,0.52,282.168,283.17526,9.983,863277.354,4,74,70.9,No matches found,No matches found,No matches found,DDA for preferred ion,[M+H]+1,,,,,,,,,,,,,,,,,,,,,,863277.354,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.6,,,,,,,,,,,,,,,,,,,,,,,,,4.2,8.6,,,,,,,,,
,FALSE,NP-011220,C11 H18 N2 O2,Full match,Full match,No results,0.17,210.13686,211.14414,6.833,861961.9007,3,76.6,57.1,No matches found,No matches found,No matches found,DDA for preferred ion,[M+H]+1,,,,,,,,,,213065.5325,272751.0538,,861961.9007,,137383.484,,,,,,,,,,,,,53728.1803,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.2,6.4,,9.5,,3.2,,,,,,,,,,,,,6.8,,,,,,,,,,3.2,,,,,,,,,,,,,,,,,,,
,FALSE,PEG n8,C16 H34 O9,No match,Full match,No results,-0.33,370.22016,371.22742,10.114,861758.2162,3,81.3,76.1,No matches found,No matches found,No matches found,DDA for preferred ion,[M+H]+1,,,,,,,,,,,,,,,,,353635.0601,,,,,861758.2162,,,,,,,,,,,,,,,99882.44243,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.6,,,,,8.4,,,,,,,,,,,,,,4.6,,,,,,,,,,,,,,,,4.5,,,,,
,FALSE,Niperotidine,C20 H26 N4 O5 S,No match,No results,Full match,-1.15,434.16189,435.16917,13.646,860852.9183,0,,,No matches found,No matches found,Multiple matches found,DDA for preferred ion,[M+H]+1,,,,,,,,860852.9183,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.1,8.5,,,4.7,,,,,,,,,,,,,,
,FALSE,alpha-Ketoisocaproic acid,C6 H10 O3,No results,Invalid mass,Full match,-4.8,130.06237,299.08722,1.24,860408.1169,14,77.9,8.9,No matches found,No matches found,Single match found,DDA for preferred ion,[2M+K]+1,,,,,,,,,,,,,,347689.4547,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.2,,,,,,,,,,,,,,,,,,,,,,,3.2,9.1,3.5,9.1,,,,,,,,3.5,,,,,,,,,
,FALSE,AB-CHMINACA metabolite M5A,C15 H18 N2 O3,Full match,Full match,No results,0.82,274.13197,275.13924,7.265,859235.7894,8,77.6,48.7,No matches found,No matches found,No matches found,DDA for preferred ion,[M+H]+1,,,,,,,,,,859235.7894,,30639.07991,,,,,,,,,,,,,,,,,,,,,6616.682099,,,,,,,,,,,,,,,,,,,,,,,,,2.9,,6.5,,,,,,,,,,,,,,,,,,,,,8.7,,,,,,,,,,,,,,,,,,,,,,,,
,FALSE,Chromanol,C14 H20 O2,Full match,Partial match,Full match,0.42,220.14642,221.1537,19.49,858469.3119,1,79.1,60.5,Single match found,No matches found,Single match found,DDA for preferred ion,[M+H]+1,,,,,,,,,546800.9026,205438.7432,367435.4218,,512422.7765,321201.8868,664704.9104,292409.6502,331005.1201,,411665.917,,,398067.5803,718497.287,182046.7791,421490.4522,,689243.4788,426659.3945,,620333.7731,120116.0613,,858469.3119,534160.0737,,,,,,,,,,,,,,,,,,,,,,,8.4,3.2,8,,6.7,5.9,9.5,8.6,4.2,,5.7,,,6.7,6.7,9.1,8.9,,6.7,6.7,,6.2,2.8,,7.3,6.7,,3.7,9.7,,4.2,5.3,5.9,4.2,8,6.4,,4.2,8.6,5.9,8,,,,,,,,
,FALSE,Cytarabine,C9 H13 N3 O5,Not the top hit,No results,Full match,0.66,243.08568,244.09295,1.341,858433.736,0,,,No matches found,No matches found,Single match found,DDA for preferred ion,[M+H]+1,,,,,,,858433.736,,498450.4973,,,,139952.0306,743077.8422,,,403693.3109,122607.5416,216689.0964,,,,,,,,,,,,,,551772.4434,,,,,,,,,,,,,,,,,,,,,,3.5,,3.5,,,,3.7,4.6,,,3.5,7.7,7.5,,,,,,,,,,,,,,4.6,,,,,,3.5,3.2,,4.2,,,,2.9,,,,,,,,,,,
,FALSE,3-Carboxymedetomidine,C13 H14 N2 O2,Full match,Full match,No results,0.53,230.10565,231.11293,12.052,858240.2851,7,78.4,59.6,No matches found,No matches found,No matches found,DDA for preferred ion,[M+H]+1,,,,,,,,,359933.6052,70369.56347,,,609175.171,82909.10411,133549.6377,148516.2582,544504.5312,,858240.2851,81397.18506,,56756.9892,361965.1185,,,167700.606,144638.77,92375.59122,,69473.74479,258692.7857,,190901.8378,98624.55527,,,,,,,44819.91956,,,,,,,,,,,,,,,,8,6.3,,,9.5,8.3,8.3,9.1,6.7,,9.5,7.7,,7.4,9.1,,,8.6,8.6,8.8,,4.7,9.1,,8.6,7.2,,8,4.2,9.1,9.1,8.6,5.3,4.2,8.6,8,,8.6,9.1,3.7,9.1,,,,,,,4.7,
,FALSE,Inosine,C10 H12 N4 O5,Not the top hit,Invalid mass,Full match,0.83,268.08099,291.0702,3.542,857769.7376,4,70.9,8.5,No matches found,No matches found,Single match found,DDA for preferred ion,[M+Na]+1,,,,,,,,,,,,857769.7376,,,,,,736601.6353,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.8,,,,,,7.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,FALSE,Pyrazofurin,C9 H13 N3 O6,Not the top hit,Invalid mass,Full match,0.51,259.08057,260.08784,1.331,856988.8046,5,72.5,8.6,No matches found,No matches found,Multiple matches found,DDA for preferred ion,[M+H]+1,,,,,,,,,386816.0476,,,,82734.53705,856988.8046,,159873.4526,97385.8118,,125979.6155,,,339303.5091,276962.4703,,,82601.69399,203545.3173,220133.2001,,547694.5661,,,612996.0733,,,,,,,,,,,,,,,,,,,,,,,,3.5,,,,8.3,4.6,,8,7.7,,8.3,,,7.5,8,,,1.2,5.9,8,,7.3,,,6.2,,,8.6,,7.7,3.5,3.2,8.3,7.7,,7.2,,,7,8,2.8,,,,,,,,
,FALSE,Heptanophenone,C13 H18 O,Full match,Full match,No results,0.18,190.1358,191.14308,11.985,856365.6475,1,83.5,66.5,No matches found,No matches found,No matches found,DDA for preferred ion,[M+H]+1,,,,,,,188501.678,,,,,,,,238007.4467,,,,,,,,,,,,,,,,856365.6475,,,,,,,,,,,,,,,,,,,,,,,,3.7,,,,,,,,4.8,,,,,,,,,,,,,,,,6.7,,,,,,,,1.5,,,,,,,,,,3.2,,,,,,,,
,FALSE,PEG n8,C16 H34 O9,No match,Full match,No results,0.14,370.22033,388.25421,9.5,856335.0419,2,89.3,81.9,No matches found,No matches found,No matches found,DDA for preferred ion,[M+NH4]+1,,,,,,,,,,,,,,454437.646,,,209021.599,,596828.1964,,,,856335.0419,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.7,,,5.9,,1.3,,,,7.8,,,,,,,,,,,,,,,1.3,,,,,7.5,,,,,,,,,,,,,,
,FALSE,Anisodamine,C17 H23 N O4,Not the top hit,Invalid mass,Full match,0.42,305.16284,306.17011,6.35,856334.9471,3,74.5,46.8,No matches found,No matches found,Single match found,DDA for preferred ion,[M+H]+1,,,,,,,,,,,,,,,,,,856334.9471,,,,,,,,,,,,,,81775.08364,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.7,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,
,FALSE,Cannabicoumaronone,C21 H28 O3,No match,Partial match,Full match,-3.91,328.20256,329.20984,15.805,856155.8082,3,82.9,77.3,No matches found,Single match found,No matches found,DDA for preferred ion,[M+H]+1,,,,,,,,856155.8082,,,,48004.59575,,,,,,99518.10118,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.5,,,,7.4,,,,,,7.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,FALSE,Amylocaine,C14 H21 N O2,Full match,Not the top hit,Full match,0.45,235.15733,236.16461,9.531,855875.4007,3,80.2,9,No matches found,No matches found,Single match found,DDA for preferred ion,[M+H]+1,,,,,,,,855875.4007,,,,,,,,,,,,,,,,,,,59757.46246,55833.01859,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.5,,,,,,,,,,,,,,,,,,,8.5,9,,,,,,,,,,,,8.5,,,7.7,7.4,,,,,,,,,,,,,
,FALSE,Apratastat,C17 H22 N2 O6 S2,No match,No results,Full match,-1.96,414.09112,415.09839,1.725,855108.3842,0,,,No matches found,No matches found,Single match found,DDA for preferred ion,[M+H]+1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,855108.3842,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.5,5.9,7.5,,6.7,7.8,3.5,5.9,,8.9,8.4,3.5,3.5,,,,,,,8.9,
,FALSE,Cyclopropavir,C11 H13 N5 O3,Not the top hit,Invalid mass,Full match,2.69,263.10255,264.10915,1.954,855036.8035,8,76.1,8.8,No matches found,No matches found,Single match found,DDA for preferred ion,[M+H]+1,,,,,,,,,,58165.14646,62967.5247,,59370.17887,,,,46111.16774,855036.8035,124341.7166,,,,,,,,120425.1212,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3.6,,7.4,,,,6.8,6.7,8.3,,,,,,,,5,,,,,,,,,,,3.5,3.2,5.1,3.2,,3.2,,,3.7,5,3.2,7.5,,,,,,,,
,FALSE,"1,10-Phenanthroline",C12 H8 N2,Not the top hit,Invalid mass,Full match,0.17,180.06878,181.07606,9.498,854569.6571,4,74.4,71.1,No matches found,No matches found,Single match found,DDA for preferred ion,[M+H]+1,,,,,,,,854569.6571,,,,,,,,,,,30728.81777,,,,,,,,99706.13742,,,,,,,,,,,,,,380515.5957,32963.7149,,,,,,,,,,,,,,9.5,,,,,,,,,,,6.5,,,,,,,,7.7,,,,,,,,,,,7.5,7.5,6.4,7.5,8,9.7,7.5,,,,,7.5,,,,,,,7.8,7.1
,FALSE,Tetrabenazine,C19 H27 N O3,Full match,Partial match,Full match,0.16,317.19914,318.20642,10.293,854192.9353,2,64.3,43.3,No matches found,No matches found,Single match found,DDA for preferred ion,[M+H]+1,,,,,,,,,,,,143030.4205,,,90297.83369,39021.86438,,854192.9353,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.9,,,7.7,8.7,,4.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,FALSE,Tixocortol,C21 H30 O4 S,Not the top hit,No results,Full match,0.08,378.18651,379.19379,8.673,853823.0826,0,,,No matches found,No matches found,Single match found,DDA for preferred ion,[M+H]+1,,,,,,,,,516175.0027,,187975.7636,,,,235752.782,680633.8788,,,,,,,,853823.0826,,,,709383.924,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.4,,9.1,,,,8.6,3.5,,,,,,,,4.6,,,,6.2,,,,,,,,,7.5,,7.5,,,,,,,,,,,,,,,,,,
,FALSE,Tixocortol,C21 H30 O4 S,No match,No results,Full match,0.13,378.18653,379.19381,8.509,850770.2154,0,,,No matches found,No matches found,Single match found,DDA for preferred ion,[M+H]+1,,,,,,,,,383226.0058,130454.2501,828022.5218,,,,,405281.0662,372561.8795,,,,,,,,440036.3448,,,,,482108.2534,,,322638.6303,,,,,,,,,,,,,,,,,,,,,,,,7.8,7.7,8.9,,,,,7.8,6.4,,,,,,,,6.2,,,,,6.2,,,7.5,,,7.4,8,,,7.5,3.2,4,5.9,6.2,,7.7,8.3,,7.8,,,,,,,,
,FALSE,Amiclenomycin,C10 H16 N2 O2,Full match,Partial match,Full match,-0.01,196.12118,197.12845,9.57,849492.4271,1,66.6,8.3,No matches found,No matches found,Single match found,DDA for preferred ion,[M+H]+1,,,,,,,,251462.0648,,,,,,,34676.30056,,,,,,,,,,,,72974.88377,,,,,,,,,,,,,,,849492.4271,,,,,,,,,,,,,,8,,,,,,,2.7,,,,,,,,,,,,8.3,,,,,,,,,,8.7,,,7.4,3.6,,6.5,,,,,,,,,,,,,,8.9
,FALSE,Tyrosinamide,C9 H12 N2 O2,Full match,Partial match,Full match,0.16,180.08991,181.09718,8.152,848644.0353,2,74.8,47,No matches found,No matches found,Single match found,DDA for preferred ion,[M+H]+1,,,,,,,848644.0353,,,,,242528.1873,,,240875.7987,,,,,,,,,,,,,,,,33612.83217,,,,,,,,,,,,,,,,,,,,,,,,9.5,,,,,4.2,,,9.1,,,,,,,,,,,,,,,,7.1,,,,,,,,,,,,,,,,,,,,,,,,,,
,FALSE,"N'-hydroxy-2-[4-(3-nitrophenyl)-1,3-thiazol-2-yl]ethanimidamide",C11 H10 N4 O3 S,No match,Full match,No results,-1.81,278.04686,279.05413,12.12,848229.1802,6,74.1,46.6,No matches found,No matches found,No matches found,DDA for preferred ion,[M+H]+1,,,,,,,,26331.69526,,,,84459.23566,,,30902.30462,,,,,156051.2247,,,,,,33310.4636,,,,,,,,,,,,,,,,848229.1802,,,,,,,,,,,,,,3.8,,,,7.7,,,6,,,,,2.6,,,,,,7.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.9
,FALSE,Yangonin,C15 H14 O4,Not the top hit,Partial match,Full match,0.56,258.08935,259.09663,13.186,847075.9575,11,84,67.3,No matches found,Single match found,No matches found,DDA for preferred ion,[M+H]+1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,847075.9575,229896.2393,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,5.3
,FALSE,Tasimelteon,C15 H19 N O2,Full match,Partial match,Full match,0.45,245.14169,246.14897,8.782,847055.5015,3,80,50.1,No matches found,No matches found,Single match found,DDA for preferred ion,[M+H]+1,,,,,,,,,,,,847055.5015,,,,,,,,,,,,,,,,,,,404311.774,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.3,,,,,,,,,,,,,,,,,,,6.2,,,,,,,,,,,,,,,,,,,,,,,,,,
