"peak_number","name","formula","annot_source_predicted_compositions","annot_source_mz_cloud_search","annot_source_mass_list_search","annot_delta_mass_ppm","calc_mw","m_z","rt_min","area_max","number_mz_cloud_results","mz_cloud_best_match","mz_cloud_best_match_confidence","ms2","reference_ion","sample_location","group_area","peak_rating","mass_list_name","mass_list_match"
2295,"Trimetazidine","C14 H22 N2 O3","Not the top hit","Partial match","Full match",0.5,266.16317,267.17045,5.69,2757050.57118052,3,97.5,95.9,"DDA for preferred ion","[M+H]+1","landfill_eg_3_10y",2757050.57118052,8.4,"kps_pharmaceuticals_oct22","Multiple matches found"
2299,"Stavudine","C10 H12 N2 O4","Full match","Invalid mass","Full match",0.32,224.07978,225.08706,7.68,2754639.30992539,3,82.3,51.4,"DDA for preferred ion","[M+H]+1","lysimeter_eg_0_3y_14062022",109397.927065836,7.1,"kps_pharmaceuticals_oct22","Single match found"
2299,"Stavudine","C10 H12 N2 O4","Full match","Invalid mass","Full match",0.32,224.07978,225.08706,7.68,2754639.30992539,3,82.3,51.4,"DDA for preferred ion","[M+H]+1","lysimeter_eg_3_10y_171221",564079.635959764,7.5,"kps_pharmaceuticals_oct22","Single match found"
2307,"[Imiprothrin]",NA,"No match","Invalid mass","Full match",NA,318.15799,319.16526,9.924,2745657.97972852,3,89.7,55.7,"DDA for preferred ion","[M+H]+1","landfill_eg_0_3y",2745657.97972852,7.8,"kps_npl","Single match found"
2307,"[Imiprothrin]",NA,"No match","Invalid mass","Full match",NA,318.15799,319.16526,9.924,2745657.97972852,3,89.7,55.7,"DDA for preferred ion","[M+H]+1","landfill_eg_0_3y",2745657.97972852,7.8,"kps_psychoactive_substances_v2","Single match found"
2314,"Sulfamerazine","C11 H12 N4 O2 S","Not the top hit","Not the top hit","Full match",-1.83,264.06761,265.07489,13.62,2741058.65983106,5,82.3,9.1,"DDA for preferred ion","[M+H]+1","lysimeter_eg_03y_171221",2741058.65983106,8.9,"kps_npl","Single match found"
2314,"Sulfamerazine","C11 H12 N4 O2 S","Not the top hit","Not the top hit","Full match",-1.83,264.06761,265.07489,13.62,2741058.65983106,5,82.3,9.1,"DDA for preferred ion","[M+H]+1","lysimeter_eg_03y_171221",2741058.65983106,8.9,"kps_pharmaceuticals_oct22","Multiple matches found"
2315,"Abacavir","C14 H18 N6 O","Not the top hit","Invalid mass","Full match",-4.19,286.15301,287.16029,1.489,2736598.56309276,6,74.5,8.7,"DDA for preferred ion","[M+H]+1","lysimeter_control_eg_250122",116364.791298593,7.1,"kps_pharmaceuticals_oct22","Single match found"
2315,"Abacavir","C14 H18 N6 O","Not the top hit","Invalid mass","Full match",-4.19,286.15301,287.16029,1.489,2736598.56309276,6,74.5,8.7,"DDA for preferred ion","[M+H]+1","lysimeter_eg_3_10y_171221",219596.133180322,6.3,"kps_pharmaceuticals_oct22","Single match found"
2315,"Abacavir","C14 H18 N6 O","Not the top hit","Invalid mass","Full match",-4.19,286.15301,287.16029,1.489,2736598.56309276,6,74.5,8.7,"DDA for preferred ion","[M+H]+1","lysimeter_op_0_3y_171221",276689.179688231,5.5,"kps_pharmaceuticals_oct22","Single match found"
2319,"Polyoxyethylene (9) lauryl ether","C30 H62 O10","No match","No results","Full match",0.25,582.43444,600.46828,20.618,2732304.5420818,0,NA,NA,"DDA for preferred ion","[M+NH4]+1","crh_fst1",2509695.80793032,5.1,"kps_pharmaceuticals_oct22","Single match found"
2319,"Polyoxyethylene (9) lauryl ether","C30 H62 O10","No match","No results","Full match",0.25,582.43444,600.46828,20.618,2732304.5420818,0,NA,NA,"DDA for preferred ion","[M+NH4]+1","crh_fst3",2377219.76571599,5.1,"kps_pharmaceuticals_oct22","Single match found"
2319,"Polyoxyethylene (9) lauryl ether","C30 H62 O10","No match","No results","Full match",0.25,582.43444,600.46828,20.618,2732304.5420818,0,NA,NA,"DDA for preferred ion","[M+NH4]+1","crh_fst4",2493771.99643591,6.7,"kps_pharmaceuticals_oct22","Single match found"
2319,"Polyoxyethylene (9) lauryl ether","C30 H62 O10","No match","No results","Full match",0.25,582.43444,600.46828,20.618,2732304.5420818,0,NA,NA,"DDA for preferred ion","[M+NH4]+1","crh_fst5",2495279.18978087,5.7,"kps_pharmaceuticals_oct22","Single match found"
2319,"Polyoxyethylene (9) lauryl ether","C30 H62 O10","No match","No results","Full match",0.25,582.43444,600.46828,20.618,2732304.5420818,0,NA,NA,"DDA for preferred ion","[M+NH4]+1","landfill_eg_3_10y",1485505.75890965,5.7,"kps_pharmaceuticals_oct22","Single match found"
2319,"Polyoxyethylene (9) lauryl ether","C30 H62 O10","No match","No results","Full match",0.25,582.43444,600.46828,20.618,2732304.5420818,0,NA,NA,"DDA for preferred ion","[M+NH4]+1","landfill_eg_y104",1750567.56561365,5.1,"kps_pharmaceuticals_oct22","Single match found"
2319,"Polyoxyethylene (9) lauryl ether","C30 H62 O10","No match","No results","Full match",0.25,582.43444,600.46828,20.618,2732304.5420818,0,NA,NA,"DDA for preferred ion","[M+NH4]+1","lysimeter_control_eg_171221",1663718.50982582,6.7,"kps_pharmaceuticals_oct22","Single match found"
2319,"Polyoxyethylene (9) lauryl ether","C30 H62 O10","No match","No results","Full match",0.25,582.43444,600.46828,20.618,2732304.5420818,0,NA,NA,"DDA for preferred ion","[M+NH4]+1","lysimeter_control_op_140622",2366882.91127831,6.7,"kps_pharmaceuticals_oct22","Single match found"
2319,"Polyoxyethylene (9) lauryl ether","C30 H62 O10","No match","No results","Full match",0.25,582.43444,600.46828,20.618,2732304.5420818,0,NA,NA,"DDA for preferred ion","[M+NH4]+1","lysimeter_control_op_171221",1749410.42246341,7.3,"kps_pharmaceuticals_oct22","Single match found"
2319,"Polyoxyethylene (9) lauryl ether","C30 H62 O10","No match","No results","Full match",0.25,582.43444,600.46828,20.618,2732304.5420818,0,NA,NA,"DDA for preferred ion","[M+NH4]+1","lysimeter_control_op_260122",2315327.94031032,6.7,"kps_pharmaceuticals_oct22","Single match found"
2319,"Polyoxyethylene (9) lauryl ether","C30 H62 O10","No match","No results","Full match",0.25,582.43444,600.46828,20.618,2732304.5420818,0,NA,NA,"DDA for preferred ion","[M+NH4]+1","lysimeter_eg_0_3y_14062022",2153361.5541039,5.7,"kps_pharmaceuticals_oct22","Single match found"
2319,"Polyoxyethylene (9) lauryl ether","C30 H62 O10","No match","No results","Full match",0.25,582.43444,600.46828,20.618,2732304.5420818,0,NA,NA,"DDA for preferred ion","[M+NH4]+1","lysimeter_eg_03y_171221",1903890.68386006,7.3,"kps_pharmaceuticals_oct22","Single match found"
2319,"Polyoxyethylene (9) lauryl ether","C30 H62 O10","No match","No results","Full match",0.25,582.43444,600.46828,20.618,2732304.5420818,0,NA,NA,"DDA for preferred ion","[M+NH4]+1","lysimeter_eg_03y_250122",1881150.51778931,5.7,"kps_pharmaceuticals_oct22","Single match found"
2319,"Polyoxyethylene (9) lauryl ether","C30 H62 O10","No match","No results","Full match",0.25,582.43444,600.46828,20.618,2732304.5420818,0,NA,NA,"DDA for preferred ion","[M+NH4]+1","lysimeter_eg_3_10y_171221",1825395.46234824,5.7,"kps_pharmaceuticals_oct22","Single match found"
2319,"Polyoxyethylene (9) lauryl ether","C30 H62 O10","No match","No results","Full match",0.25,582.43444,600.46828,20.618,2732304.5420818,0,NA,NA,"DDA for preferred ion","[M+NH4]+1","lysimeter_eg_104_171221",2444413.17953714,5.1,"kps_pharmaceuticals_oct22","Single match found"
2319,"Polyoxyethylene (9) lauryl ether","C30 H62 O10","No match","No results","Full match",0.25,582.43444,600.46828,20.618,2732304.5420818,0,NA,NA,"DDA for preferred ion","[M+NH4]+1","lysimeter_eg3_104_250122",2195195.81012277,6.2,"kps_pharmaceuticals_oct22","Single match found"
2319,"Polyoxyethylene (9) lauryl ether","C30 H62 O10","No match","No results","Full match",0.25,582.43444,600.46828,20.618,2732304.5420818,0,NA,NA,"DDA for preferred ion","[M+NH4]+1","lysimeter_op_0_3y_171221",1953411.20322372,7.3,"kps_pharmaceuticals_oct22","Single match found"
2319,"Polyoxyethylene (9) lauryl ether","C30 H62 O10","No match","No results","Full match",0.25,582.43444,600.46828,20.618,2732304.5420818,0,NA,NA,"DDA for preferred ion","[M+NH4]+1","lysimeter_op_3_10y_250122",2226491.89320748,6.2,"kps_pharmaceuticals_oct22","Single match found"
2319,"Polyoxyethylene (9) lauryl ether","C30 H62 O10","No match","No results","Full match",0.25,582.43444,600.46828,20.618,2732304.5420818,0,NA,NA,"DDA for preferred ion","[M+NH4]+1","lysimeter_op_10y_140622",1976040.39793988,6.2,"kps_pharmaceuticals_oct22","Single match found"
2319,"Polyoxyethylene (9) lauryl ether","C30 H62 O10","No match","No results","Full match",0.25,582.43444,600.46828,20.618,2732304.5420818,0,NA,NA,"DDA for preferred ion","[M+NH4]+1","lysimeter_op_10y_171222",1995030.99434131,6.7,"kps_pharmaceuticals_oct22","Single match found"
2319,"Polyoxyethylene (9) lauryl ether","C30 H62 O10","No match","No results","Full match",0.25,582.43444,600.46828,20.618,2732304.5420818,0,NA,NA,"DDA for preferred ion","[M+NH4]+1","lysimeter_op_7104_250122",2181048.851752,5.7,"kps_pharmaceuticals_oct22","Single match found"
2319,"Polyoxyethylene (9) lauryl ether","C30 H62 O10","No match","No results","Full match",0.25,582.43444,600.46828,20.618,2732304.5420818,0,NA,NA,"DDA for preferred ion","[M+NH4]+1","lysimeter_op0_34_140622",1980332.70980054,6.2,"kps_pharmaceuticals_oct22","Single match found"
2319,"Polyoxyethylene (9) lauryl ether","C30 H62 O10","No match","No results","Full match",0.25,582.43444,600.46828,20.618,2732304.5420818,0,NA,NA,"DDA for preferred ion","[M+NH4]+1","lysimeter_op3_104_140622",2066967.24193025,6.2,"kps_pharmaceuticals_oct22","Single match found"
2319,"Polyoxyethylene (9) lauryl ether","C30 H62 O10","No match","No results","Full match",0.25,582.43444,600.46828,20.618,2732304.5420818,0,NA,NA,"DDA for preferred ion","[M+NH4]+1","thailand_sample_1",1667709.77053833,5.1,"kps_pharmaceuticals_oct22","Single match found"
2319,"Polyoxyethylene (9) lauryl ether","C30 H62 O10","No match","No results","Full match",0.25,582.43444,600.46828,20.618,2732304.5420818,0,NA,NA,"DDA for preferred ion","[M+NH4]+1","thailand_sample_2",1844191.08334904,5.7,"kps_pharmaceuticals_oct22","Single match found"
2319,"Polyoxyethylene (9) lauryl ether","C30 H62 O10","No match","No results","Full match",0.25,582.43444,600.46828,20.618,2732304.5420818,0,NA,NA,"DDA for preferred ion","[M+NH4]+1","thailand_sample_3",1574751.52138908,5.1,"kps_pharmaceuticals_oct22","Single match found"
2319,"Polyoxyethylene (9) lauryl ether","C30 H62 O10","No match","No results","Full match",0.25,582.43444,600.46828,20.618,2732304.5420818,0,NA,NA,"DDA for preferred ion","[M+NH4]+1","thailand_sample_8",1535530.99728229,6.2,"kps_pharmaceuticals_oct22","Single match found"
2320,"Itopride","C20 H26 N2 O4","Not the top hit","Not the top hit","Full match",-0.08,358.18923,359.19651,16.8,2731784.43374077,6,80.8,50.5,"DDA for preferred ion","[M+H]+1","landfill_eg_3_10y",2731784.43374077,8.4,"kps_pharmaceuticals_oct22","Single match found"
2320,"Itopride","C20 H26 N2 O4","Not the top hit","Not the top hit","Full match",-0.08,358.18923,359.19651,16.8,2731784.43374077,6,80.8,50.5,"DDA for preferred ion","[M+H]+1","landfill_op_y104",105696.18524809,6.5,"kps_pharmaceuticals_oct22","Single match found"
2328,"Melatonin","C13 H16 N2 O2","Full match","Invalid mass","Full match",0.54,232.1213,233.12858,9.707,2719584.45303572,2,89.4,9.5,"DDA for preferred ion","[M+H]+1","landfill_eg_0_3y",2719584.45303572,7.8,"kps_pharmaceuticals_oct22","Multiple matches found"
2328,"Melatonin","C13 H16 N2 O2","Full match","Invalid mass","Full match",0.54,232.1213,233.12858,9.707,2719584.45303572,2,89.4,9.5,"DDA for preferred ion","[M+H]+1","landfill_eg_y104",1004555.36564039,5.3,"kps_pharmaceuticals_oct22","Multiple matches found"
2328,"Melatonin","C13 H16 N2 O2","Full match","Invalid mass","Full match",0.54,232.1213,233.12858,9.707,2719584.45303572,2,89.4,9.5,"DDA for preferred ion","[M+H]+1","landfill_op_y104",339501.578069542,7.2,"kps_pharmaceuticals_oct22","Multiple matches found"
2330,"Arecoline","C8 H13 N O2","Full match","Full match","Full match",0.19,155.09466,156.10195,1.311,2718127.53798849,2,82.4,9.1,"DDA for preferred ion","[M+H]+1","lysimeter_eg_0_3y_14062022",345785.919636121,6.1,"kps_pharmaceuticals_oct22","Single match found"
2330,"Arecoline","C8 H13 N O2","Full match","Full match","Full match",0.19,155.09466,156.10195,1.311,2718127.53798849,2,82.4,9.1,"DDA for preferred ion","[M+H]+1","lysimeter_op_3_10y_171221",347594.544094057,7.2,"kps_pharmaceuticals_oct22","Single match found"
2330,"Arecoline","C8 H13 N O2","Full match","Full match","Full match",0.19,155.09466,156.10195,1.311,2718127.53798849,2,82.4,9.1,"DDA for preferred ion","[M+H]+1","lysimeter_op0_34_140622",234987.978351171,5.8,"kps_pharmaceuticals_oct22","Single match found"
2337,"Artemisinin","C15 H22 O5","Not the top hit","Full match","Full match",0.62,282.1469,283.15417,11.172,2709745.61275415,2,88.1,54.8,"DDA for preferred ion","[M+H]+1","lysimeter_control_op_171221",1274264.91644684,7.5,"kps_pharmaceuticals_oct22","Single match found"
2337,"Artemisinin","C15 H22 O5","Not the top hit","Full match","Full match",0.62,282.1469,283.15417,11.172,2709745.61275415,2,88.1,54.8,"DDA for preferred ion","[M+H]+1","lysimeter_control_op_260122",335002.337678341,7.7,"kps_pharmaceuticals_oct22","Single match found"
2337,"Artemisinin","C15 H22 O5","Not the top hit","Full match","Full match",0.62,282.1469,283.15417,11.172,2709745.61275415,2,88.1,54.8,"DDA for preferred ion","[M+H]+1","lysimeter_op_0_3y_171221",2709745.61275415,5.1,"kps_pharmaceuticals_oct22","Single match found"
2337,"Artemisinin","C15 H22 O5","Not the top hit","Full match","Full match",0.62,282.1469,283.15417,11.172,2709745.61275415,2,88.1,54.8,"DDA for preferred ion","[M+H]+1","lysimeter_op_0_3y_250122",579470.363040196,7.5,"kps_pharmaceuticals_oct22","Single match found"
2337,"Artemisinin","C15 H22 O5","Not the top hit","Full match","Full match",0.62,282.1469,283.15417,11.172,2709745.61275415,2,88.1,54.8,"DDA for preferred ion","[M+H]+1","lysimeter_op_3_10y_171221",1166529.89076443,7.5,"kps_pharmaceuticals_oct22","Single match found"
2337,"Artemisinin","C15 H22 O5","Not the top hit","Full match","Full match",0.62,282.1469,283.15417,11.172,2709745.61275415,2,88.1,54.8,"DDA for preferred ion","[M+H]+1","lysimeter_op_10y_171222",273548.031336311,6.6,"kps_pharmaceuticals_oct22","Single match found"
2337,"Artemisinin","C15 H22 O5","Not the top hit","Full match","Full match",0.62,282.1469,283.15417,11.172,2709745.61275415,2,88.1,54.8,"DDA for preferred ion","[M+H]+1","lysimeter_op_7104_250122",348155.664103582,7.2,"kps_pharmaceuticals_oct22","Single match found"
2337,"Artemisinin","C15 H22 O5","Not the top hit","Full match","Full match",0.62,282.1469,283.15417,11.172,2709745.61275415,2,88.1,54.8,"DDA for preferred ion","[M+H]+1","lysimeter_op0_34_140622",197339.138237016,6.8,"kps_pharmaceuticals_oct22","Single match found"
2340,"Pidolic acid","C5 H7 N O3","Full match","Partial match","Full match",0.76,129.04269,130.04997,2.002,2701903.45752157,2,96.4,9.8,"DDA for preferred ion","[M+H]+1","lysimeter_control_op_140622",117837.274664554,6.5,"kps_pharmaceuticals_oct22","Single match found"
2340,"Pidolic acid","C5 H7 N O3","Full match","Partial match","Full match",0.76,129.04269,130.04997,2.002,2701903.45752157,2,96.4,9.8,"DDA for preferred ion","[M+H]+1","lysimeter_eg3_104_250122",403461.427161392,7.7,"kps_pharmaceuticals_oct22","Single match found"
2340,"Pidolic acid","C5 H7 N O3","Full match","Partial match","Full match",0.76,129.04269,130.04997,2.002,2701903.45752157,2,96.4,9.8,"DDA for preferred ion","[M+H]+1","lysimeter_eg104_140622",433216.529405006,5.5,"kps_pharmaceuticals_oct22","Single match found"
2340,"Pidolic acid","C5 H7 N O3","Full match","Partial match","Full match",0.76,129.04269,130.04997,2.002,2701903.45752157,2,96.4,9.8,"DDA for preferred ion","[M+H]+1","lysimeter_op_0_3y_171221",2074324.7368396,5.7,"kps_pharmaceuticals_oct22","Single match found"
2340,"Pidolic acid","C5 H7 N O3","Full match","Partial match","Full match",0.76,129.04269,130.04997,2.002,2701903.45752157,2,96.4,9.8,"DDA for preferred ion","[M+H]+1","lysimeter_op_3_10y_171221",740949.167554283,6.4,"kps_pharmaceuticals_oct22","Single match found"
2340,"Pidolic acid","C5 H7 N O3","Full match","Partial match","Full match",0.76,129.04269,130.04997,2.002,2701903.45752157,2,96.4,9.8,"DDA for preferred ion","[M+H]+1","lysimeter_op_10y_140622",951400.395993186,7,"kps_pharmaceuticals_oct22","Single match found"
2340,"Pidolic acid","C5 H7 N O3","Full match","Partial match","Full match",0.76,129.04269,130.04997,2.002,2701903.45752157,2,96.4,9.8,"DDA for preferred ion","[M+H]+1","thailand_sample_3",2701903.45752157,7.3,"kps_pharmaceuticals_oct22","Single match found"
2340,"Pidolic acid","C5 H7 N O3","Full match","Partial match","Full match",0.76,129.04269,130.04997,2.002,2701903.45752157,2,96.4,9.8,"DDA for preferred ion","[M+H]+1","thailand_sample_6",657564.249984481,7,"kps_pharmaceuticals_oct22","Single match found"
2341,"[Oxycodone]",NA,"Unused","Invalid mass","Full match",NA,315.14717,316.15445,6.387,2701087.0589425,6,89.8,9.5,"DDA for preferred ion","[M+H]+1","landfill_eg_3_10y",2701087.0589425,7.8,"kps_npl","Single match found"
2341,"[Oxycodone]",NA,"Unused","Invalid mass","Full match",NA,315.14717,316.15445,6.387,2701087.0589425,6,89.8,9.5,"DDA for preferred ion","[M+H]+1","landfill_eg_3_10y",2701087.0589425,7.8,"kps_psychoactive_substances_v2","Single match found"
2341,"[Oxycodone]",NA,"Unused","Invalid mass","Full match",NA,315.14717,316.15445,6.387,2701087.0589425,6,89.8,9.5,"DDA for preferred ion","[M+H]+1","landfill_eg_3_10y",2701087.0589425,7.8,"kps_pharmaceuticals_oct22","Multiple matches found"
2348,"[Carbazole]",NA,"No match","No results","Full match",NA,167.07353,168.08081,11.054,2697167.68835955,0,NA,NA,"DDA for preferred ion","[M+H]+1","thailand_sample_7",1898540.54390565,9.5,"kps_npl","Single match found"
2348,"[Carbazole]",NA,"No match","No results","Full match",NA,167.07353,168.08081,11.054,2697167.68835955,0,NA,NA,"DDA for preferred ion","[M+H]+1","thailand_sample_7",1898540.54390565,9.5,"kps_pharmaceuticals_oct22","Single match found"
2348,"[Carbazole]",NA,"No match","No results","Full match",NA,167.07353,168.08081,11.054,2697167.68835955,0,NA,NA,"DDA for preferred ion","[M+H]+1","thailand_sample_8",2697167.68835955,7.8,"kps_npl","Single match found"
2348,"[Carbazole]",NA,"No match","No results","Full match",NA,167.07353,168.08081,11.054,2697167.68835955,0,NA,NA,"DDA for preferred ion","[M+H]+1","thailand_sample_8",2697167.68835955,7.8,"kps_pharmaceuticals_oct22","Single match found"
2351,"Debromohymenialdisine","C11 H11 N5 O2","No match","Not the top hit","Full match",-4.98,245.09005,246.09733,1.317,2692044.99376929,4,85.7,9.3,"DDA for preferred ion","[M+H]+1","thailand_sample_6",1107293.07632069,5.3,"kps_pharmaceuticals_oct22","Single match found"
2353,"Trimebutine","C22 H29 N O5","Not the top hit","Invalid mass","Full match",-0.06,387.20455,388.21185,15.674,2688363.03543604,1,60.6,46.4,"DDA for preferred ion","[M+H]+1","landfill_eg_3_10y",2688363.03543604,7.8,"kps_pharmaceuticals_oct22","Single match found"
2360,"Chlorthalidone","C14 H11 Cl N2 O4 S","No match","Invalid mass","Full match",3.63,338.01403,339.02131,10.757,2683304.53583272,2,66.3,43.6,"DDA for preferred ion","[M+H]+1","lysimeter_control_eg_171221",2683304.53583272,8.4,"kps_pharmaceuticals_oct22","Single match found"
2360,"Chlorthalidone","C14 H11 Cl N2 O4 S","No match","Invalid mass","Full match",3.63,338.01403,339.02131,10.757,2683304.53583272,2,66.3,43.6,"DDA for preferred ion","[M+H]+1","lysimeter_control_op_171221",511275.577281472,8,"kps_pharmaceuticals_oct22","Single match found"
2360,"Chlorthalidone","C14 H11 Cl N2 O4 S","No match","Invalid mass","Full match",3.63,338.01403,339.02131,10.757,2683304.53583272,2,66.3,43.6,"DDA for preferred ion","[M+H]+1","lysimeter_control_op_260122",134754.976637842,7.9,"kps_pharmaceuticals_oct22","Single match found"
2360,"Chlorthalidone","C14 H11 Cl N2 O4 S","No match","Invalid mass","Full match",3.63,338.01403,339.02131,10.757,2683304.53583272,2,66.3,43.6,"DDA for preferred ion","[M+H]+1","lysimeter_op_3_10y_171221",868121.735434947,8.6,"kps_pharmaceuticals_oct22","Single match found"
2361,"Biotin","C10 H16 N2 O3 S","Full match","Full match","Full match",0.6,244.08831,245.09558,8.778,2683125.77522156,1,90.7,9.5,"DDA for preferred ion","[M+H]+1","landfill_eg_3_10y",1970222.85911172,7.8,"kps_pharmaceuticals_oct22","Single match found"
2361,"Biotin","C10 H16 N2 O3 S","Full match","Full match","Full match",0.6,244.08831,245.09558,8.778,2683125.77522156,1,90.7,9.5,"DDA for preferred ion","[M+H]+1","lysimeter_control_op_260122",123056.859681101,7.6,"kps_pharmaceuticals_oct22","Single match found"
2361,"Biotin","C10 H16 N2 O3 S","Full match","Full match","Full match",0.6,244.08831,245.09558,8.778,2683125.77522156,1,90.7,9.5,"DDA for preferred ion","[M+H]+1","thailand_sample_7",2521255.3018611,8.9,"kps_pharmaceuticals_oct22","Single match found"
2361,"Biotin","C10 H16 N2 O3 S","Full match","Full match","Full match",0.6,244.08831,245.09558,8.778,2683125.77522156,1,90.7,9.5,"DDA for preferred ion","[M+H]+1","thailand_sample_8",2683125.77522156,8.9,"kps_pharmaceuticals_oct22","Single match found"
2367,"[4-Nonylphenol di-ethoxylate / 2-(2-(4-Nonylphenoxy)ethoxy)ethanol]",NA,"No match","Invalid mass","Full match",NA,308.23525,309.24253,21.412,2671774.00563188,1,88.2,54.9,"DDA for preferred ion","[M+H]+1","landfill_eg_0_3y",2671774.00563188,8.9,"kps_npl","Single match found"
2367,"[4-Nonylphenol di-ethoxylate / 2-(2-(4-Nonylphenoxy)ethoxy)ethanol]",NA,"No match","Invalid mass","Full match",NA,308.23525,309.24253,21.412,2671774.00563188,1,88.2,54.9,"DDA for preferred ion","[M+H]+1","lysimeter_eg3_104_250122",163487.316419621,7.4,"kps_npl","Single match found"
2367,"[4-Nonylphenol di-ethoxylate / 2-(2-(4-Nonylphenoxy)ethoxy)ethanol]",NA,"No match","Invalid mass","Full match",NA,308.23525,309.24253,21.412,2671774.00563188,1,88.2,54.9,"DDA for preferred ion","[M+H]+1","lysimeter_op_0_3y_171221",299278.415708382,8.3,"kps_npl","Single match found"
2371,"Styrene oxide","C8 H8 O","Full match","Partial match","Full match",1.1,120.05765,121.06492,2.989,2670951.11001941,1,67.1,43.7,"DDA for preferred ion","[M+H]+1","lysimeter_control_op_171221",1782591.14427197,6.7,"kps_pharmaceuticals_oct22","Multiple matches found"
2371,"Styrene oxide","C8 H8 O","Full match","Partial match","Full match",1.1,120.05765,121.06492,2.989,2670951.11001941,1,67.1,43.7,"DDA for preferred ion","[M+H]+1","lysimeter_op_3_10y_171221",1603877.29487946,5.7,"kps_pharmaceuticals_oct22","Multiple matches found"
2377,"[Hexobarbital]",NA,"No match","No match","Full match",NA,236.11622,237.1235,4.179,2668072.0144101,2,87.8,9.4,"DDA for preferred ion","[M+H]+1","thailand_sample_7",2668072.0144101,6.2,"kps_npl","Single match found"
2377,"[Hexobarbital]",NA,"No match","No match","Full match",NA,236.11622,237.1235,4.179,2668072.0144101,2,87.8,9.4,"DDA for preferred ion","[M+H]+1","thailand_sample_7",2668072.0144101,6.2,"kps_pharmaceuticals_oct22","Multiple matches found"
2389,"[Butylated hydroxyanisole]",NA,"No match","No results","Full match",NA,180.11509,181.12237,9.634,2654224.14098067,0,NA,NA,"DDA for preferred ion","[M+H]+1","thailand_sample_7",552197.670754401,6.4,"kps_npl","Single match found"
2390,"Tyrosinamide","C9 H12 N2 O2","Full match","No results","Full match",0.17,180.08991,181.09719,8.933,2654090.37212318,0,NA,NA,"DDA for preferred ion","[M+H]+1","landfill_eg_0_3y",883861.679582519,5.3,"kps_pharmaceuticals_oct22","Single match found"
2390,"Tyrosinamide","C9 H12 N2 O2","Full match","No results","Full match",0.17,180.08991,181.09719,8.933,2654090.37212318,0,NA,NA,"DDA for preferred ion","[M+H]+1","landfill_op_y104",231928.931608342,7.9,"kps_pharmaceuticals_oct22","Single match found"
2390,"Tyrosinamide","C9 H12 N2 O2","Full match","No results","Full match",0.17,180.08991,181.09719,8.933,2654090.37212318,0,NA,NA,"DDA for preferred ion","[M+H]+1","lysimeter_control_eg_171221",2654090.37212318,8.4,"kps_pharmaceuticals_oct22","Single match found"
2390,"Tyrosinamide","C9 H12 N2 O2","Full match","No results","Full match",0.17,180.08991,181.09719,8.933,2654090.37212318,0,NA,NA,"DDA for preferred ion","[M+H]+1","lysimeter_eg_03y_171221",1863639.16055487,7.3,"kps_pharmaceuticals_oct22","Single match found"
2391,"4,5-Methylenedioxy-2-aminoindane","C10 H11 N O2","Full match","Not the top hit","Full match",-1.06,177.07879,178.08628,9.606,2652592.8349234,3,88.5,9.4,"DDA for preferred ion","[M+H]+1","landfill_eg_3_10y",2652592.8349234,6.2,"kps_psychoactive_substances_v2","Single match found"
2391,"4,5-Methylenedioxy-2-aminoindane","C10 H11 N O2","Full match","Not the top hit","Full match",-1.06,177.07879,178.08628,9.606,2652592.8349234,3,88.5,9.4,"DDA for preferred ion","[M+H]+1","landfill_eg_3_10y",2652592.8349234,6.2,"kps_pharmaceuticals_oct22","Single match found"
2393,"Caroxazone","C10 H10 N2 O3","Full match","Not the top hit","Full match",0.09,206.06916,207.07644,8.573,2650109.15000838,3,79.7,9,"DDA for preferred ion","[M+H]+1","landfill_eg_3_10y",657818.382207655,5.3,"kps_pharmaceuticals_oct22","Multiple matches found"
2393,"Caroxazone","C10 H10 N2 O3","Full match","Not the top hit","Full match",0.09,206.06916,207.07644,8.573,2650109.15000838,3,79.7,9,"DDA for preferred ion","[M+H]+1","landfill_op_y104",2650109.15000838,5.1,"kps_pharmaceuticals_oct22","Multiple matches found"
2393,"Caroxazone","C10 H10 N2 O3","Full match","Not the top hit","Full match",0.09,206.06916,207.07644,8.573,2650109.15000838,3,79.7,9,"DDA for preferred ion","[M+H]+1","lysimeter_control_op_171221",141997.269684647,6.3,"kps_pharmaceuticals_oct22","Multiple matches found"
2395,"Adrenochrome","C9 H9 N O3","Full match","Partial match","Full match",0.27,179.05829,180.06557,6.368,2647930.39965189,2,89.6,55.7,"DDA for preferred ion","[M+H]+1","thailand_sample_7",2486330.29865332,5.7,"kps_pharmaceuticals_oct22","Single match found"
2395,"Adrenochrome","C9 H9 N O3","Full match","Partial match","Full match",0.27,179.05829,180.06557,6.368,2647930.39965189,2,89.6,55.7,"DDA for preferred ion","[M+H]+1","thailand_sample_8",2647930.39965189,5.1,"kps_pharmaceuticals_oct22","Single match found"
2396,"Toloxatone","C11 H13 N O3","Full match","Partial match","Full match",0.12,207.08957,208.09684,5.682,2647877.35619874,2,90.2,9.5,"DDA for preferred ion","[M+H]+1","landfill_eg_3_10y",2647877.35619874,7.3,"kps_pharmaceuticals_oct22","Single match found"
