"peak_number","name","formula","annot_source_predicted_compositions","annot_source_mz_cloud_search","annot_source_mass_list_search","annot_delta_mass_ppm","calc_mw","m_z","rt_min","area_max","number_mz_cloud_results","mz_cloud_best_match","mz_cloud_best_match_confidence","ms2","reference_ion","sample","group_area","peak_rating","replicate","sample_location","mass_list_name","mass_list_match"
889,"Esmolol","C16 H25 N O4","Not the top hit","Full match","Full match",0.51,295.17851,296.18578,6.035,9615004.22164762,1,92.4,79.1,"DDA for preferred ion","[M+H]+1","sc15_1",7320332.82249603,8.4,"1","sc15","kps_pharmaceuticals_oct22","Single match found"
889,"Esmolol","C16 H25 N O4","Not the top hit","Full match","Full match",0.51,295.17851,296.18578,6.035,9615004.22164762,1,92.4,79.1,"DDA for preferred ion","[M+H]+1","sc15_2",9615004.22164762,8.4,"2","sc15","kps_pharmaceuticals_oct22","Single match found"
5965,"Esmolol","C16 H25 N O4","Not the top hit","Full match","Full match",0.32,295.17845,296.18573,5.624,1426379.75140642,1,80.3,75.4,"DDA for preferred ion","[M+H]+1","sc15_1",1282341.33046551,5.9,"1","sc15","kps_pharmaceuticals_oct22","Single match found"
30,"Estetrol","C18 H24 O4","Not the top hit","Not the top hit","Full match",4.77,304.16891,305.17619,15.289,109455141.407393,5,97,9.9,"DDA for preferred ion","[M+H]+1","sc003_1",92664621.7401874,9.5,"1","sc003","kps_pharmaceuticals_oct22","Single match found"
30,"Estetrol","C18 H24 O4","Not the top hit","Not the top hit","Full match",4.77,304.16891,305.17619,15.289,109455141.407393,5,97,9.9,"DDA for preferred ion","[M+H]+1","sc003_2",94378004.5908772,9.5,"2","sc003","kps_pharmaceuticals_oct22","Single match found"
1920,"Estetrol","C18 H24 O4","Not the top hit","Not the top hit","Full match",4.73,304.1689,305.17617,9.514,4931402.9581025,4,96.3,9.8,"DDA for preferred ion","[M+H]+1","sc003_1",1755051.13374863,7.8,"1","sc003","kps_pharmaceuticals_oct22","Single match found"
1920,"Estetrol","C18 H24 O4","Not the top hit","Not the top hit","Full match",4.73,304.1689,305.17617,9.514,4931402.9581025,4,96.3,9.8,"DDA for preferred ion","[M+H]+1","sc003_2",1597340.07534497,5.3,"2","sc003","kps_pharmaceuticals_oct22","Single match found"
30,"Estetrol","C18 H24 O4","Not the top hit","Not the top hit","Full match",4.77,304.16891,305.17619,15.289,109455141.407393,5,97,9.9,"DDA for preferred ion","[M+H]+1","sc004_1",108926307.124777,9.5,"1","sc004","kps_pharmaceuticals_oct22","Single match found"
30,"Estetrol","C18 H24 O4","Not the top hit","Not the top hit","Full match",4.77,304.16891,305.17619,15.289,109455141.407393,5,97,9.9,"DDA for preferred ion","[M+H]+1","sc004_2",109455141.407393,7.3,"2","sc004","kps_pharmaceuticals_oct22","Single match found"
1920,"Estetrol","C18 H24 O4","Not the top hit","Not the top hit","Full match",4.73,304.1689,305.17617,9.514,4931402.9581025,4,96.3,9.8,"DDA for preferred ion","[M+H]+1","sc004_2",2508192.29367168,8.4,"2","sc004","kps_pharmaceuticals_oct22","Single match found"
30,"Estetrol","C18 H24 O4","Not the top hit","Not the top hit","Full match",4.77,304.16891,305.17619,15.289,109455141.407393,5,97,9.9,"DDA for preferred ion","[M+H]+1","sc007_1",43376772.2326478,8.9,"1","sc007","kps_pharmaceuticals_oct22","Single match found"
30,"Estetrol","C18 H24 O4","Not the top hit","Not the top hit","Full match",4.77,304.16891,305.17619,15.289,109455141.407393,5,97,9.9,"DDA for preferred ion","[M+H]+1","sc007_2",45372853.8031055,8.9,"2","sc007","kps_pharmaceuticals_oct22","Single match found"
30,"Estetrol","C18 H24 O4","Not the top hit","Not the top hit","Full match",4.77,304.16891,305.17619,15.289,109455141.407393,5,97,9.9,"DDA for preferred ion","[M+H]+1","sc008_1",21703844.5438193,7.8,"1","sc008","kps_pharmaceuticals_oct22","Single match found"
30,"Estetrol","C18 H24 O4","Not the top hit","Not the top hit","Full match",4.77,304.16891,305.17619,15.289,109455141.407393,5,97,9.9,"DDA for preferred ion","[M+H]+1","sc008_2",18546625.4606663,8.4,"2","sc008","kps_pharmaceuticals_oct22","Single match found"
382,"Estetrol","C18 H24 O4","Not the top hit","Not the top hit","Full match",1.52,304.16792,305.1752,12.289,18224772.6574031,5,97.2,9.9,"DDA for preferred ion","[M+H]+1","sc008_1",3982987.70649203,6.2,"1","sc008","kps_pharmaceuticals_oct22","Single match found"
382,"Estetrol","C18 H24 O4","Not the top hit","Not the top hit","Full match",1.52,304.16792,305.1752,12.289,18224772.6574031,5,97.2,9.9,"DDA for preferred ion","[M+H]+1","sc008_2",3749175.83215461,9.5,"2","sc008","kps_pharmaceuticals_oct22","Single match found"
30,"Estetrol","C18 H24 O4","Not the top hit","Not the top hit","Full match",4.77,304.16891,305.17619,15.289,109455141.407393,5,97,9.9,"DDA for preferred ion","[M+H]+1","sc014_1",8211137.74718821,8.4,"1","sc014","kps_pharmaceuticals_oct22","Single match found"
30,"Estetrol","C18 H24 O4","Not the top hit","Not the top hit","Full match",4.77,304.16891,305.17619,15.289,109455141.407393,5,97,9.9,"DDA for preferred ion","[M+H]+1","sc014_2",8833135.77484822,7.8,"2","sc014","kps_pharmaceuticals_oct22","Single match found"
30,"Estetrol","C18 H24 O4","Not the top hit","Not the top hit","Full match",4.77,304.16891,305.17619,15.289,109455141.407393,5,97,9.9,"DDA for preferred ion","[M+H]+1","sc020_1",60000802.395222,9.5,"1","sc020","kps_pharmaceuticals_oct22","Single match found"
30,"Estetrol","C18 H24 O4","Not the top hit","Not the top hit","Full match",4.77,304.16891,305.17619,15.289,109455141.407393,5,97,9.9,"DDA for preferred ion","[M+H]+1","sc020_2",53600093.425103,7.8,"2","sc020","kps_pharmaceuticals_oct22","Single match found"
1068,"Estetrol","C18 H24 O4","Not the top hit","Not the top hit","Full match",0.49,304.16761,305.17488,15.679,8205620.15485598,4,87.2,71.6,"DDA for preferred ion","[M+H]+1","sc020_1",8205620.15485598,8.4,"1","sc020","kps_pharmaceuticals_oct22","Single match found"
1068,"Estetrol","C18 H24 O4","Not the top hit","Not the top hit","Full match",0.49,304.16761,305.17488,15.679,8205620.15485598,4,87.2,71.6,"DDA for preferred ion","[M+H]+1","sc020_2",7265737.53993684,5.7,"2","sc020","kps_pharmaceuticals_oct22","Single match found"
1920,"Estetrol","C18 H24 O4","Not the top hit","Not the top hit","Full match",4.73,304.1689,305.17617,9.514,4931402.9581025,4,96.3,9.8,"DDA for preferred ion","[M+H]+1","sc020_2",1176889.90534804,6.4,"2","sc020","kps_pharmaceuticals_oct22","Single match found"
30,"Estetrol","C18 H24 O4","Not the top hit","Not the top hit","Full match",4.77,304.16891,305.17619,15.289,109455141.407393,5,97,9.9,"DDA for preferred ion","[M+H]+1","sc023_1",56784596.277884,9.5,"1","sc023","kps_pharmaceuticals_oct22","Single match found"
30,"Estetrol","C18 H24 O4","Not the top hit","Not the top hit","Full match",4.77,304.16891,305.17619,15.289,109455141.407393,5,97,9.9,"DDA for preferred ion","[M+H]+1","sc023_2",61458090.0091055,9.5,"2","sc023","kps_pharmaceuticals_oct22","Single match found"
1920,"Estetrol","C18 H24 O4","Not the top hit","Not the top hit","Full match",4.73,304.1689,305.17617,9.514,4931402.9581025,4,96.3,9.8,"DDA for preferred ion","[M+H]+1","sc023_1",4194365.47232122,7.8,"1","sc023","kps_pharmaceuticals_oct22","Single match found"
1920,"Estetrol","C18 H24 O4","Not the top hit","Not the top hit","Full match",4.73,304.1689,305.17617,9.514,4931402.9581025,4,96.3,9.8,"DDA for preferred ion","[M+H]+1","sc023_2",3396185.16304031,7.8,"2","sc023","kps_pharmaceuticals_oct22","Single match found"
30,"Estetrol","C18 H24 O4","Not the top hit","Not the top hit","Full match",4.77,304.16891,305.17619,15.289,109455141.407393,5,97,9.9,"DDA for preferred ion","[M+H]+1","sc15_1",24681224.1785139,9.5,"1","sc15","kps_pharmaceuticals_oct22","Single match found"
30,"Estetrol","C18 H24 O4","Not the top hit","Not the top hit","Full match",4.77,304.16891,305.17619,15.289,109455141.407393,5,97,9.9,"DDA for preferred ion","[M+H]+1","sc15_2",19522471.3220224,7.8,"2","sc15","kps_pharmaceuticals_oct22","Single match found"
1920,"Estetrol","C18 H24 O4","Not the top hit","Not the top hit","Full match",4.73,304.1689,305.17617,9.514,4931402.9581025,4,96.3,9.8,"DDA for preferred ion","[M+H]+1","sc15_1",3930841.0048523,6.2,"1","sc15","kps_pharmaceuticals_oct22","Single match found"
1920,"Estetrol","C18 H24 O4","Not the top hit","Not the top hit","Full match",4.73,304.1689,305.17617,9.514,4931402.9581025,4,96.3,9.8,"DDA for preferred ion","[M+H]+1","sc15_2",4931402.9581025,6.7,"2","sc15","kps_pharmaceuticals_oct22","Single match found"
30,"Estetrol","C18 H24 O4","Not the top hit","Not the top hit","Full match",4.77,304.16891,305.17619,15.289,109455141.407393,5,97,9.9,"DDA for preferred ion","[M+H]+1","sc16_1",8263522.21498205,8.9,"1","sc16","kps_pharmaceuticals_oct22","Single match found"
30,"Estetrol","C18 H24 O4","Not the top hit","Not the top hit","Full match",4.77,304.16891,305.17619,15.289,109455141.407393,5,97,9.9,"DDA for preferred ion","[M+H]+1","sc16_2",12939205.0536947,8.4,"2","sc16","kps_pharmaceuticals_oct22","Single match found"
1920,"Estetrol","C18 H24 O4","Not the top hit","Not the top hit","Full match",4.73,304.1689,305.17617,9.514,4931402.9581025,4,96.3,9.8,"DDA for preferred ion","[M+H]+1","sc16_1",1031728.67155249,7.5,"1","sc16","kps_pharmaceuticals_oct22","Single match found"
2223,"Estradiol","C20 H26 O3","Full match","Partial match","Full match",0.18,314.18825,315.19552,18.736,4307422.66186816,5,82.7,51.7,"DDA for preferred ion","[M+H]+1","sc007_1",3980094.35330982,5.7,"1","sc007","kps_pharmaceuticals_oct22","Single match found"
2223,"Estradiol","C20 H26 O3","Full match","Partial match","Full match",0.18,314.18825,315.19552,18.736,4307422.66186816,5,82.7,51.7,"DDA for preferred ion","[M+H]+1","sc007_2",4307422.66186816,5.1,"2","sc007","kps_pharmaceuticals_oct22","Single match found"
2408,"Estradiol","C20 H26 O3","Not the top hit","Partial match","Full match",-0.06,314.18818,315.19539,18.929,3983657.98650402,4,83.5,52.1,"DDA for preferred ion","[M+H]+1","sc008_1",1109148.15052991,6.4,"1","sc008","kps_pharmaceuticals_oct22","Single match found"
2999,"Estradiol","C20 H26 O3","Full match","Partial match","Full match",-0.01,314.18819,315.19541,18.3,3178517.60241498,5,84.9,52.9,"DDA for preferred ion","[M+H]+1","sc008_1",416206.793843655,7.2,"1","sc008","kps_pharmaceuticals_oct22","Single match found"
2408,"Estradiol","C20 H26 O3","Not the top hit","Partial match","Full match",-0.06,314.18818,315.19539,18.929,3983657.98650402,4,83.5,52.1,"DDA for preferred ion","[M+H]+1","sc010_1",1126619.84162035,5.9,"1","sc010","kps_pharmaceuticals_oct22","Single match found"
2408,"Estradiol","C20 H26 O3","Not the top hit","Partial match","Full match",-0.06,314.18818,315.19539,18.929,3983657.98650402,4,83.5,52.1,"DDA for preferred ion","[M+H]+1","sc010_2",1187761.62160757,5.9,"2","sc010","kps_pharmaceuticals_oct22","Single match found"
2408,"Estradiol","C20 H26 O3","Not the top hit","Partial match","Full match",-0.06,314.18818,315.19539,18.929,3983657.98650402,4,83.5,52.1,"DDA for preferred ion","[M+H]+1","sc012_1",254316.283370354,5.2,"1","sc012","kps_pharmaceuticals_oct22","Single match found"
2408,"Estradiol","C20 H26 O3","Not the top hit","Partial match","Full match",-0.06,314.18818,315.19539,18.929,3983657.98650402,4,83.5,52.1,"DDA for preferred ion","[M+H]+1","sc012_2",302238.87230586,5.8,"2","sc012","kps_pharmaceuticals_oct22","Single match found"
806,"Estradiol","C20 H26 O3","Not the top hit","Partial match","Full match",0.23,314.18827,315.19554,17.219,10521925.4322741,7,83.3,52,"DDA for preferred ion","[M+H]+1","sc013_2",2168900.63489655,5.7,"2","sc013","kps_pharmaceuticals_oct22","Single match found"
2384,"Estradiol","C20 H26 O3","Not the top hit","Partial match","Full match",0.07,314.18822,315.19549,18.506,4029064.62274852,7,84,52.4,"DDA for preferred ion","[M+H]+1","sc013_2",4029064.62274852,5.7,"2","sc013","kps_pharmaceuticals_oct22","Single match found"
2223,"Estradiol","C20 H26 O3","Full match","Partial match","Full match",0.18,314.18825,315.19552,18.736,4307422.66186816,5,82.7,51.7,"DDA for preferred ion","[M+H]+1","sc18_1",723526.850164782,9.1,"1","sc18","kps_pharmaceuticals_oct22","Single match found"
2223,"Estradiol","C20 H26 O3","Full match","Partial match","Full match",0.18,314.18825,315.19552,18.736,4307422.66186816,5,82.7,51.7,"DDA for preferred ion","[M+H]+1","sc18_2",745516.546600377,8,"2","sc18","kps_pharmaceuticals_oct22","Single match found"
2408,"Estradiol","C20 H26 O3","Not the top hit","Partial match","Full match",-0.06,314.18818,315.19539,18.929,3983657.98650402,4,83.5,52.1,"DDA for preferred ion","[M+H]+1","sc18_1",2216280.15289861,8.9,"1","sc18","kps_pharmaceuticals_oct22","Single match found"
2408,"Estradiol","C20 H26 O3","Not the top hit","Partial match","Full match",-0.06,314.18818,315.19539,18.929,3983657.98650402,4,83.5,52.1,"DDA for preferred ion","[M+H]+1","sc18_2",2174956.70573078,7.3,"2","sc18","kps_pharmaceuticals_oct22","Single match found"
2423,"Estriol","C18 H24 O3","Not the top hit","Full match","Full match",0.45,288.17267,289.17988,17.718,3967754.17876864,5,97.9,9.9,"DDA for preferred ion","[M+H]+1","sc003_1",1661635.68982452,6.2,"1","sc003","kps_pharmaceuticals_oct22","Multiple matches found"
2423,"Estriol","C18 H24 O3","Not the top hit","Full match","Full match",0.45,288.17267,289.17988,17.718,3967754.17876864,5,97.9,9.9,"DDA for preferred ion","[M+H]+1","sc003_2",2117200.01304531,8.4,"2","sc003","kps_pharmaceuticals_oct22","Multiple matches found"
5780,"Estriol","C18 H24 O3","Not the top hit","Full match","Full match",0.44,288.17267,289.1799,17.597,1491374.82236948,5,93.9,9.7,"DDA for preferred ion","[M+H]+1","sc003_1",1152368.42064501,7.5,"1","sc003","kps_pharmaceuticals_oct22","Multiple matches found"
5780,"Estriol","C18 H24 O3","Not the top hit","Full match","Full match",0.44,288.17267,289.1799,17.597,1491374.82236948,5,93.9,9.7,"DDA for preferred ion","[M+H]+1","sc003_2",1127082.32179263,8,"2","sc003","kps_pharmaceuticals_oct22","Multiple matches found"
2423,"Estriol","C18 H24 O3","Not the top hit","Full match","Full match",0.45,288.17267,289.17988,17.718,3967754.17876864,5,97.9,9.9,"DDA for preferred ion","[M+H]+1","sc004_1",3071385.75249149,8.4,"1","sc004","kps_pharmaceuticals_oct22","Multiple matches found"
5780,"Estriol","C18 H24 O3","Not the top hit","Full match","Full match",0.44,288.17267,289.1799,17.597,1491374.82236948,5,93.9,9.7,"DDA for preferred ion","[M+H]+1","sc004_1",1230515.74632206,7.5,"1","sc004","kps_pharmaceuticals_oct22","Multiple matches found"
5780,"Estriol","C18 H24 O3","Not the top hit","Full match","Full match",0.44,288.17267,289.1799,17.597,1491374.82236948,5,93.9,9.7,"DDA for preferred ion","[M+H]+1","sc007_1",663591.140061917,6.6,"1","sc007","kps_pharmaceuticals_oct22","Multiple matches found"
489,"Estriol","C18 H24 O3","Full match","Invalid mass","Full match",0.43,288.17267,289.17994,16.61,15495617.8059596,2,82.2,9.1,"DDA for preferred ion","[M+H]+1","sc008_1",2375319.14956518,5.1,"1","sc008","kps_pharmaceuticals_oct22","Multiple matches found"
489,"Estriol","C18 H24 O3","Full match","Invalid mass","Full match",0.43,288.17267,289.17994,16.61,15495617.8059596,2,82.2,9.1,"DDA for preferred ion","[M+H]+1","sc008_2",2494356.22474705,5.1,"2","sc008","kps_pharmaceuticals_oct22","Multiple matches found"
723,"Estriol","C18 H24 O3","Not the top hit","Full match","Full match",0.64,288.17273,311.16194,17.45,11475227.4893588,5,98.9,9.9,"DDA for preferred ion","[M+Na]+1","sc008_1",11475227.4893588,7.3,"1","sc008","kps_pharmaceuticals_oct22","Multiple matches found"
723,"Estriol","C18 H24 O3","Not the top hit","Full match","Full match",0.64,288.17273,311.16194,17.45,11475227.4893588,5,98.9,9.9,"DDA for preferred ion","[M+Na]+1","sc008_2",11165590.5345386,8.4,"2","sc008","kps_pharmaceuticals_oct22","Multiple matches found"
1601,"Estriol","C18 H24 O3","Full match","Full match","Full match",0.57,288.17271,311.16194,17.956,5752649.30720052,5,98.6,9.9,"DDA for preferred ion","[M+Na]+1","sc008_1",4362057.49395018,5.7,"1","sc008","kps_pharmaceuticals_oct22","Multiple matches found"
1601,"Estriol","C18 H24 O3","Full match","Full match","Full match",0.57,288.17271,311.16194,17.956,5752649.30720052,5,98.6,9.9,"DDA for preferred ion","[M+Na]+1","sc008_2",5752649.30720052,7.8,"2","sc008","kps_pharmaceuticals_oct22","Multiple matches found"
2065,"Estriol","C18 H24 O3","Full match","Not the top hit","Full match",0.57,288.17271,311.16194,18.103,4597751.42415819,5,97.7,9.9,"DDA for preferred ion","[M+Na]+1","sc008_1",3408182.25446905,7.3,"1","sc008","kps_pharmaceuticals_oct22","Multiple matches found"
2065,"Estriol","C18 H24 O3","Full match","Not the top hit","Full match",0.57,288.17271,311.16194,18.103,4597751.42415819,5,97.7,9.9,"DDA for preferred ion","[M+Na]+1","sc008_2",4597751.42415819,7.8,"2","sc008","kps_pharmaceuticals_oct22","Multiple matches found"
2423,"Estriol","C18 H24 O3","Not the top hit","Full match","Full match",0.45,288.17267,289.17988,17.718,3967754.17876864,5,97.9,9.9,"DDA for preferred ion","[M+H]+1","sc008_2",969574.724864346,7.5,"2","sc008","kps_pharmaceuticals_oct22","Multiple matches found"
5780,"Estriol","C18 H24 O3","Not the top hit","Full match","Full match",0.44,288.17267,289.1799,17.597,1491374.82236948,5,93.9,9.7,"DDA for preferred ion","[M+H]+1","sc008_1",882926.404650448,7.5,"1","sc008","kps_pharmaceuticals_oct22","Multiple matches found"
5780,"Estriol","C18 H24 O3","Not the top hit","Full match","Full match",0.44,288.17267,289.1799,17.597,1491374.82236948,5,93.9,9.7,"DDA for preferred ion","[M+H]+1","sc008_2",729782.510598011,7.5,"2","sc008","kps_pharmaceuticals_oct22","Multiple matches found"
6628,"Estriol","C18 H24 O3","Not the top hit","Not the top hit","Full match",0.73,288.17275,289.18003,19.47,1193536.41749028,4,77.2,8.9,"DDA for preferred ion","[M+H]+1","sc012_2",289372.901303804,6.8,"2","sc012","kps_pharmaceuticals_oct22","Multiple matches found"
6628,"Estriol","C18 H24 O3","Not the top hit","Not the top hit","Full match",0.73,288.17275,289.18003,19.47,1193536.41749028,4,77.2,8.9,"DDA for preferred ion","[M+H]+1","sc013_1",1193536.41749028,5.9,"1","sc013","kps_pharmaceuticals_oct22","Multiple matches found"
6628,"Estriol","C18 H24 O3","Not the top hit","Not the top hit","Full match",0.73,288.17275,289.18003,19.47,1193536.41749028,4,77.2,8.9,"DDA for preferred ion","[M+H]+1","sc013_2",1091350.47942144,5.3,"2","sc013","kps_pharmaceuticals_oct22","Multiple matches found"
341,"Estriol","C18 H24 O3","Not the top hit","Invalid mass","Full match",0.47,288.17268,289.17995,15.638,19983426.1710278,2,89.7,9.5,"DDA for preferred ion","[M+H]+1","sc020_1",2062333.35634301,5.1,"1","sc020","kps_pharmaceuticals_oct22","Multiple matches found"
489,"Estriol","C18 H24 O3","Full match","Invalid mass","Full match",0.43,288.17267,289.17994,16.61,15495617.8059596,2,82.2,9.1,"DDA for preferred ion","[M+H]+1","sc020_1",4305847.72789093,7.8,"1","sc020","kps_pharmaceuticals_oct22","Multiple matches found"
1568,"Estriol","C18 H24 O3","Not the top hit","Not the top hit","Full match",0.65,288.17273,289.18001,14.997,5866990.14076839,4,90.8,9.5,"DDA for preferred ion","[M+H]+1","sc020_1",3386091.17689975,6.2,"1","sc020","kps_pharmaceuticals_oct22","Multiple matches found"
2110,"Estriol","C18 H24 O3","Not the top hit","Not the top hit","Full match",0.45,288.17267,289.17995,11.786,4510568.81018365,4,84.7,9.2,"DDA for preferred ion","[M+H]+1","sc020_1",1517053.14154832,7,"1","sc020","kps_pharmaceuticals_oct22","Multiple matches found"
2948,"Estriol","C18 H24 O3","Not the top hit","Not the top hit","Full match",0.38,288.17266,289.17993,17.192,3233129.42759609,3,86.1,9.3,"DDA for preferred ion","[M+H]+1","sc020_1",3233129.42759609,7.3,"1","sc020","kps_pharmaceuticals_oct22","Multiple matches found"
2948,"Estriol","C18 H24 O3","Not the top hit","Not the top hit","Full match",0.38,288.17266,289.17993,17.192,3233129.42759609,3,86.1,9.3,"DDA for preferred ion","[M+H]+1","sc020_2",3215564.70944838,7.8,"2","sc020","kps_pharmaceuticals_oct22","Multiple matches found"
3501,"Estriol","C18 H24 O3","Not the top hit","Not the top hit","Full match",0.47,288.17268,289.17989,17.301,2722442.00744878,3,82.9,9.1,"DDA for preferred ion","[M+H]+1","sc020_1",2653602.9642766,7.3,"1","sc020","kps_pharmaceuticals_oct22","Multiple matches found"
5780,"Estriol","C18 H24 O3","Not the top hit","Full match","Full match",0.44,288.17267,289.1799,17.597,1491374.82236948,5,93.9,9.7,"DDA for preferred ion","[M+H]+1","sc020_1",1156822.96031692,5.3,"1","sc020","kps_pharmaceuticals_oct22","Multiple matches found"
5780,"Estriol","C18 H24 O3","Not the top hit","Full match","Full match",0.44,288.17267,289.1799,17.597,1491374.82236948,5,93.9,9.7,"DDA for preferred ion","[M+H]+1","sc020_2",1077223.26358266,7.5,"2","sc020","kps_pharmaceuticals_oct22","Multiple matches found"
1765,"Etafedrine","C12 H19 N O","Full match","Partial match","Full match",0.17,193.1467,194.15397,16.606,5268249.36318444,1,78.1,8.9,"DDA for preferred ion","[M+H]+1","sc16_1",5268249.36318444,8.4,"1","sc16","kps_pharmaceuticals_oct22","Single match found"
1765,"Etafedrine","C12 H19 N O","Full match","Partial match","Full match",0.17,193.1467,194.15397,16.606,5268249.36318444,1,78.1,8.9,"DDA for preferred ion","[M+H]+1","sc16_2",5068852.92219437,8.4,"2","sc16","kps_pharmaceuticals_oct22","Single match found"
7864,"Etafedrine","C12 H19 N O","Full match","Partial match","Full match",0.3,193.14672,194.154,13.88,809428.205918289,1,86.2,9.3,"DDA for preferred ion","[M+H]+1","sc16_1",794882.062226997,6.4,"1","sc16","kps_pharmaceuticals_oct22","Single match found"
7864,"Etafedrine","C12 H19 N O","Full match","Partial match","Full match",0.3,193.14672,194.154,13.88,809428.205918289,1,86.2,9.3,"DDA for preferred ion","[M+H]+1","sc16_2",809428.205918289,5.3,"2","sc16","kps_pharmaceuticals_oct22","Single match found"
3479,"Ethallobarbital","C9 H12 N2 O3","Full match","No results","Full match",0.21,196.08483,197.0921,6.969,2735490.04940956,0,NA,NA,"DDA for preferred ion","[M+H]+1","sc009_1",2338472.22018909,8.4,"1","sc009","kps_pharmaceuticals_oct22","Single match found"
3479,"Ethallobarbital","C9 H12 N2 O3","Full match","No results","Full match",0.21,196.08483,197.0921,6.969,2735490.04940956,0,NA,NA,"DDA for preferred ion","[M+H]+1","sc009_2",2735490.04940956,7.3,"2","sc009","kps_pharmaceuticals_oct22","Single match found"
2133,"Ethambutol","C10 H24 N2 O2","Full match","Full match","Full match",0.09,204.1838,205.19106,1.214,4464750.13665956,1,98.6,9.9,"DDA for preferred ion","[M+H]+1","sc003_1",4464750.13665956,10,"1","sc003","kps_pharmaceuticals_oct22","Single match found"
2133,"Ethambutol","C10 H24 N2 O2","Full match","Full match","Full match",0.09,204.1838,205.19106,1.214,4464750.13665956,1,98.6,9.9,"DDA for preferred ion","[M+H]+1","sc003_1",4464750.13665956,10,"1","sc003","itn_kps","Single match found"
2133,"Ethambutol","C10 H24 N2 O2","Full match","Full match","Full match",0.09,204.1838,205.19106,1.214,4464750.13665956,1,98.6,9.9,"DDA for preferred ion","[M+H]+1","sc003_2",4068488.45110461,9.5,"2","sc003","kps_pharmaceuticals_oct22","Single match found"
2133,"Ethambutol","C10 H24 N2 O2","Full match","Full match","Full match",0.09,204.1838,205.19106,1.214,4464750.13665956,1,98.6,9.9,"DDA for preferred ion","[M+H]+1","sc003_2",4068488.45110461,9.5,"2","sc003","itn_kps","Single match found"
2133,"Ethambutol","C10 H24 N2 O2","Full match","Full match","Full match",0.09,204.1838,205.19106,1.214,4464750.13665956,1,98.6,9.9,"DDA for preferred ion","[M+H]+1","sc004_1",4452461.51714821,8.9,"1","sc004","kps_pharmaceuticals_oct22","Single match found"
2133,"Ethambutol","C10 H24 N2 O2","Full match","Full match","Full match",0.09,204.1838,205.19106,1.214,4464750.13665956,1,98.6,9.9,"DDA for preferred ion","[M+H]+1","sc004_1",4452461.51714821,8.9,"1","sc004","itn_kps","Single match found"
2133,"Ethambutol","C10 H24 N2 O2","Full match","Full match","Full match",0.09,204.1838,205.19106,1.214,4464750.13665956,1,98.6,9.9,"DDA for preferred ion","[M+H]+1","sc004_2",4394611.19997014,8.4,"2","sc004","kps_pharmaceuticals_oct22","Single match found"
2133,"Ethambutol","C10 H24 N2 O2","Full match","Full match","Full match",0.09,204.1838,205.19106,1.214,4464750.13665956,1,98.6,9.9,"DDA for preferred ion","[M+H]+1","sc004_2",4394611.19997014,8.4,"2","sc004","itn_kps","Single match found"
3960,"Ethambutol","C10 H24 N2 O2","Full match","Full match","Full match",0.1,204.1838,205.19107,1.378,2404832.6065329,1,97.2,9.9,"DDA for preferred ion","[M+H]+1","sc004_1",2404832.6065329,7.8,"1","sc004","kps_pharmaceuticals_oct22","Single match found"
3960,"Ethambutol","C10 H24 N2 O2","Full match","Full match","Full match",0.1,204.1838,205.19107,1.378,2404832.6065329,1,97.2,9.9,"DDA for preferred ion","[M+H]+1","sc004_1",2404832.6065329,7.8,"1","sc004","itn_kps","Single match found"
3960,"Ethambutol","C10 H24 N2 O2","Full match","Full match","Full match",0.1,204.1838,205.19107,1.378,2404832.6065329,1,97.2,9.9,"DDA for preferred ion","[M+H]+1","sc004_2",1960525.51399995,6.7,"2","sc004","kps_pharmaceuticals_oct22","Single match found"
3960,"Ethambutol","C10 H24 N2 O2","Full match","Full match","Full match",0.1,204.1838,205.19107,1.378,2404832.6065329,1,97.2,9.9,"DDA for preferred ion","[M+H]+1","sc004_2",1960525.51399995,6.7,"2","sc004","itn_kps","Single match found"
2133,"Ethambutol","C10 H24 N2 O2","Full match","Full match","Full match",0.09,204.1838,205.19106,1.214,4464750.13665956,1,98.6,9.9,"DDA for preferred ion","[M+H]+1","sc007_1",2524043.67917874,8.4,"1","sc007","kps_pharmaceuticals_oct22","Single match found"
2133,"Ethambutol","C10 H24 N2 O2","Full match","Full match","Full match",0.09,204.1838,205.19106,1.214,4464750.13665956,1,98.6,9.9,"DDA for preferred ion","[M+H]+1","sc007_1",2524043.67917874,8.4,"1","sc007","itn_kps","Single match found"
2133,"Ethambutol","C10 H24 N2 O2","Full match","Full match","Full match",0.09,204.1838,205.19106,1.214,4464750.13665956,1,98.6,9.9,"DDA for preferred ion","[M+H]+1","sc007_2",2509144.58168582,8.9,"2","sc007","kps_pharmaceuticals_oct22","Single match found"
2133,"Ethambutol","C10 H24 N2 O2","Full match","Full match","Full match",0.09,204.1838,205.19106,1.214,4464750.13665956,1,98.6,9.9,"DDA for preferred ion","[M+H]+1","sc007_2",2509144.58168582,8.9,"2","sc007","itn_kps","Single match found"
2133,"Ethambutol","C10 H24 N2 O2","Full match","Full match","Full match",0.09,204.1838,205.19106,1.214,4464750.13665956,1,98.6,9.9,"DDA for preferred ion","[M+H]+1","sc16_1",186551.31276364,7.9,"1","sc16","kps_pharmaceuticals_oct22","Single match found"
