"peak_number","name","formula","calc_mw","m_z","rt_min","sample_location","mass_list_name","mean_area"
6429,"Fropenem","C12 H15 N O5 S",285.06728,286.07456,8.666,"lysimeter_control_eg_171221","kps_psychoactive_substances_v2",305785.799219593
6429,"Fropenem","C12 H15 N O5 S",285.06728,286.07456,8.666,"lysimeter_op_0_3y_171221","kps_psychoactive_substances_v2",610415.8822833
6429,"Fropenem","C12 H15 N O5 S",285.06728,286.07456,8.666,"lysimeter_op_0_3y_250122","kps_psychoactive_substances_v2",228682.191845987
4875,"Glutethimide","C13 H15 N O2",217.11038,218.11765,8.617,"landfill_eg_3_10y","kps_psychoactive_substances_v2",1079432.33187517
4875,"Glutethimide","C13 H15 N O2",217.11038,218.11765,8.617,"lysimeter_control_eg_171221","kps_psychoactive_substances_v2",475690.402538708
7570,"Halazepam","C17 H12 Cl F3 N2 O",352.05834,353.06561,11.72,"thailand_sample_7","kps_psychoactive_substances_v2",273048.138164131
7570,"Halazepam","C17 H12 Cl F3 N2 O",352.05834,353.06561,11.72,"thailand_sample_8","kps_psychoactive_substances_v2",285494.83162979
5323,"Idalopirdine","C20 H19 F5 N2 O",398.14079,399.14807,19.026,"lysimeter_control_op_171221","kps_psychoactive_substances_v2",699715.530688132
5323,"Idalopirdine","C20 H19 F5 N2 O",398.14079,399.14807,19.026,"lysimeter_control_op_260122","kps_psychoactive_substances_v2",364737.033248663
5323,"Idalopirdine","C20 H19 F5 N2 O",398.14079,399.14807,19.026,"lysimeter_op_0_3y_171221","kps_psychoactive_substances_v2",486829.364938617
5323,"Idalopirdine","C20 H19 F5 N2 O",398.14079,399.14807,19.026,"lysimeter_op_0_3y_250122","kps_psychoactive_substances_v2",381232.452542855
5323,"Idalopirdine","C20 H19 F5 N2 O",398.14079,399.14807,19.026,"lysimeter_op_3_10y_171221","kps_psychoactive_substances_v2",921531.211050791
5323,"Idalopirdine","C20 H19 F5 N2 O",398.14079,399.14807,19.026,"thailand_sample_1","kps_psychoactive_substances_v2",113464.193577672
5323,"Idalopirdine","C20 H19 F5 N2 O",398.14079,399.14807,19.026,"thailand_sample_3","kps_psychoactive_substances_v2",460607.711654808
5323,"Idalopirdine","C20 H19 F5 N2 O",398.14079,399.14807,19.026,"thailand_sample_6","kps_psychoactive_substances_v2",144989.181074443
5323,"Idalopirdine","C20 H19 F5 N2 O",398.14079,399.14807,19.026,"thailand_sample_8","kps_psychoactive_substances_v2",128503.866833912
2908,"Indan","C9 H10",118.07837,119.08564,17.356,"crh_fst1","kps_psychoactive_substances_v2",615013.701586697
2908,"Indan","C9 H10",118.07837,119.08564,17.356,"crh_fst2","kps_psychoactive_substances_v2",461845.51659832
2908,"Indan","C9 H10",118.07837,119.08564,17.356,"crh_fst3","kps_psychoactive_substances_v2",505817.08046952
2908,"Indan","C9 H10",118.07837,119.08564,17.356,"crh_fst4","kps_psychoactive_substances_v2",574831.035000725
2908,"Indan","C9 H10",118.07837,119.08564,17.356,"crh_fst5","kps_psychoactive_substances_v2",481802.852168699
2908,"Indan","C9 H10",118.07837,119.08564,17.356,"crh_inlet","kps_psychoactive_substances_v2",467884.614609157
3681,"Indiplon","C20 H16 N4 O2 S",376.09814,377.10541,7.329,"landfill_eg_0_3y","kps_psychoactive_substances_v2",1591466.56342208
3681,"Indiplon","C20 H16 N4 O2 S",376.09814,377.10541,7.329,"landfill_eg_y104","kps_psychoactive_substances_v2",330204.067355996
3681,"Indiplon","C20 H16 N4 O2 S",376.09814,377.10541,7.329,"lysimeter_control_op_140622","kps_psychoactive_substances_v2",418099.298546229
3681,"Indiplon","C20 H16 N4 O2 S",376.09814,377.10541,7.329,"lysimeter_control_op_171221","kps_psychoactive_substances_v2",821357.520455629
3681,"Indiplon","C20 H16 N4 O2 S",376.09814,377.10541,7.329,"lysimeter_control_op_260122","kps_psychoactive_substances_v2",368114.137863552
3681,"Indiplon","C20 H16 N4 O2 S",376.09814,377.10541,7.329,"lysimeter_eg_03y_250122","kps_psychoactive_substances_v2",172457.980969069
3681,"Indiplon","C20 H16 N4 O2 S",376.09814,377.10541,7.329,"lysimeter_eg_3_10y_171221","kps_psychoactive_substances_v2",325442.394631784
3681,"Indiplon","C20 H16 N4 O2 S",376.09814,377.10541,7.329,"lysimeter_op_10y_171222","kps_psychoactive_substances_v2",1094909.65608589
3681,"Indiplon","C20 H16 N4 O2 S",376.09814,377.10541,7.329,"lysimeter_op_3_10y_171221","kps_psychoactive_substances_v2",318318.830673181
1861,"Iodine","I2",253.80856,254.81584,1.205,"landfill_eg_0_3y","kps_psychoactive_substances_v2",960271.372483844
1861,"Iodine","I2",253.80856,254.81584,1.205,"landfill_eg_y104","kps_psychoactive_substances_v2",2224377.51629669
1861,"Iodine","I2",253.80856,254.81584,1.205,"landfill_op_y104","kps_psychoactive_substances_v2",3261931.45786971
1861,"Iodine","I2",253.80856,254.81584,1.205,"lysimeter_control_eg_171221","kps_psychoactive_substances_v2",1899744.29073027
1861,"Iodine","I2",253.80856,254.81584,1.205,"lysimeter_control_eg_250122","kps_psychoactive_substances_v2",306248.670171195
1861,"Iodine","I2",253.80856,254.81584,1.205,"lysimeter_control_op_140622","kps_psychoactive_substances_v2",1144606.17659789
1861,"Iodine","I2",253.80856,254.81584,1.205,"lysimeter_control_op_171221","kps_psychoactive_substances_v2",3496226.48108601
1861,"Iodine","I2",253.80856,254.81584,1.205,"lysimeter_control_op_260122","kps_psychoactive_substances_v2",1837658.63867485
1861,"Iodine","I2",253.80856,254.81584,1.205,"lysimeter_eg104_140622","kps_psychoactive_substances_v2",658549.806014095
1861,"Iodine","I2",253.80856,254.81584,1.205,"lysimeter_eg3_104_140622","kps_psychoactive_substances_v2",271058.941424928
1861,"Iodine","I2",253.80856,254.81584,1.205,"lysimeter_eg3_104_250122","kps_psychoactive_substances_v2",510312.794781464
1861,"Iodine","I2",253.80856,254.81584,1.205,"lysimeter_eg3_104_250122_20221003231510","kps_psychoactive_substances_v2",842619.577761759
1861,"Iodine","I2",253.80856,254.81584,1.205,"lysimeter_eg_03y_250122","kps_psychoactive_substances_v2",1914639.0318693
1861,"Iodine","I2",253.80856,254.81584,1.205,"lysimeter_eg_0_3y_14062022","kps_psychoactive_substances_v2",657288.44961228
1861,"Iodine","I2",253.80856,254.81584,1.205,"lysimeter_eg_104_171221","kps_psychoactive_substances_v2",226700.954959904
1861,"Iodine","I2",253.80856,254.81584,1.205,"lysimeter_eg_3_10y_171221","kps_psychoactive_substances_v2",493169.601959051
1861,"Iodine","I2",253.80856,254.81584,1.205,"lysimeter_op0_34_140622","kps_psychoactive_substances_v2",812500.950143742
1861,"Iodine","I2",253.80856,254.81584,1.205,"lysimeter_op3_104_140622","kps_psychoactive_substances_v2",549427.837035146
1861,"Iodine","I2",253.80856,254.81584,1.205,"lysimeter_op_0_3y_171221","kps_psychoactive_substances_v2",1540481.36542576
1861,"Iodine","I2",253.80856,254.81584,1.205,"lysimeter_op_0_3y_250122","kps_psychoactive_substances_v2",786888.05339057
1861,"Iodine","I2",253.80856,254.81584,1.205,"lysimeter_op_10y_140622","kps_psychoactive_substances_v2",366214.695724972
1861,"Iodine","I2",253.80856,254.81584,1.205,"lysimeter_op_10y_171222","kps_psychoactive_substances_v2",344636.216540907
1861,"Iodine","I2",253.80856,254.81584,1.205,"lysimeter_op_3_10y_171221","kps_psychoactive_substances_v2",1810046.90972379
1861,"Iodine","I2",253.80856,254.81584,1.205,"lysimeter_op_7104_250122","kps_psychoactive_substances_v2",206868.252291027
1861,"Iodine","I2",253.80856,254.81584,1.205,"thailand_sample_1","kps_psychoactive_substances_v2",775771.782692897
1861,"Iodine","I2",253.80856,254.81584,1.205,"thailand_sample_6","kps_psychoactive_substances_v2",352804.132409542
1861,"Iodine","I2",253.80856,254.81584,1.205,"thailand_sample_7","kps_psychoactive_substances_v2",1773937.0765097
6948,"Isosafrole","C10 H10 O2",162.06797,163.07539,12.534,"lysimeter_op_0_3y_250122","kps_psychoactive_substances_v2",140105.517994322
6948,"Isosafrole","C10 H10 O2",162.06797,163.07539,12.534,"lysimeter_op_10y_140622","kps_psychoactive_substances_v2",190142.075832126
6948,"Isosafrole","C10 H10 O2",162.06797,163.07539,12.534,"lysimeter_op_7104_250122","kps_psychoactive_substances_v2",318695.176930725
6948,"Isosafrole","C10 H10 O2",162.06797,163.07539,12.534,"thailand_sample_2","kps_psychoactive_substances_v2",182170.657615381
6948,"Isosafrole","C10 H10 O2",162.06797,163.07539,12.534,"thailand_sample_3","kps_psychoactive_substances_v2",266105.031838149
6948,"Isosafrole","C10 H10 O2",162.06797,163.07539,12.534,"thailand_sample_6","kps_psychoactive_substances_v2",174453.431395495
5317,"JWH 018 benzimidazole analog","C23 H22 N2 O",342.17192,343.17919,18.381,"landfill_eg_3_10y","kps_psychoactive_substances_v2",923311.898144254
6710,"JWH 018 benzimidazole analog","C23 H22 N2 O",342.17189,343.17916,19.365,"lysimeter_control_op_171221","kps_psychoactive_substances_v2",137121.211859765
6710,"JWH 018 benzimidazole analog","C23 H22 N2 O",342.17189,343.17916,19.365,"lysimeter_op_0_3y_171221","kps_psychoactive_substances_v2",535617.572274827
6710,"JWH 018 benzimidazole analog","C23 H22 N2 O",342.17189,343.17916,19.365,"lysimeter_op_3_10y_171221","kps_psychoactive_substances_v2",431044.635600382
4118,"JWH 022","C24 H21 N O",339.16368,340.17095,22.135,"lysimeter_control_eg_250122","kps_psychoactive_substances_v2",633018.500958183
4118,"JWH 022","C24 H21 N O",339.16368,340.17095,22.135,"lysimeter_eg3_104_140622","kps_psychoactive_substances_v2",647804.245120132
4118,"JWH 022","C24 H21 N O",339.16368,340.17095,22.135,"lysimeter_op_7104_250122","kps_psychoactive_substances_v2",853131.479580773
1358,"JWH 122 N-(4-pentenyl) analog","C25 H23 N O",353.17699,707.36176,21.074,"lysimeter_control_eg_171221","kps_psychoactive_substances_v2",404879.886740467
1358,"JWH 122 N-(4-pentenyl) analog","C25 H23 N O",353.17699,707.36176,21.074,"lysimeter_control_op_171221","kps_psychoactive_substances_v2",594392.675032408
1358,"JWH 122 N-(4-pentenyl) analog","C25 H23 N O",353.17699,707.36176,21.074,"lysimeter_eg_03y_171221","kps_psychoactive_substances_v2",4834581.09487555
1358,"JWH 122 N-(4-pentenyl) analog","C25 H23 N O",353.17699,707.36176,21.074,"lysimeter_op_0_3y_171221","kps_psychoactive_substances_v2",957839.407442113
1358,"JWH 122 N-(4-pentenyl) analog","C25 H23 N O",353.17699,707.36176,21.074,"lysimeter_op_3_10y_171221","kps_psychoactive_substances_v2",493769.917740301
6445,"JWH 200","C25 H24 N2 O2",384.18243,385.18971,17.682,"lysimeter_control_eg_171221","kps_psychoactive_substances_v2",524758.092738596
1455,"JWH 200","C25 H24 N2 O2",384.18255,385.18983,15.889,"lysimeter_control_op_171221","kps_psychoactive_substances_v2",1269501.06148892
952,"JWH 200","C25 H24 N2 O2",384.18252,385.1898,16.312,"lysimeter_op_0_3y_171221","kps_psychoactive_substances_v2",6763850.85999384
1455,"JWH 200","C25 H24 N2 O2",384.18255,385.18983,15.889,"lysimeter_op_3_10y_171221","kps_psychoactive_substances_v2",699068.631165145
5221,"JWH 200 4-OH indole","C25 H24 N2 O3",400.17754,401.18482,14.001,"lysimeter_control_eg_171221","kps_psychoactive_substances_v2",956692.289347027
5221,"JWH 200 4-OH indole","C25 H24 N2 O3",400.17754,401.18482,14.001,"lysimeter_op_0_3y_250122","kps_psychoactive_substances_v2",200992.463558705
2769,"JWH-133","C22 H32 O",312.24546,313.25274,15.497,"thailand_sample_7","kps_psychoactive_substances_v2",2262827.33424621
2769,"JWH-133","C22 H32 O",312.24546,313.25274,15.497,"thailand_sample_8","kps_psychoactive_substances_v2",1789941.46437506
934,"JWH-203","C21 H22 Cl N O",339.13793,340.14521,1.925,"landfill_eg_3_10y","kps_psychoactive_substances_v2",6926918.15378553
934,"JWH-203","C21 H22 Cl N O",339.13793,340.14521,1.925,"landfill_eg_y104","kps_psychoactive_substances_v2",4406020.12928468
934,"JWH-203","C21 H22 Cl N O",339.13793,340.14521,1.925,"lysimeter_control_eg_171221","kps_psychoactive_substances_v2",1387511.02245023
934,"JWH-203","C21 H22 Cl N O",339.13793,340.14521,1.925,"lysimeter_control_eg_250122","kps_psychoactive_substances_v2",1285914.95006243
934,"JWH-203","C21 H22 Cl N O",339.13793,340.14521,1.925,"lysimeter_control_op_140622","kps_psychoactive_substances_v2",2069933.01022462
2918,"JWH-250 4-Hydroxypentyl metabolite","C22 H25 N O3",351.1834,352.19067,8.373,"lysimeter_control_eg_250122","kps_psychoactive_substances_v2",2126081.1440111
1668,"Ketamine","C13 H16 Cl N O",237.09215,238.09943,8.998,"landfill_eg_0_3y","kps_psychoactive_substances_v2",613232.227986573
1668,"Ketamine","C13 H16 Cl N O",237.09215,238.09943,8.998,"landfill_eg_3_10y","kps_psychoactive_substances_v2",3905823.21127239
1668,"Ketamine","C13 H16 Cl N O",237.09215,238.09943,8.998,"lysimeter_control_eg_171221","kps_psychoactive_substances_v2",413318.493357205
1668,"Ketamine","C13 H16 Cl N O",237.09215,238.09943,8.998,"lysimeter_eg_03y_171221","kps_psychoactive_substances_v2",750044.812451833
4275,"Lacosamide","C13 H18 N2 O3",250.13183,251.13911,7.326,"landfill_eg_0_3y","kps_psychoactive_substances_v2",489919.104881164
2520,"Lacosamide","C13 H18 N2 O3",250.13188,251.13916,5.071,"landfill_eg_3_10y","kps_psychoactive_substances_v2",2508412.63213016
4275,"Lacosamide","C13 H18 N2 O3",250.13183,251.13911,7.326,"landfill_eg_y104","kps_psychoactive_substances_v2",118548.599207384
3914,"Lacosamide","C13 H18 N2 O3",250.13187,251.13914,6.104,"landfill_op_y104","kps_psychoactive_substances_v2",1472550.78932581
5702,"Lacosamide","C13 H18 N2 O3",250.13183,251.13911,5.951,"lysimeter_control_eg_171221","kps_psychoactive_substances_v2",794596.71932418
1744,"Lacosamide","C13 H18 N2 O3",250.13186,251.13914,5.764,"thailand_sample_7","kps_psychoactive_substances_v2",3556013.45787652
1744,"Lacosamide","C13 H18 N2 O3",250.13186,251.13914,5.764,"thailand_sample_8","kps_psychoactive_substances_v2",3726315.13685877
6777,"Levorphanol","C17 H23 N O",257.17819,258.18547,9.571,"landfill_eg_3_10y","kps_psychoactive_substances_v2",518794.117372719
7051,"Lumacaftor","C24 H18 F2 N2 O5",452.11971,453.12698,12.141,"lysimeter_eg_03y_171221","kps_psychoactive_substances_v2",450098.730577463
1214,"Lysergic acid","C16 H16 N2 O2",268.1213,269.12857,8.729,"thailand_sample_7","kps_psychoactive_substances_v2",4995543.20677107
1214,"Lysergic acid","C16 H16 N2 O2",268.1213,269.12857,8.729,"thailand_sample_8","kps_psychoactive_substances_v2",5405800.03534819
4764,"MDMA","C11 H15 N O2",193.11029,194.11756,12.628,"landfill_op_y104","kps_psychoactive_substances_v2",779052.05113797
4764,"MDMA","C11 H15 N O2",193.11029,194.11756,12.628,"lysimeter_op_0_3y_171221","kps_psychoactive_substances_v2",334927.156394794
5706,"Mebutamate","C10 H20 N2 O4",232.14244,233.14972,5.193,"crh_inlet","kps_psychoactive_substances_v2",307779.645094147
7752,"Mebutamate","C10 H20 N2 O4",232.14241,233.14968,4.605,"lysimeter_eg_03y_171221","kps_psychoactive_substances_v2",264341.639676694
7752,"Mebutamate","C10 H20 N2 O4",232.14241,233.14968,4.605,"lysimeter_eg_0_3y_14062022","kps_psychoactive_substances_v2",118778.958055703
7752,"Mebutamate","C10 H20 N2 O4",232.14241,233.14968,4.605,"lysimeter_op_3_10y_171221","kps_psychoactive_substances_v2",109347.991048196
7752,"Mebutamate","C10 H20 N2 O4",232.14241,233.14968,4.605,"lysimeter_op_3_10y_250122","kps_psychoactive_substances_v2",105215.206823696
4667,"Mephobarbital","C13 H14 N2 O3",246.10057,247.10785,6.284,"landfill_eg_3_10y","kps_psychoactive_substances_v2",556243.318054534
4179,"Mephobarbital","C13 H14 N2 O3",246.1006,247.10788,5.692,"lysimeter_control_eg_171221","kps_psychoactive_substances_v2",382367.602689592
4667,"Mephobarbital","C13 H14 N2 O3",246.10057,247.10785,6.284,"lysimeter_eg_03y_171221","kps_psychoactive_substances_v2",599900.060298666
5056,"Mephobarbital","C13 H14 N2 O3",246.10059,247.10787,5.549,"lysimeter_eg_03y_250122","kps_psychoactive_substances_v2",107108.899668672
4667,"Mephobarbital","C13 H14 N2 O3",246.10057,247.10785,6.284,"lysimeter_op_0_3y_171221","kps_psychoactive_substances_v2",374277.749527527
4667,"Mephobarbital","C13 H14 N2 O3",246.10057,247.10785,6.284,"lysimeter_op_3_10y_171221","kps_psychoactive_substances_v2",358980.82596572
7854,"Mephobarbital","C13 H14 N2 O3",246.10062,247.1079,13.874,"thailand_sample_8","kps_psychoactive_substances_v2",244833.496139972
6224,"Mescaline","C11 H17 N O3",211.12081,212.12809,12.622,"landfill_eg_0_3y","kps_psychoactive_substances_v2",665964.879928176
5184,"Mescaline","C11 H17 N O3",211.1209,212.12817,7.872,"landfill_eg_3_10y","kps_psychoactive_substances_v2",966856.273605524
3699,"Methandrostenolone","C20 H28 O2",300.20903,301.21631,19.074,"landfill_eg_3_10y","kps_psychoactive_substances_v2",1584105.90521145
3520,"Methandrostenolone","C20 H28 O2",300.20908,301.21636,18.946,"thailand_sample_3","kps_psychoactive_substances_v2",1691887.27520522
3520,"Methandrostenolone","C20 H28 O2",300.20908,301.21636,18.946,"thailand_sample_6","kps_psychoactive_substances_v2",384374.208644284
7845,"Methasterone","C21 H34 O2",318.2561,319.26337,19.734,"landfill_eg_0_3y","kps_psychoactive_substances_v2",200450.254675937
7845,"Methasterone","C21 H34 O2",318.2561,319.26337,19.734,"landfill_eg_3_10y","kps_psychoactive_substances_v2",181418.485121375
7845,"Methasterone","C21 H34 O2",318.2561,319.26337,19.734,"landfill_eg_y104","kps_psychoactive_substances_v2",139980.777496105
7845,"Methasterone","C21 H34 O2",318.2561,319.26337,19.734,"landfill_op_y104","kps_psychoactive_substances_v2",126215.037833031
7845,"Methasterone","C21 H34 O2",318.2561,319.26337,19.734,"lysimeter_control_eg_171221","kps_psychoactive_substances_v2",156647.040713212
7845,"Methasterone","C21 H34 O2",318.2561,319.26337,19.734,"lysimeter_control_eg_250122","kps_psychoactive_substances_v2",116289.753706036
7845,"Methasterone","C21 H34 O2",318.2561,319.26337,19.734,"lysimeter_eg3_104_250122_20221003231510","kps_psychoactive_substances_v2",108002.392021645
7845,"Methasterone","C21 H34 O2",318.2561,319.26337,19.734,"lysimeter_eg_03y_171221","kps_psychoactive_substances_v2",178346.645655998
7845,"Methasterone","C21 H34 O2",318.2561,319.26337,19.734,"lysimeter_eg_0_3y_14062022","kps_psychoactive_substances_v2",109040.699581179
7845,"Methasterone","C21 H34 O2",318.2561,319.26337,19.734,"lysimeter_op_0_3y_171221","kps_psychoactive_substances_v2",112591.605511896
7845,"Methasterone","C21 H34 O2",318.2561,319.26337,19.734,"lysimeter_op_10y_140622","kps_psychoactive_substances_v2",151468.80380324
7845,"Methasterone","C21 H34 O2",318.2561,319.26337,19.734,"thailand_sample_1","kps_psychoactive_substances_v2",215273.802399209
7845,"Methasterone","C21 H34 O2",318.2561,319.26337,19.734,"thailand_sample_3","kps_psychoactive_substances_v2",246353.494014566
7845,"Methasterone","C21 H34 O2",318.2561,319.26337,19.734,"thailand_sample_6","kps_psychoactive_substances_v2",242324.1691187
7845,"Methasterone","C21 H34 O2",318.2561,319.26337,19.734,"thailand_sample_8","kps_psychoactive_substances_v2",192090.090680246
4444,"Methenolone enanthate","C27 H42 O3",414.31351,415.32079,21.065,"landfill_eg_3_10y","kps_psychoactive_substances_v2",895330.621756279
4444,"Methenolone enanthate","C27 H42 O3",414.31351,415.32079,21.065,"lysimeter_control_eg_171221","kps_psychoactive_substances_v2",713607.980926352
4444,"Methenolone enanthate","C27 H42 O3",414.31351,415.32079,21.065,"lysimeter_eg_03y_171221","kps_psychoactive_substances_v2",1234473.11861701
6987,"Methenolone enanthate","C27 H42 O3",414.3135,415.32078,20.906,"lysimeter_op_0_3y_171221","kps_psychoactive_substances_v2",468221.326666384
6987,"Methenolone enanthate","C27 H42 O3",414.3135,415.32078,20.906,"lysimeter_op_3_10y_171221","kps_psychoactive_substances_v2",429937.441120229
2965,"Methohexital","C14 H18 N2 O3",262.13189,263.13917,8.182,"landfill_eg_3_10y","kps_psychoactive_substances_v2",601141.15877118
3765,"Methohexital","C14 H18 N2 O3",262.13109,263.13837,6.734,"lysimeter_control_eg_140622","kps_psychoactive_substances_v2",607603.507773406
3765,"Methohexital","C14 H18 N2 O3",262.13109,263.13837,6.734,"lysimeter_control_op_260122","kps_psychoactive_substances_v2",824831.547082445
3765,"Methohexital","C14 H18 N2 O3",262.13109,263.13837,6.734,"lysimeter_op0_34_140622","kps_psychoactive_substances_v2",1117522.27042172
3765,"Methohexital","C14 H18 N2 O3",262.13109,263.13837,6.734,"lysimeter_op_0_3y_171221","kps_psychoactive_substances_v2",586713.662792097
2965,"Methohexital","C14 H18 N2 O3",262.13189,263.13917,8.182,"thailand_sample_8","kps_psychoactive_substances_v2",2089983.23109523
6064,"Methoxyphenamine","C11 H17 N O",179.13105,180.13833,4.485,"lysimeter_op_0_3y_171221","kps_psychoactive_substances_v2",706588.565598773
3062,"Methoxyphenamine","C11 H17 N O",179.13105,180.13833,11.346,"thailand_sample_7","kps_psychoactive_substances_v2",2003911.04957365
3062,"Methoxyphenamine","C11 H17 N O",179.13105,180.13833,11.346,"thailand_sample_8","kps_psychoactive_substances_v2",1470927.14379459
5033,"Methyldesorphine [INN:BAN:DCF]","C18 H21 N O2",283.15738,284.1647,12.11,"landfill_eg_3_10y","kps_psychoactive_substances_v2",1023085.88367386
1667,"Methylphenidate","C14 H19 N O2",233.14168,234.14896,8.99,"landfill_eg_0_3y","kps_psychoactive_substances_v2",3906218.52618024
2057,"Methylphenidate","C14 H19 N O2",233.14169,234.14897,7.325,"landfill_eg_3_10y","kps_psychoactive_substances_v2",3126364.53607264
3588,"Methylphenidate","C14 H19 N O2",233.14171,234.14898,10.332,"landfill_op_y104","kps_psychoactive_substances_v2",1650525.74357815
2057,"Methylphenidate","C14 H19 N O2",233.14169,234.14897,7.325,"lysimeter_control_eg_171221","kps_psychoactive_substances_v2",488783.820561459
2057,"Methylphenidate","C14 H19 N O2",233.14169,234.14897,7.325,"lysimeter_eg_03y_171221","kps_psychoactive_substances_v2",2613381.65650365
1667,"Methylphenidate","C14 H19 N O2",233.14168,234.14896,8.99,"lysimeter_eg_104_171221","kps_psychoactive_substances_v2",303985.395142241
1667,"Methylphenidate","C14 H19 N O2",233.14168,234.14896,8.99,"lysimeter_eg_3_10y_171221","kps_psychoactive_substances_v2",925445.764394535
2057,"Methylphenidate","C14 H19 N O2",233.14169,234.14897,7.325,"lysimeter_op_0_3y_171221","kps_psychoactive_substances_v2",606035.024430282
2057,"Methylphenidate","C14 H19 N O2",233.14169,234.14897,7.325,"thailand_sample_7","kps_psychoactive_substances_v2",1407251.40215159
2057,"Methylphenidate","C14 H19 N O2",233.14169,234.14897,7.325,"thailand_sample_8","kps_psychoactive_substances_v2",1419361.0583371
1297,"Methyprylon","C10 H17 N O2",183.12596,184.13324,9.516,"landfill_eg_0_3y","kps_psychoactive_substances_v2",3666196.31971233
1297,"Methyprylon","C10 H17 N O2",183.12596,184.13324,9.516,"landfill_eg_3_10y","kps_psychoactive_substances_v2",5064181.38316349
1297,"Methyprylon","C10 H17 N O2",183.12596,184.13324,9.516,"lysimeter_control_eg_171221","kps_psychoactive_substances_v2",824275.271072499
1297,"Methyprylon","C10 H17 N O2",183.12596,184.13324,9.516,"lysimeter_eg_03y_171221","kps_psychoactive_substances_v2",1969665.12224885
1297,"Methyprylon","C10 H17 N O2",183.12596,184.13324,9.516,"lysimeter_eg_3_10y_171221","kps_psychoactive_substances_v2",599460.198378062
7840,"Modafinil","C15 H15 N O2 S",273.08263,274.08991,1.245,"thailand_sample_6","kps_psychoactive_substances_v2",212051.948789394
6203,"Nabilone","C24 H36 O3",372.26637,373.27365,18.922,"crh_inlet","kps_psychoactive_substances_v2",579871.310265105
6203,"Nabilone","C24 H36 O3",372.26637,373.27365,18.922,"lysimeter_control_op_171221","kps_psychoactive_substances_v2",368847.203474376
6203,"Nabilone","C24 H36 O3",372.26637,373.27365,18.922,"lysimeter_op_0_3y_171221","kps_psychoactive_substances_v2",671745.984474751
6203,"Nabilone","C24 H36 O3",372.26637,373.27365,18.922,"lysimeter_op_3_10y_171221","kps_psychoactive_substances_v2",393889.986512548
7275,"Nalorphine","C19 H21 N O3",311.15218,312.15945,9.129,"landfill_eg_3_10y","kps_psychoactive_substances_v2",388420.363706702
8354,"Noopept","C17 H22 N2 O4",318.15798,319.16525,5.101,"lysimeter_eg_03y_171221","kps_psychoactive_substances_v2",127985.472896825
6217,"Normethandrone","C19 H28 O2",288.20918,289.21646,15.08,"lysimeter_eg_03y_171221","kps_psychoactive_substances_v2",667716.671081292
5239,"Ohmefentanyl","C23 H30 N2 O2",366.23067,367.23795,13.206,"crh_fst1","kps_psychoactive_substances_v2",856279.298681143
5239,"Ohmefentanyl","C23 H30 N2 O2",366.23067,367.23795,13.206,"crh_fst2","kps_psychoactive_substances_v2",830425.364171314
5239,"Ohmefentanyl","C23 H30 N2 O2",366.23067,367.23795,13.206,"crh_fst3","kps_psychoactive_substances_v2",834667.367196001
5239,"Ohmefentanyl","C23 H30 N2 O2",366.23067,367.23795,13.206,"crh_fst4","kps_psychoactive_substances_v2",915342.612928207
5239,"Ohmefentanyl","C23 H30 N2 O2",366.23067,367.23795,13.206,"crh_fst5","kps_psychoactive_substances_v2",845328.832961418
5239,"Ohmefentanyl","C23 H30 N2 O2",366.23067,367.23795,13.206,"crh_inlet","kps_psychoactive_substances_v2",853514.593825285
5239,"Ohmefentanyl","C23 H30 N2 O2",366.23067,367.23795,13.206,"landfill_eg_0_3y","kps_psychoactive_substances_v2",729286.109088165
5239,"Ohmefentanyl","C23 H30 N2 O2",366.23067,367.23795,13.206,"landfill_eg_y104","kps_psychoactive_substances_v2",738250.231746926
5239,"Ohmefentanyl","C23 H30 N2 O2",366.23067,367.23795,13.206,"landfill_op_y104","kps_psychoactive_substances_v2",683701.467668327
5239,"Ohmefentanyl","C23 H30 N2 O2",366.23067,367.23795,13.206,"lysimeter_control_eg_140622","kps_psychoactive_substances_v2",811880.039641006
5239,"Ohmefentanyl","C23 H30 N2 O2",366.23067,367.23795,13.206,"lysimeter_control_eg_171221","kps_psychoactive_substances_v2",786304.457828608
5239,"Ohmefentanyl","C23 H30 N2 O2",366.23067,367.23795,13.206,"lysimeter_control_eg_250122","kps_psychoactive_substances_v2",705410.999547483
5239,"Ohmefentanyl","C23 H30 N2 O2",366.23067,367.23795,13.206,"lysimeter_control_op_140622","kps_psychoactive_substances_v2",829737.054651331
5239,"Ohmefentanyl","C23 H30 N2 O2",366.23067,367.23795,13.206,"lysimeter_control_op_171221","kps_psychoactive_substances_v2",685144.256670153
5239,"Ohmefentanyl","C23 H30 N2 O2",366.23067,367.23795,13.206,"lysimeter_control_op_260122","kps_psychoactive_substances_v2",795790.870803313
5239,"Ohmefentanyl","C23 H30 N2 O2",366.23067,367.23795,13.206,"lysimeter_eg104_140622","kps_psychoactive_substances_v2",826896.360240559
5239,"Ohmefentanyl","C23 H30 N2 O2",366.23067,367.23795,13.206,"lysimeter_eg3_104_140622","kps_psychoactive_substances_v2",856028.221788952
5239,"Ohmefentanyl","C23 H30 N2 O2",366.23067,367.23795,13.206,"lysimeter_eg3_104_250122","kps_psychoactive_substances_v2",775844.125275627
