"peak_number","name","formula","calc_mw","m_z","rt_min","sample_location","mass_list_name","mean_area"
659,"Golotimod","C16 H19 N3 O5",333.1325,334.13979,7.587,"crh_fst4","kps_pharmaceuticals_oct22",8472236.46847326
659,"Golotimod","C16 H19 N3 O5",333.1325,334.13979,7.587,"crh_fst5","kps_pharmaceuticals_oct22",8378285.66554294
659,"Golotimod","C16 H19 N3 O5",333.1325,334.13979,7.587,"crh_inlet","kps_pharmaceuticals_oct22",8082270.59122536
659,"Golotimod","C16 H19 N3 O5",333.1325,334.13979,7.587,"landfill_eg_0_3y","kps_pharmaceuticals_oct22",5248668.39432348
659,"Golotimod","C16 H19 N3 O5",333.1325,334.13979,7.587,"lysimeter_control_eg_140622","kps_pharmaceuticals_oct22",2666161.00978911
659,"Golotimod","C16 H19 N3 O5",333.1325,334.13979,7.587,"lysimeter_control_eg_171221","kps_pharmaceuticals_oct22",5837903.76469306
659,"Golotimod","C16 H19 N3 O5",333.1325,334.13979,7.587,"lysimeter_control_op_140622","kps_pharmaceuticals_oct22",5429961.3372164
659,"Golotimod","C16 H19 N3 O5",333.1325,334.13979,7.587,"lysimeter_control_op_260122","kps_pharmaceuticals_oct22",5405452.46013585
659,"Golotimod","C16 H19 N3 O5",333.1325,334.13979,7.587,"lysimeter_eg104_140622","kps_pharmaceuticals_oct22",5597965.95092601
659,"Golotimod","C16 H19 N3 O5",333.1325,334.13979,7.587,"lysimeter_eg3_104_140622","kps_pharmaceuticals_oct22",5282299.14622003
659,"Golotimod","C16 H19 N3 O5",333.1325,334.13979,7.587,"lysimeter_eg3_104_250122","kps_pharmaceuticals_oct22",4812101.91370529
659,"Golotimod","C16 H19 N3 O5",333.1325,334.13979,7.587,"lysimeter_eg3_104_250122_20221003231510","kps_pharmaceuticals_oct22",5457713.60881517
659,"Golotimod","C16 H19 N3 O5",333.1325,334.13979,7.587,"lysimeter_eg_03y_171221","kps_pharmaceuticals_oct22",4789217.95671983
659,"Golotimod","C16 H19 N3 O5",333.1325,334.13979,7.587,"lysimeter_eg_03y_250122","kps_pharmaceuticals_oct22",4127719.54250368
659,"Golotimod","C16 H19 N3 O5",333.1325,334.13979,7.587,"lysimeter_eg_0_3y_14062022","kps_pharmaceuticals_oct22",4765935.48567964
659,"Golotimod","C16 H19 N3 O5",333.1325,334.13979,7.587,"lysimeter_eg_104_171221","kps_pharmaceuticals_oct22",7965229.55506882
659,"Golotimod","C16 H19 N3 O5",333.1325,334.13979,7.587,"lysimeter_eg_3_10y_171221","kps_pharmaceuticals_oct22",5201610.249139
659,"Golotimod","C16 H19 N3 O5",333.1325,334.13979,7.587,"lysimeter_op3_104_140622","kps_pharmaceuticals_oct22",4744737.15928154
659,"Golotimod","C16 H19 N3 O5",333.1325,334.13979,7.587,"lysimeter_op_0_3y_171221","kps_pharmaceuticals_oct22",4671218.22301199
659,"Golotimod","C16 H19 N3 O5",333.1325,334.13979,7.587,"lysimeter_op_10y_140622","kps_pharmaceuticals_oct22",4213230.31581352
659,"Golotimod","C16 H19 N3 O5",333.1325,334.13979,7.587,"lysimeter_op_3_10y_171221","kps_pharmaceuticals_oct22",4773112.05160789
659,"Golotimod","C16 H19 N3 O5",333.1325,334.13979,7.587,"lysimeter_op_3_10y_250122","kps_pharmaceuticals_oct22",6260355.80315411
659,"Golotimod","C16 H19 N3 O5",333.1325,334.13979,7.587,"lysimeter_op_7104_250122","kps_pharmaceuticals_oct22",6278220.27856322
659,"Golotimod","C16 H19 N3 O5",333.1325,334.13979,7.587,"thailand_sample_1","kps_pharmaceuticals_oct22",4886944.43890988
659,"Golotimod","C16 H19 N3 O5",333.1325,334.13979,7.587,"thailand_sample_2","kps_pharmaceuticals_oct22",4468437.22733989
659,"Golotimod","C16 H19 N3 O5",333.1325,334.13979,7.587,"thailand_sample_3","kps_pharmaceuticals_oct22",4214851.12600943
659,"Golotimod","C16 H19 N3 O5",333.1325,334.13979,7.587,"thailand_sample_4","kps_pharmaceuticals_oct22",4351728.15216253
659,"Golotimod","C16 H19 N3 O5",333.1325,334.13979,7.587,"thailand_sample_5","kps_pharmaceuticals_oct22",4463411.31065744
659,"Golotimod","C16 H19 N3 O5",333.1325,334.13979,7.587,"thailand_sample_6","kps_pharmaceuticals_oct22",3850966.36341362
469,"Guanine","C5 H5 N5 O",151.04947,152.05674,3.852,"crh_inlet","kps_pharmaceuticals_oct22",13315475.7124513
469,"Guanine","C5 H5 N5 O",151.04947,152.05674,3.852,"landfill_eg_0_3y","kps_pharmaceuticals_oct22",3072148.6275321
469,"Guanine","C5 H5 N5 O",151.04947,152.05674,3.852,"landfill_eg_3_10y","kps_pharmaceuticals_oct22",4453199.29799034
515,"Guanine","C5 H5 N5 O",151.04946,152.05674,4.221,"landfill_eg_y104","kps_pharmaceuticals_oct22",750062.296813777
469,"Guanine","C5 H5 N5 O",151.04947,152.05674,3.852,"lysimeter_control_eg_171221","kps_pharmaceuticals_oct22",6646663.92854435
515,"Guanine","C5 H5 N5 O",151.04946,152.05674,4.221,"lysimeter_control_eg_250122","kps_pharmaceuticals_oct22",107336.164371852
515,"Guanine","C5 H5 N5 O",151.04946,152.05674,4.221,"lysimeter_control_op_171221","kps_pharmaceuticals_oct22",7027938.598496
515,"Guanine","C5 H5 N5 O",151.04946,152.05674,4.221,"lysimeter_control_op_260122","kps_pharmaceuticals_oct22",464277.115885117
469,"Guanine","C5 H5 N5 O",151.04947,152.05674,3.852,"lysimeter_eg_03y_171221","kps_pharmaceuticals_oct22",4067468.59666304
515,"Guanine","C5 H5 N5 O",151.04946,152.05674,4.221,"lysimeter_eg_03y_250122","kps_pharmaceuticals_oct22",1071003.33459603
515,"Guanine","C5 H5 N5 O",151.04946,152.05674,4.221,"lysimeter_eg_3_10y_171221","kps_pharmaceuticals_oct22",712245.059449894
469,"Guanine","C5 H5 N5 O",151.04947,152.05674,3.852,"lysimeter_op_0_3y_171221","kps_pharmaceuticals_oct22",2694863.14272915
515,"Guanine","C5 H5 N5 O",151.04946,152.05674,4.221,"lysimeter_op_0_3y_250122","kps_pharmaceuticals_oct22",777144.049861667
469,"Guanine","C5 H5 N5 O",151.04947,152.05674,3.852,"lysimeter_op_10y_171222","kps_pharmaceuticals_oct22",712684.914930279
469,"Guanine","C5 H5 N5 O",151.04947,152.05674,3.852,"lysimeter_op_3_10y_171221","kps_pharmaceuticals_oct22",1391690.83204023
515,"Guanine","C5 H5 N5 O",151.04946,152.05674,4.221,"lysimeter_op_7104_250122","kps_pharmaceuticals_oct22",104962.662936116
515,"Guanine","C5 H5 N5 O",151.04946,152.05674,4.221,"thailand_sample_7","kps_pharmaceuticals_oct22",11532075.6456433
515,"Guanine","C5 H5 N5 O",151.04946,152.05674,4.221,"thailand_sample_8","kps_pharmaceuticals_oct22",8081195.23392676
812,"Guanosine","C10 H13 N5 O5",283.09181,306.08102,3.855,"crh_inlet","kps_pharmaceuticals_oct22",7919870.64936483
812,"Guanosine","C10 H13 N5 O5",283.09181,306.08102,3.855,"landfill_eg_3_10y","kps_pharmaceuticals_oct22",1300991.49427166
812,"Guanosine","C10 H13 N5 O5",283.09181,306.08102,3.855,"lysimeter_control_eg_171221","kps_pharmaceuticals_oct22",2168574.08391817
2509,"Guanosine","C10 H13 N5 O5",283.09183,284.0991,2.294,"lysimeter_control_op_171221","kps_pharmaceuticals_oct22",717254.395329364
812,"Guanosine","C10 H13 N5 O5",283.09181,306.08102,3.855,"lysimeter_op_0_3y_171221","kps_pharmaceuticals_oct22",850486.146723038
2509,"Guanosine","C10 H13 N5 O5",283.09183,284.0991,2.294,"lysimeter_op_3_10y_171221","kps_pharmaceuticals_oct22",395015.746496835
3589,"Guanoxan","C10 H13 N3 O2",207.10079,208.10807,7.078,"landfill_eg_3_10y","kps_pharmaceuticals_oct22",1207480.44961976
3093,"Guanoxan","C10 H13 N3 O2",207.1008,208.10808,4.974,"thailand_sample_7","kps_pharmaceuticals_oct22",1973448.68303074
3093,"Guanoxan","C10 H13 N3 O2",207.1008,208.10808,4.974,"thailand_sample_8","kps_pharmaceuticals_oct22",1905253.23921883
830,"Halobetasol","C22 H27 Cl F2 O4",428.1584,429.16568,9.462,"thailand_sample_7","kps_pharmaceuticals_oct22",7590965.24328534
830,"Halobetasol","C22 H27 Cl F2 O4",428.1584,429.16568,9.462,"thailand_sample_8","kps_pharmaceuticals_oct22",7781760.17418586
5362,"Harmaline","C13 H14 N2 O",214.1107,215.11798,12.061,"thailand_sample_7","kps_pharmaceuticals_oct22",736594.695592463
5362,"Harmaline","C13 H14 N2 O",214.1107,215.11798,12.061,"thailand_sample_8","kps_pharmaceuticals_oct22",908786.355356576
3349,"Hemi-Babim","C16 H14 N6",290.12688,291.13416,9.098,"landfill_eg_0_3y","kps_pharmaceuticals_oct22",1799164.81670145
6966,"Hemi-Babim","C16 H14 N6",290.12683,291.1341,6.571,"lysimeter_eg_03y_171221","kps_pharmaceuticals_oct22",324319.589592612
6966,"Hemi-Babim","C16 H14 N6",290.12683,291.1341,6.571,"lysimeter_op0_34_140622","kps_pharmaceuticals_oct22",312565.958222549
1344,"Hexadecanesulfonyl Fluoride","C16 H33 F O2 S",308.21998,309.22732,13.448,"landfill_eg_3_10y","kps_pharmaceuticals_oct22",4902309.48199328
1344,"Hexadecanesulfonyl Fluoride","C16 H33 F O2 S",308.21998,309.22732,13.448,"lysimeter_eg_03y_171221","kps_pharmaceuticals_oct22",668539.325430484
6548,"Hexamidine [INN:BAN:DCF]","C20 H26 N4 O2",354.20423,377.19342,16.845,"lysimeter_control_eg_171221","kps_pharmaceuticals_oct22",577005.075601626
1666,"Hopantenic acid","C10 H19 N O5",233.1264,234.13367,1.331,"lysimeter_control_eg_140622","kps_pharmaceuticals_oct22",100314.897432583
1666,"Hopantenic acid","C10 H19 N O5",233.1264,234.13367,1.331,"lysimeter_control_op_140622","kps_pharmaceuticals_oct22",196910.465837907
1666,"Hopantenic acid","C10 H19 N O5",233.1264,234.13367,1.331,"lysimeter_control_op_260122","kps_pharmaceuticals_oct22",310273.721260261
1666,"Hopantenic acid","C10 H19 N O5",233.1264,234.13367,1.331,"lysimeter_eg_03y_250122","kps_pharmaceuticals_oct22",185372.686942286
1666,"Hopantenic acid","C10 H19 N O5",233.1264,234.13367,1.331,"lysimeter_op_0_3y_250122","kps_pharmaceuticals_oct22",143884.57707081
1666,"Hopantenic acid","C10 H19 N O5",233.1264,234.13367,1.331,"thailand_sample_6","kps_pharmaceuticals_oct22",347871.052842353
1666,"Hopantenic acid","C10 H19 N O5",233.1264,234.13367,1.331,"thailand_sample_7","kps_pharmaceuticals_oct22",3845970.30592176
1666,"Hopantenic acid","C10 H19 N O5",233.1264,234.13367,1.331,"thailand_sample_8","kps_pharmaceuticals_oct22",3910062.2745391
954,"Hydrocinnamic acid","C9 H10 O2",150.0674,323.12381,4.797,"thailand_sample_7","kps_pharmaceuticals_oct22",6292693.63573045
954,"Hydrocinnamic acid","C9 H10 O2",150.0674,323.12381,4.797,"thailand_sample_8","kps_pharmaceuticals_oct22",6735403.51635774
3849,"Hydroquinone","C6 H6 O2",110.03691,111.0442,3.763,"lysimeter_control_op_171221","kps_pharmaceuticals_oct22",1505349.18512032
3617,"Hydroquinone","C6 H6 O2",110.03691,111.0442,4.158,"lysimeter_op_0_3y_171221","kps_pharmaceuticals_oct22",1631163.11858667
3849,"Hydroquinone","C6 H6 O2",110.03691,111.0442,3.763,"lysimeter_op_3_10y_171221","kps_pharmaceuticals_oct22",1074789.39547428
4155,"Hydroxy[3-(6-methylpyridin-2-yl)propyl]formamide","C10 H14 N2 O2",194.10556,195.11284,9.972,"landfill_eg_0_3y","kps_pharmaceuticals_oct22",941048.667579499
1308,"Hydroxy[3-(6-methylpyridin-2-yl)propyl]formamide","C10 H14 N2 O2",194.10555,195.11282,9.248,"landfill_eg_3_10y","kps_pharmaceuticals_oct22",2238173.35834748
3003,"Hydroxy[3-(6-methylpyridin-2-yl)propyl]formamide","C10 H14 N2 O2",194.10555,195.11283,11.114,"landfill_eg_y104","kps_pharmaceuticals_oct22",103574.815156226
718,"Hydroxy[3-(6-methylpyridin-2-yl)propyl]formamide","C10 H14 N2 O2",194.10554,195.11282,3.856,"landfill_op_y104","kps_pharmaceuticals_oct22",8936775.86475124
718,"Hydroxy[3-(6-methylpyridin-2-yl)propyl]formamide","C10 H14 N2 O2",194.10554,195.11282,3.856,"lysimeter_control_eg_171221","kps_pharmaceuticals_oct22",2886230.45230288
1308,"Hydroxy[3-(6-methylpyridin-2-yl)propyl]formamide","C10 H14 N2 O2",194.10555,195.11282,9.248,"lysimeter_control_eg_250122","kps_pharmaceuticals_oct22",141899.624495219
1522,"Hydroxy[3-(6-methylpyridin-2-yl)propyl]formamide","C10 H14 N2 O2",194.10555,195.11283,6.193,"lysimeter_control_op_171221","kps_pharmaceuticals_oct22",2719040.80740669
718,"Hydroxy[3-(6-methylpyridin-2-yl)propyl]formamide","C10 H14 N2 O2",194.10554,195.11282,3.856,"lysimeter_eg_03y_171221","kps_pharmaceuticals_oct22",3537548.53393457
3003,"Hydroxy[3-(6-methylpyridin-2-yl)propyl]formamide","C10 H14 N2 O2",194.10555,195.11283,11.114,"lysimeter_eg_03y_250122","kps_pharmaceuticals_oct22",163286.031773014
1308,"Hydroxy[3-(6-methylpyridin-2-yl)propyl]formamide","C10 H14 N2 O2",194.10555,195.11282,9.248,"lysimeter_eg_0_3y_14062022","kps_pharmaceuticals_oct22",196374.194776875
1522,"Hydroxy[3-(6-methylpyridin-2-yl)propyl]formamide","C10 H14 N2 O2",194.10555,195.11283,6.193,"lysimeter_op_0_3y_171221","kps_pharmaceuticals_oct22",4282480.83217541
1522,"Hydroxy[3-(6-methylpyridin-2-yl)propyl]formamide","C10 H14 N2 O2",194.10555,195.11283,6.193,"lysimeter_op_3_10y_171221","kps_pharmaceuticals_oct22",2291513.99455247
1522,"Hydroxy[3-(6-methylpyridin-2-yl)propyl]formamide","C10 H14 N2 O2",194.10555,195.11283,6.193,"thailand_sample_7","kps_pharmaceuticals_oct22",558861.359419704
1522,"Hydroxy[3-(6-methylpyridin-2-yl)propyl]formamide","C10 H14 N2 O2",194.10555,195.11283,6.193,"thailand_sample_8","kps_pharmaceuticals_oct22",1016088.61772894
3744,"Hydroxyzine","C21 H27 Cl N2 O2",374.17674,375.18402,19.185,"landfill_eg_3_10y","kps_pharmaceuticals_oct22",1560333.95381443
3636,"Hydroxyzine","C21 H27 Cl N2 O2",374.17694,375.18422,18.243,"thailand_sample_7","kps_pharmaceuticals_oct22",1619150.21764693
3636,"Hydroxyzine","C21 H27 Cl N2 O2",374.17694,375.18422,18.243,"thailand_sample_8","kps_pharmaceuticals_oct22",1415288.57628715
133,"Hyperforin","C35 H52 O4",536.38768,537.39496,20.152,"crh_fst3","kps_pharmaceuticals_oct22",42888907.5049458
92,"Hyperforin","C35 H52 O4",536.38765,537.39493,20.541,"crh_fst4","kps_pharmaceuticals_oct22",38457056.0760483
260,"Hyperforin","C35 H52 O4",536.38763,537.39491,24.694,"landfill_eg_y104","kps_pharmaceuticals_oct22",17710230.2979499
92,"Hyperforin","C35 H52 O4",536.38765,537.39493,20.541,"lysimeter_control_eg_250122","kps_pharmaceuticals_oct22",45043160.8152817
133,"Hyperforin","C35 H52 O4",536.38768,537.39496,20.152,"lysimeter_control_op_140622","kps_pharmaceuticals_oct22",26697550.5106895
133,"Hyperforin","C35 H52 O4",536.38768,537.39496,20.152,"lysimeter_control_op_171221","kps_pharmaceuticals_oct22",23430830.8621206
92,"Hyperforin","C35 H52 O4",536.38765,537.39493,20.541,"lysimeter_eg104_140622","kps_pharmaceuticals_oct22",29096266.875269
133,"Hyperforin","C35 H52 O4",536.38768,537.39496,20.152,"lysimeter_eg3_104_140622","kps_pharmaceuticals_oct22",24773215.9741867
133,"Hyperforin","C35 H52 O4",536.38768,537.39496,20.152,"lysimeter_eg3_104_250122_20221003231510","kps_pharmaceuticals_oct22",23184684.46108
260,"Hyperforin","C35 H52 O4",536.38763,537.39491,24.694,"lysimeter_eg_03y_171221","kps_pharmaceuticals_oct22",9312460.1393092
133,"Hyperforin","C35 H52 O4",536.38768,537.39496,20.152,"lysimeter_eg_03y_250122","kps_pharmaceuticals_oct22",25316112.75058
133,"Hyperforin","C35 H52 O4",536.38768,537.39496,20.152,"lysimeter_eg_0_3y_14062022","kps_pharmaceuticals_oct22",27413450.8419638
133,"Hyperforin","C35 H52 O4",536.38768,537.39496,20.152,"lysimeter_eg_3_10y_171221","kps_pharmaceuticals_oct22",24796323.6729466
133,"Hyperforin","C35 H52 O4",536.38768,537.39496,20.152,"lysimeter_op3_104_140622","kps_pharmaceuticals_oct22",25229126.8626571
133,"Hyperforin","C35 H52 O4",536.38768,537.39496,20.152,"lysimeter_op_0_3y_171221","kps_pharmaceuticals_oct22",24580843.6674444
133,"Hyperforin","C35 H52 O4",536.38768,537.39496,20.152,"lysimeter_op_0_3y_250122","kps_pharmaceuticals_oct22",26837410.020303
133,"Hyperforin","C35 H52 O4",536.38768,537.39496,20.152,"lysimeter_op_3_10y_171221","kps_pharmaceuticals_oct22",24426697.3532805
92,"Hyperforin","C35 H52 O4",536.38765,537.39493,20.541,"lysimeter_op_3_10y_250122","kps_pharmaceuticals_oct22",13233056.1880048
133,"Hyperforin","C35 H52 O4",536.38768,537.39496,20.152,"thailand_sample_3","kps_pharmaceuticals_oct22",21974938.1246634
5556,"Ibudilast","C14 H18 N2 O",230.14205,231.14933,15.472,"thailand_sample_7","kps_pharmaceuticals_oct22",853542.598460337
5556,"Ibudilast","C14 H18 N2 O",230.14205,231.14933,15.472,"thailand_sample_8","kps_pharmaceuticals_oct22",685316.628173909
2170,"Ibuproxam","C13 H19 N O2",221.14167,222.14895,7.184,"landfill_eg_0_3y","kps_pharmaceuticals_oct22",1242661.15559401
2170,"Ibuproxam","C13 H19 N O2",221.14167,222.14895,7.184,"landfill_eg_3_10y","kps_pharmaceuticals_oct22",2922520.37962518
2170,"Ibuproxam","C13 H19 N O2",221.14167,222.14895,7.184,"landfill_eg_y104","kps_pharmaceuticals_oct22",844631.148359591
4464,"Ibuproxam","C13 H19 N O2",221.14167,222.14895,8.636,"landfill_op_y104","kps_pharmaceuticals_oct22",755297.492224501
2170,"Ibuproxam","C13 H19 N O2",221.14167,222.14895,7.184,"lysimeter_control_eg_171221","kps_pharmaceuticals_oct22",865021.194518434
2170,"Ibuproxam","C13 H19 N O2",221.14167,222.14895,7.184,"lysimeter_control_eg_250122","kps_pharmaceuticals_oct22",227245.841460621
2170,"Ibuproxam","C13 H19 N O2",221.14167,222.14895,7.184,"lysimeter_control_op_171221","kps_pharmaceuticals_oct22",311675.124264222
4063,"Ibuproxam","C13 H19 N O2",221.14167,222.14895,5.209,"lysimeter_eg3_104_250122","kps_pharmaceuticals_oct22",167746.534780251
2170,"Ibuproxam","C13 H19 N O2",221.14167,222.14895,7.184,"lysimeter_eg_03y_171221","kps_pharmaceuticals_oct22",2294015.30158352
2170,"Ibuproxam","C13 H19 N O2",221.14167,222.14895,7.184,"lysimeter_eg_03y_250122","kps_pharmaceuticals_oct22",546511.979388812
2170,"Ibuproxam","C13 H19 N O2",221.14167,222.14895,7.184,"lysimeter_eg_0_3y_14062022","kps_pharmaceuticals_oct22",337338.910904165
2170,"Ibuproxam","C13 H19 N O2",221.14167,222.14895,7.184,"lysimeter_eg_104_171221","kps_pharmaceuticals_oct22",112469.059275876
2170,"Ibuproxam","C13 H19 N O2",221.14167,222.14895,7.184,"lysimeter_eg_3_10y_171221","kps_pharmaceuticals_oct22",544196.911774206
2649,"Iguratimod","C17 H14 N2 O6 S",374.05577,375.06305,6.642,"landfill_eg_y104","kps_pharmaceuticals_oct22",1503118.17809903
2649,"Iguratimod","C17 H14 N2 O6 S",374.05577,375.06305,6.642,"lysimeter_control_eg_140622","kps_pharmaceuticals_oct22",1152902.09827136
2649,"Iguratimod","C17 H14 N2 O6 S",374.05577,375.06305,6.642,"lysimeter_control_eg_250122","kps_pharmaceuticals_oct22",1667216.67906187
2649,"Iguratimod","C17 H14 N2 O6 S",374.05577,375.06305,6.642,"lysimeter_control_op_140622","kps_pharmaceuticals_oct22",970843.361797327
2649,"Iguratimod","C17 H14 N2 O6 S",374.05577,375.06305,6.642,"lysimeter_control_op_171221","kps_pharmaceuticals_oct22",2028102.67808203
2649,"Iguratimod","C17 H14 N2 O6 S",374.05577,375.06305,6.642,"lysimeter_control_op_260122","kps_pharmaceuticals_oct22",870472.568555569
2649,"Iguratimod","C17 H14 N2 O6 S",374.05577,375.06305,6.642,"lysimeter_eg104_140622","kps_pharmaceuticals_oct22",1498685.85284258
2649,"Iguratimod","C17 H14 N2 O6 S",374.05577,375.06305,6.642,"lysimeter_eg3_104_140622","kps_pharmaceuticals_oct22",1326834.32335516
2649,"Iguratimod","C17 H14 N2 O6 S",374.05577,375.06305,6.642,"lysimeter_eg3_104_250122","kps_pharmaceuticals_oct22",2382353.16895619
2649,"Iguratimod","C17 H14 N2 O6 S",374.05577,375.06305,6.642,"lysimeter_eg3_104_250122_20221003231510","kps_pharmaceuticals_oct22",481607.241115376
2649,"Iguratimod","C17 H14 N2 O6 S",374.05577,375.06305,6.642,"lysimeter_eg_03y_250122","kps_pharmaceuticals_oct22",1268860.65592895
2649,"Iguratimod","C17 H14 N2 O6 S",374.05577,375.06305,6.642,"lysimeter_eg_0_3y_14062022","kps_pharmaceuticals_oct22",437118.616669059
2649,"Iguratimod","C17 H14 N2 O6 S",374.05577,375.06305,6.642,"lysimeter_op0_34_140622","kps_pharmaceuticals_oct22",1792485.12528792
2649,"Iguratimod","C17 H14 N2 O6 S",374.05577,375.06305,6.642,"lysimeter_op3_104_140622","kps_pharmaceuticals_oct22",1519425.42776983
2649,"Iguratimod","C17 H14 N2 O6 S",374.05577,375.06305,6.642,"lysimeter_op_0_3y_171221","kps_pharmaceuticals_oct22",567719.723717515
2649,"Iguratimod","C17 H14 N2 O6 S",374.05577,375.06305,6.642,"lysimeter_op_0_3y_250122","kps_pharmaceuticals_oct22",1854739.51900182
2649,"Iguratimod","C17 H14 N2 O6 S",374.05577,375.06305,6.642,"lysimeter_op_10y_140622","kps_pharmaceuticals_oct22",1822065.99887434
2649,"Iguratimod","C17 H14 N2 O6 S",374.05577,375.06305,6.642,"lysimeter_op_3_10y_171221","kps_pharmaceuticals_oct22",1316502.86542949
570,"Imagabalin","C9 H19 N O2",173.1416,174.14888,1.506,"lysimeter_eg_03y_171221","kps_pharmaceuticals_oct22",11216968.269129
1575,"Imagabalin","C9 H19 N O2",173.14161,174.14888,2.232,"lysimeter_op_0_3y_171221","kps_pharmaceuticals_oct22",197432.857879008
858,"Imexon","C4 H5 N3 O",111.04341,112.05068,1.768,"crh_inlet","kps_pharmaceuticals_oct22",2032376.23795161
858,"Imexon","C4 H5 N3 O",111.04341,112.05068,1.768,"landfill_eg_0_3y","kps_pharmaceuticals_oct22",3387999.2735293
858,"Imexon","C4 H5 N3 O",111.04341,112.05068,1.768,"landfill_eg_3_10y","kps_pharmaceuticals_oct22",3484271.33040765
858,"Imexon","C4 H5 N3 O",111.04341,112.05068,1.768,"landfill_eg_y104","kps_pharmaceuticals_oct22",555110.989033264
858,"Imexon","C4 H5 N3 O",111.04341,112.05068,1.768,"lysimeter_control_eg_171221","kps_pharmaceuticals_oct22",3116542.85960515
858,"Imexon","C4 H5 N3 O",111.04341,112.05068,1.768,"lysimeter_control_op_171221","kps_pharmaceuticals_oct22",7517253.03007816
858,"Imexon","C4 H5 N3 O",111.04341,112.05068,1.768,"lysimeter_eg_03y_171221","kps_pharmaceuticals_oct22",4116861.9815297
858,"Imexon","C4 H5 N3 O",111.04341,112.05068,1.768,"lysimeter_eg_03y_250122","kps_pharmaceuticals_oct22",2509420.15475709
858,"Imexon","C4 H5 N3 O",111.04341,112.05068,1.768,"lysimeter_eg_3_10y_171221","kps_pharmaceuticals_oct22",1901803.02945588
858,"Imexon","C4 H5 N3 O",111.04341,112.05068,1.768,"lysimeter_op_0_3y_171221","kps_pharmaceuticals_oct22",2374304.45691818
858,"Imexon","C4 H5 N3 O",111.04341,112.05068,1.768,"lysimeter_op_10y_171222","kps_pharmaceuticals_oct22",2363192.54784
858,"Imexon","C4 H5 N3 O",111.04341,112.05068,1.768,"lysimeter_op_3_10y_171221","kps_pharmaceuticals_oct22",3291951.24169026
858,"Imexon","C4 H5 N3 O",111.04341,112.05068,1.768,"thailand_sample_8","kps_pharmaceuticals_oct22",2314079.7680267
1813,"Imidazolidinyl urea","C11 H16 N8 O8",388.10748,389.11475,8.35,"lysimeter_control_eg_140622","kps_pharmaceuticals_oct22",134690.348262418
1813,"Imidazolidinyl urea","C11 H16 N8 O8",388.10748,389.11475,8.35,"lysimeter_eg3_104_140622","kps_pharmaceuticals_oct22",120715.795694802
1813,"Imidazolidinyl urea","C11 H16 N8 O8",388.10748,389.11475,8.35,"lysimeter_op_10y_171222","kps_pharmaceuticals_oct22",3581327.59172811
1813,"Imidazolidinyl urea","C11 H16 N8 O8",388.10748,389.11475,8.35,"thailand_sample_2","kps_pharmaceuticals_oct22",210440.636150726
1813,"Imidazolidinyl urea","C11 H16 N8 O8",388.10748,389.11475,8.35,"thailand_sample_3","kps_pharmaceuticals_oct22",1275661.80964681
6752,"Immucillin g","C11 H15 N5 O4",281.1127,282.11992,7.421,"landfill_eg_3_10y","kps_pharmaceuticals_oct22",523915.514705536
6752,"Immucillin g","C11 H15 N5 O4",281.1127,282.11992,7.421,"lysimeter_op_0_3y_250122","kps_pharmaceuticals_oct22",113351.430970114
2986,"Inavir","C21 H36 N4 O8",472.25196,495.24121,10.133,"crh_inlet","kps_pharmaceuticals_oct22",179654.216470966
2986,"Inavir","C21 H36 N4 O8",472.25196,495.24121,10.133,"lysimeter_control_eg_140622","kps_pharmaceuticals_oct22",897664.97985495
2986,"Inavir","C21 H36 N4 O8",472.25196,495.24121,10.133,"lysimeter_control_eg_171221","kps_pharmaceuticals_oct22",448856.493394966
2986,"Inavir","C21 H36 N4 O8",472.25196,495.24121,10.133,"lysimeter_control_op_171221","kps_pharmaceuticals_oct22",1521715.33523353
2986,"Inavir","C21 H36 N4 O8",472.25196,495.24121,10.133,"lysimeter_eg3_104_250122","kps_pharmaceuticals_oct22",1310337.60097887
2986,"Inavir","C21 H36 N4 O8",472.25196,495.24121,10.133,"lysimeter_eg3_104_250122_20221003231510","kps_pharmaceuticals_oct22",792546.246259953
2986,"Inavir","C21 H36 N4 O8",472.25196,495.24121,10.133,"lysimeter_eg_03y_171221","kps_pharmaceuticals_oct22",2044242.50045438
2986,"Inavir","C21 H36 N4 O8",472.25196,495.24121,10.133,"lysimeter_eg_3_10y_171221","kps_pharmaceuticals_oct22",2073994.1676451
2986,"Inavir","C21 H36 N4 O8",472.25196,495.24121,10.133,"lysimeter_op_0_3y_171221","kps_pharmaceuticals_oct22",1624716.43993478
2986,"Inavir","C21 H36 N4 O8",472.25196,495.24121,10.133,"lysimeter_op_3_10y_171221","kps_pharmaceuticals_oct22",1448385.5469347
2986,"Inavir","C21 H36 N4 O8",472.25196,495.24121,10.133,"thailand_sample_1","kps_pharmaceuticals_oct22",164492.790657192
2986,"Inavir","C21 H36 N4 O8",472.25196,495.24121,10.133,"thailand_sample_2","kps_pharmaceuticals_oct22",438215.801717773
2986,"Inavir","C21 H36 N4 O8",472.25196,495.24121,10.133,"thailand_sample_3","kps_pharmaceuticals_oct22",369018.756482142
2986,"Inavir","C21 H36 N4 O8",472.25196,495.24121,10.133,"thailand_sample_4","kps_pharmaceuticals_oct22",268216.830816578
2986,"Inavir","C21 H36 N4 O8",472.25196,495.24121,10.133,"thailand_sample_5","kps_pharmaceuticals_oct22",243055.537858275
