"","name","formula","category","annot_source_predicted_compositions","annot_source_mz_cloud_search","annot_source_mass_list_search","annot_delta_mass_ppm","calc_mw","m_z","rt_min","area_max","number_mz_cloud_results","mz_cloud_best_match","mz_cloud_best_match_confidence","mass_list_match_efs_hram_compound_database","mass_list_match_antibiotics_itn_msca_answer_160616_w_dtxsi_ds","psychoactive_substances","pharmaceuticals_oct22","mass_list_match_itn_kps","mass_list_match_clews_list","ms2","reference_ion","count_2","sample","intensity"
"3662","Diampromide","C21 H28 N2 O","Pharmaceuticals","Full match","Partial match","Full match",0.39,324.22029,325.22757,13.895,1328131.69681411,3,71.7,45.2,"No matches found","No matches found","No matches found","Single match found","No matches found","No matches found","DDA for preferred ion","[M+H]+1",4,"sc_016",147154.46405868
"3663","Diampromide","C21 H28 N2 O","Pharmaceuticals","Full match","Partial match","Full match",0.39,324.22029,325.22757,13.895,1328131.69681411,3,71.7,45.2,"No matches found","No matches found","No matches found","Single match found","No matches found","No matches found","DDA for preferred ion","[M+H]+1",4,"sc_020",1251399.93711799
"3664","Diamthazole","C15 H23 N3 O S","Pharmaceuticals","Not the top hit","Invalid mass","Full match",-4.78,293.15478,587.31668,21.084,1879489.63874219,4,96.4,77.7,"No matches found","No matches found","No matches found","Single match found","No matches found","No matches found","DDA for preferred ion","[2M+H]+1",1,"sc_003",1835960.97176608
"3665","Diazinon","C12 H21 N2 O3 P S","Pesticides","Not the top hit","Not the top hit","Full match",0.48,304.1012,305.10847,19.217,424961.402554511,11,78.5,49.2,"Single match found","No matches found","No matches found","No matches found","No matches found","No matches found","DDA for preferred ion","[M+H]+1",5,"sc_003",128337.729653346
"3666","Diazinon","C12 H21 N2 O3 P S","Pesticides","Not the top hit","Not the top hit","Full match",0.48,304.1012,305.10847,19.217,424961.402554511,11,78.5,49.2,"Single match found","No matches found","No matches found","No matches found","No matches found","No matches found","DDA for preferred ion","[M+H]+1",5,"sc_007",194490.236452224
"3667","Diazinon","C12 H21 N2 O3 P S","Pesticides","Not the top hit","Not the top hit","Full match",0.48,304.1012,305.10847,19.217,424961.402554511,11,78.5,49.2,"Single match found","No matches found","No matches found","No matches found","No matches found","No matches found","DDA for preferred ion","[M+H]+1",5,"sc_008",385136.801856571
"3668","Diazinon","C12 H21 N2 O3 P S","Pesticides","Not the top hit","Not the top hit","Full match",0.48,304.1012,305.10847,19.217,424961.402554511,11,78.5,49.2,"Single match found","No matches found","No matches found","No matches found","No matches found","No matches found","DDA for preferred ion","[M+H]+1",5,"sc_012",68622.8254603419
"3669","Diazinon","C12 H21 N2 O3 P S","Pesticides","Not the top hit","Not the top hit","Full match",0.48,304.1012,305.10847,19.217,424961.402554511,11,78.5,49.2,"Single match found","No matches found","No matches found","No matches found","No matches found","No matches found","DDA for preferred ion","[M+H]+1",5,"sc_016",65109.0965636108
"3670","Diazinon-Oxon","C12 H21 N2 O4 P","Pesticides","Not the top hit","Not the top hit","Full match",4.365,288.125155,289.13244,19.0295,2949680.57412201,33,82.6,9.1,"Single match found","No matches found","No matches found","No matches found","No matches found","No matches found","DDA for preferred ion","[M+H]+1",6,"sc_001",341304.593953183
"3671","Diazinon-Oxon","C12 H21 N2 O4 P","Pesticides","Not the top hit","Not the top hit","Full match",4.365,288.125155,289.13244,19.0295,2949680.57412201,33,82.6,9.1,"Single match found","No matches found","No matches found","No matches found","No matches found","No matches found","DDA for preferred ion","[M+H]+1",6,"sc_003",529784.795391684
"3672","Diazinon-Oxon","C12 H21 N2 O4 P","Pesticides","Not the top hit","Not the top hit","Full match",4.365,288.125155,289.13244,19.0295,2949680.57412201,33,82.6,9.1,"Single match found","No matches found","No matches found","No matches found","No matches found","No matches found","DDA for preferred ion","[M+H]+1",6,"sc_004",158758.103900473
"3673","Diazinon-Oxon","C12 H21 N2 O4 P","Pesticides","Not the top hit","Not the top hit","Full match",4.365,288.125155,289.13244,19.0295,2949680.57412201,33,82.6,9.1,"Single match found","No matches found","No matches found","No matches found","No matches found","No matches found","DDA for preferred ion","[M+H]+1",6,"sc_011",233631.464583031
"3674","Diazinon-Oxon","C12 H21 N2 O4 P","Pesticides","Not the top hit","Not the top hit","Full match",4.365,288.125155,289.13244,19.0295,2949680.57412201,33,82.6,9.1,"Single match found","No matches found","No matches found","No matches found","No matches found","No matches found","DDA for preferred ion","[M+H]+1",6,"sc_016",315829.401023034
"3675","Diazinon-Oxon","C12 H21 N2 O4 P","Pesticides","Not the top hit","Not the top hit","Full match",4.365,288.125155,289.13244,19.0295,2949680.57412201,33,82.6,9.1,"Single match found","No matches found","No matches found","No matches found","No matches found","No matches found","DDA for preferred ion","[M+H]+1",6,"sc_018",324821.72996557
"3676","Diazolidinyl urea","C8 H14 N4 O7","Pharmaceuticals","No match","Unused","Full match",-0.37,278.08615,279.09341,17.064,2360902.25634414,11,95.9,76.1,"No matches found","No matches found","No matches found","Single match found","No matches found","No matches found","DDA for preferred ion","[M+H]+1",18,"sc_001",316852.270138796
"3677","Diazolidinyl urea","C8 H14 N4 O7","Pharmaceuticals","No match","Unused","Full match",-0.37,278.08615,279.09341,17.064,2360902.25634414,11,95.9,76.1,"No matches found","No matches found","No matches found","Single match found","No matches found","No matches found","DDA for preferred ion","[M+H]+1",18,"sc_003",2319003.48542682
"3678","Diazolidinyl urea","C8 H14 N4 O7","Pharmaceuticals","No match","Unused","Full match",-0.37,278.08615,279.09341,17.064,2360902.25634414,11,95.9,76.1,"No matches found","No matches found","No matches found","Single match found","No matches found","No matches found","DDA for preferred ion","[M+H]+1",18,"sc_004",280480.801639004
"3679","Diazolidinyl urea","C8 H14 N4 O7","Pharmaceuticals","No match","Unused","Full match",-0.37,278.08615,279.09341,17.064,2360902.25634414,11,95.9,76.1,"No matches found","No matches found","No matches found","Single match found","No matches found","No matches found","DDA for preferred ion","[M+H]+1",18,"sc_005",265355.044554354
"3680","Diazolidinyl urea","C8 H14 N4 O7","Pharmaceuticals","No match","Unused","Full match",-0.37,278.08615,279.09341,17.064,2360902.25634414,11,95.9,76.1,"No matches found","No matches found","No matches found","Single match found","No matches found","No matches found","DDA for preferred ion","[M+H]+1",18,"sc_007",1899891.49207021
"3681","Diazolidinyl urea","C8 H14 N4 O7","Pharmaceuticals","No match","Unused","Full match",-0.37,278.08615,279.09341,17.064,2360902.25634414,11,95.9,76.1,"No matches found","No matches found","No matches found","Single match found","No matches found","No matches found","DDA for preferred ion","[M+H]+1",18,"sc_008",2342877.8077651
"3682","Diazolidinyl urea","C8 H14 N4 O7","Pharmaceuticals","No match","Unused","Full match",-0.37,278.08615,279.09341,17.064,2360902.25634414,11,95.9,76.1,"No matches found","No matches found","No matches found","Single match found","No matches found","No matches found","DDA for preferred ion","[M+H]+1",18,"sc_009",312209.944193495
"3683","Diazolidinyl urea","C8 H14 N4 O7","Pharmaceuticals","No match","Unused","Full match",-0.37,278.08615,279.09341,17.064,2360902.25634414,11,95.9,76.1,"No matches found","No matches found","No matches found","Single match found","No matches found","No matches found","DDA for preferred ion","[M+H]+1",18,"sc_010",396214.739699671
"3684","Diazolidinyl urea","C8 H14 N4 O7","Pharmaceuticals","No match","Unused","Full match",-0.37,278.08615,279.09341,17.064,2360902.25634414,11,95.9,76.1,"No matches found","No matches found","No matches found","Single match found","No matches found","No matches found","DDA for preferred ion","[M+H]+1",18,"sc_011",447179.298205044
"3685","Diazolidinyl urea","C8 H14 N4 O7","Pharmaceuticals","No match","Unused","Full match",-0.37,278.08615,279.09341,17.064,2360902.25634414,11,95.9,76.1,"No matches found","No matches found","No matches found","Single match found","No matches found","No matches found","DDA for preferred ion","[M+H]+1",18,"sc_012",294386.353824422
"3686","Diazolidinyl urea","C8 H14 N4 O7","Pharmaceuticals","No match","Unused","Full match",-0.37,278.08615,279.09341,17.064,2360902.25634414,11,95.9,76.1,"No matches found","No matches found","No matches found","Single match found","No matches found","No matches found","DDA for preferred ion","[M+H]+1",18,"sc_013",182060.908306458
"3687","Diazolidinyl urea","C8 H14 N4 O7","Pharmaceuticals","No match","Unused","Full match",-0.37,278.08615,279.09341,17.064,2360902.25634414,11,95.9,76.1,"No matches found","No matches found","No matches found","Single match found","No matches found","No matches found","DDA for preferred ion","[M+H]+1",18,"sc_014",511474.183387994
"3688","Diazolidinyl urea","C8 H14 N4 O7","Pharmaceuticals","No match","Unused","Full match",-0.37,278.08615,279.09341,17.064,2360902.25634414,11,95.9,76.1,"No matches found","No matches found","No matches found","Single match found","No matches found","No matches found","DDA for preferred ion","[M+H]+1",18,"sc_015",602690.971925096
"3689","Diazolidinyl urea","C8 H14 N4 O7","Pharmaceuticals","No match","Unused","Full match",-0.37,278.08615,279.09341,17.064,2360902.25634414,11,95.9,76.1,"No matches found","No matches found","No matches found","Single match found","No matches found","No matches found","DDA for preferred ion","[M+H]+1",18,"sc_016",637138.232402258
"3690","Diazolidinyl urea","C8 H14 N4 O7","Pharmaceuticals","No match","Unused","Full match",-0.37,278.08615,279.09341,17.064,2360902.25634414,11,95.9,76.1,"No matches found","No matches found","No matches found","Single match found","No matches found","No matches found","DDA for preferred ion","[M+H]+1",18,"sc_017",310861.448617719
"3691","Diazolidinyl urea","C8 H14 N4 O7","Pharmaceuticals","No match","Unused","Full match",-0.37,278.08615,279.09341,17.064,2360902.25634414,11,95.9,76.1,"No matches found","No matches found","No matches found","Single match found","No matches found","No matches found","DDA for preferred ion","[M+H]+1",18,"sc_018",443261.642310895
"3692","Diazolidinyl urea","C8 H14 N4 O7","Pharmaceuticals","No match","Unused","Full match",-0.37,278.08615,279.09341,17.064,2360902.25634414,11,95.9,76.1,"No matches found","No matches found","No matches found","Single match found","No matches found","No matches found","DDA for preferred ion","[M+H]+1",18,"sc_020",1969100.81710092
"3693","Diazolidinyl urea","C8 H14 N4 O7","Pharmaceuticals","No match","Unused","Full match",-0.37,278.08615,279.09341,17.064,2360902.25634414,11,95.9,76.1,"No matches found","No matches found","No matches found","Single match found","No matches found","No matches found","DDA for preferred ion","[M+H]+1",18,"sc_023",1466251.2188822
"3694","Dibenzoylmethane","C15 H12 O2","Natural products","Full match","Full match","No results",0.47,224.08384,225.09111,18.06,2704734.44924996,6,68.6,44,"No matches found","No matches found","No matches found","No matches found","No matches found","No matches found","DDA for preferred ion","[M+H]+1",7,"sc_007",2089729.64341803
"3695","Dibenzoylmethane","C15 H12 O2","Natural products","Full match","Full match","No results",0.47,224.08384,225.09111,18.06,2704734.44924996,6,68.6,44,"No matches found","No matches found","No matches found","No matches found","No matches found","No matches found","DDA for preferred ion","[M+H]+1",7,"sc_008",2703109.23205487
"3696","Dibenzoylmethane","C15 H12 O2","Natural products","Full match","Full match","No results",0.47,224.08384,225.09111,18.06,2704734.44924996,6,68.6,44,"No matches found","No matches found","No matches found","No matches found","No matches found","No matches found","DDA for preferred ion","[M+H]+1",7,"sc_010",555320.303918975
"3697","Dibenzoylmethane","C15 H12 O2","Natural products","Full match","Full match","No results",0.47,224.08384,225.09111,18.06,2704734.44924996,6,68.6,44,"No matches found","No matches found","No matches found","No matches found","No matches found","No matches found","DDA for preferred ion","[M+H]+1",7,"sc_011",293810.283672575
"3698","Dibenzoylmethane","C15 H12 O2","Natural products","Full match","Full match","No results",0.47,224.08384,225.09111,18.06,2704734.44924996,6,68.6,44,"No matches found","No matches found","No matches found","No matches found","No matches found","No matches found","DDA for preferred ion","[M+H]+1",7,"sc_014",1306483.06601414
"3699","Dibenzoylmethane","C15 H12 O2","Natural products","Full match","Full match","No results",0.47,224.08384,225.09111,18.06,2704734.44924996,6,68.6,44,"No matches found","No matches found","No matches found","No matches found","No matches found","No matches found","DDA for preferred ion","[M+H]+1",7,"sc_016",345626.708222411
"3700","Dibenzoylmethane","C15 H12 O2","Natural products","Full match","Full match","No results",0.47,224.08384,225.09111,18.06,2704734.44924996,6,68.6,44,"No matches found","No matches found","No matches found","No matches found","No matches found","No matches found","DDA for preferred ion","[M+H]+1",7,"sc_017",376309.565398001
"3701","Dibutyl Phthalate","C16 H22 O4","Industrial/Intermediate","Not the top hit","Invalid mass","Full match",0.33,278.151902857143,281.591524285714,17.5158571428571,10002437.3419205,49,74.4,41.6571428571429,"Multiple matches found","No matches found","No matches found","No matches found","No matches found","Single match found","DDA for preferred ion","[M+NH4]+1",27,"sc_001",11966154.7857578
"3702","Dibutyl Phthalate","C16 H22 O4","Industrial/Intermediate","Not the top hit","Invalid mass","Full match",0.33,278.151902857143,281.591524285714,17.5158571428571,10002437.3419205,49,74.4,41.6571428571429,"Multiple matches found","No matches found","No matches found","No matches found","No matches found","Single match found","DDA for preferred ion","[M+NH4]+1",27,"sc_003",7087685.33845763
"3703","Dibutyl Phthalate","C16 H22 O4","Industrial/Intermediate","Not the top hit","Invalid mass","Full match",0.33,278.151902857143,281.591524285714,17.5158571428571,10002437.3419205,49,74.4,41.6571428571429,"Multiple matches found","No matches found","No matches found","No matches found","No matches found","Single match found","DDA for preferred ion","[M+NH4]+1",27,"sc_004",104185.969702594
"3704","Dibutyl Phthalate","C16 H22 O4","Industrial/Intermediate","Not the top hit","Invalid mass","Full match",0.33,278.151902857143,281.591524285714,17.5158571428571,10002437.3419205,49,74.4,41.6571428571429,"Multiple matches found","No matches found","No matches found","No matches found","No matches found","Single match found","DDA for preferred ion","[M+NH4]+1",27,"sc_007",685637.169297277
"3705","Dibutyl Phthalate","C16 H22 O4","Industrial/Intermediate","Not the top hit","Invalid mass","Full match",0.33,278.151902857143,281.591524285714,17.5158571428571,10002437.3419205,49,74.4,41.6571428571429,"Multiple matches found","No matches found","No matches found","No matches found","No matches found","Single match found","DDA for preferred ion","[M+NH4]+1",27,"sc_008",631752.593006005
"3706","Dibutyl Phthalate","C16 H22 O4","Industrial/Intermediate","Not the top hit","Invalid mass","Full match",0.33,278.151902857143,281.591524285714,17.5158571428571,10002437.3419205,49,74.4,41.6571428571429,"Multiple matches found","No matches found","No matches found","No matches found","No matches found","Single match found","DDA for preferred ion","[M+NH4]+1",27,"sc_009",34665.4175999015
"3707","Dibutyl Phthalate","C16 H22 O4","Industrial/Intermediate","Not the top hit","Invalid mass","Full match",0.33,278.151902857143,281.591524285714,17.5158571428571,10002437.3419205,49,74.4,41.6571428571429,"Multiple matches found","No matches found","No matches found","No matches found","No matches found","Single match found","DDA for preferred ion","[M+NH4]+1",27,"sc_010",653465.833817845
"3708","Dibutyl Phthalate","C16 H22 O4","Industrial/Intermediate","Not the top hit","Invalid mass","Full match",0.33,278.151902857143,281.591524285714,17.5158571428571,10002437.3419205,49,74.4,41.6571428571429,"Multiple matches found","No matches found","No matches found","No matches found","No matches found","Single match found","DDA for preferred ion","[M+NH4]+1",27,"sc_011",330379.036888287
"3709","Dibutyl Phthalate","C16 H22 O4","Industrial/Intermediate","Not the top hit","Invalid mass","Full match",0.33,278.151902857143,281.591524285714,17.5158571428571,10002437.3419205,49,74.4,41.6571428571429,"Multiple matches found","No matches found","No matches found","No matches found","No matches found","Single match found","DDA for preferred ion","[M+NH4]+1",27,"sc_012",558459.472289062
"3710","Dibutyl Phthalate","C16 H22 O4","Industrial/Intermediate","Not the top hit","Invalid mass","Full match",0.33,278.151902857143,281.591524285714,17.5158571428571,10002437.3419205,49,74.4,41.6571428571429,"Multiple matches found","No matches found","No matches found","No matches found","No matches found","Single match found","DDA for preferred ion","[M+NH4]+1",27,"sc_013",1319218.72395745
"3711","Dibutyl Phthalate","C16 H22 O4","Industrial/Intermediate","Not the top hit","Invalid mass","Full match",0.33,278.151902857143,281.591524285714,17.5158571428571,10002437.3419205,49,74.4,41.6571428571429,"Multiple matches found","No matches found","No matches found","No matches found","No matches found","Single match found","DDA for preferred ion","[M+NH4]+1",27,"sc_014",7831899.69421439
"3712","Dibutyl Phthalate","C16 H22 O4","Industrial/Intermediate","Not the top hit","Invalid mass","Full match",0.33,278.151902857143,281.591524285714,17.5158571428571,10002437.3419205,49,74.4,41.6571428571429,"Multiple matches found","No matches found","No matches found","No matches found","No matches found","Single match found","DDA for preferred ion","[M+NH4]+1",27,"sc_015",3035974.17989726
"3713","Dibutyl Phthalate","C16 H22 O4","Industrial/Intermediate","Not the top hit","Invalid mass","Full match",0.33,278.151902857143,281.591524285714,17.5158571428571,10002437.3419205,49,74.4,41.6571428571429,"Multiple matches found","No matches found","No matches found","No matches found","No matches found","Single match found","DDA for preferred ion","[M+NH4]+1",27,"sc_016",653809.158223406
"3714","Dibutyl Phthalate","C16 H22 O4","Industrial/Intermediate","Not the top hit","Invalid mass","Full match",0.33,278.151902857143,281.591524285714,17.5158571428571,10002437.3419205,49,74.4,41.6571428571429,"Multiple matches found","No matches found","No matches found","No matches found","No matches found","Single match found","DDA for preferred ion","[M+NH4]+1",27,"sc_017",298485.213759258
"3715","Dibutyl Phthalate","C16 H22 O4","Industrial/Intermediate","Not the top hit","Invalid mass","Full match",0.33,278.151902857143,281.591524285714,17.5158571428571,10002437.3419205,49,74.4,41.6571428571429,"Multiple matches found","No matches found","No matches found","No matches found","No matches found","Single match found","DDA for preferred ion","[M+NH4]+1",27,"sc_018",252446.764273812
"3716","Dibutyl Phthalate","C16 H22 O4","Industrial/Intermediate","Not the top hit","Invalid mass","Full match",0.33,278.151902857143,281.591524285714,17.5158571428571,10002437.3419205,49,74.4,41.6571428571429,"Multiple matches found","No matches found","No matches found","No matches found","No matches found","Single match found","DDA for preferred ion","[M+NH4]+1",27,"sc_020",1638107.83162718
"3717","Dibutyl Phthalate","C16 H22 O4","Industrial/Intermediate","Not the top hit","Invalid mass","Full match",0.33,278.151902857143,281.591524285714,17.5158571428571,10002437.3419205,49,74.4,41.6571428571429,"Multiple matches found","No matches found","No matches found","No matches found","No matches found","Single match found","DDA for preferred ion","[M+NH4]+1",27,"sc_023",2126327.41137282
"3718","Dibutyl Succinate","C12 H22 O4","Industrial/Intermediate","Full match","Partial match","Full match",0.28,230.15187,253.14109,18.155,180700196.326346,5,97.3,9.9,"Single match found","No matches found","No matches found","No matches found","No matches found","No matches found","DDA for other ion","[M+Na]+1",3,"sc_001",217262.214175707
"3719","Dibutyl Succinate","C12 H22 O4","Industrial/Intermediate","Full match","Partial match","Full match",0.28,230.15187,253.14109,18.155,180700196.326346,5,97.3,9.9,"Single match found","No matches found","No matches found","No matches found","No matches found","No matches found","DDA for other ion","[M+Na]+1",3,"sc_011",15901902.5431341
"3720","Dibutyl Succinate","C12 H22 O4","Industrial/Intermediate","Full match","Partial match","Full match",0.28,230.15187,253.14109,18.155,180700196.326346,5,97.3,9.9,"Single match found","No matches found","No matches found","No matches found","No matches found","No matches found","DDA for other ion","[M+Na]+1",3,"sc_017",2401891.71938448
"3721","Dibutylone","C13 H17 N O3","Psychoactives","Full match","Not the top hit","Full match",0.47,235.120955,236.1282325,9.7875,3142782.24320225,35,84.875,9.25,"Multiple matches found","No matches found","Single match found","No matches found","No matches found","Single match found","DDA for preferred ion","[M+H]+1",5,"sc_009",1410316.13691138
"3722","Dibutylone","C13 H17 N O3","Psychoactives","Full match","Not the top hit","Full match",0.47,235.120955,236.1282325,9.7875,3142782.24320225,35,84.875,9.25,"Multiple matches found","No matches found","Single match found","No matches found","No matches found","Single match found","DDA for preferred ion","[M+H]+1",5,"sc_013",695679.994345983
"3723","Dibutylone","C13 H17 N O3","Psychoactives","Full match","Not the top hit","Full match",0.47,235.120955,236.1282325,9.7875,3142782.24320225,35,84.875,9.25,"Multiple matches found","No matches found","Single match found","No matches found","No matches found","Single match found","DDA for preferred ion","[M+H]+1",5,"sc_014",1647472.03927547
"3724","Dibutylone","C13 H17 N O3","Psychoactives","Full match","Not the top hit","Full match",0.47,235.120955,236.1282325,9.7875,3142782.24320225,35,84.875,9.25,"Multiple matches found","No matches found","Single match found","No matches found","No matches found","Single match found","DDA for preferred ion","[M+H]+1",5,"sc_015",2302212.21414204
"3725","Dibutylone","C13 H17 N O3","Psychoactives","Full match","Not the top hit","Full match",0.47,235.120955,236.1282325,9.7875,3142782.24320225,35,84.875,9.25,"Multiple matches found","No matches found","Single match found","No matches found","No matches found","Single match found","DDA for preferred ion","[M+H]+1",5,"sc_023",1408975.46374751
"3726","Diclofenac","C14 H11 Cl2 N O2","Pharmaceuticals","Not the top hit","Full match","Full match",0.43,295.01681,296.02415,18.892,2037051.14835373,4,76.6,48.1,"Multiple matches found","No matches found","No matches found","Multiple matches found","No matches found","No matches found","DDA for preferred ion","[M+H]+1",3,"sc_003",557338.433109219
"3727","Diclofenac","C14 H11 Cl2 N O2","Pharmaceuticals","Not the top hit","Full match","Full match",0.43,295.01681,296.02415,18.892,2037051.14835373,4,76.6,48.1,"Multiple matches found","No matches found","No matches found","Multiple matches found","No matches found","No matches found","DDA for preferred ion","[M+H]+1",3,"sc_007",1950555.49554999
"3728","Diclofenac","C14 H11 Cl2 N O2","Pharmaceuticals","Not the top hit","Full match","Full match",0.43,295.01681,296.02415,18.892,2037051.14835373,4,76.6,48.1,"Multiple matches found","No matches found","No matches found","Multiple matches found","No matches found","No matches found","DDA for preferred ion","[M+H]+1",3,"sc_020",339054.188032707
"3729","Dicyclopentamethylenethiuram disulfide","C12 H20 N2 S4","Pharmaceuticals","No match","Invalid mass","Full match",0.36,320.05105,321.05832,2.602,343188.245469818,5,69.8,8.5,"No matches found","No matches found","No matches found","Single match found","No matches found","No matches found","DDA for preferred ion","[M+H]+1",1,"sc_013",323016.140549303
"3730","Dienogest","C20 H25 N O2","Pharmaceuticals","No results","Not the top hit","Full match",0.16,311.18858,312.19585,16.782,3156958.02133594,7,64.6,8.2,"No matches found","No matches found","No matches found","Single match found","No matches found","No matches found","DDA for preferred ion","[M+H]+1",1,"sc_007",186637.64072494
"3731","Diethofencarb","C14 H21 N O4","Pesticides","Full match","Partial match","Full match",0.375,267.14716,268.154435,12.1995,13730271.2886945,8,86.5,84.6,"Single match found","No matches found","No matches found","No matches found","No matches found","No matches found","DDA for preferred ion","[M+H]+1",8,"sc_004",1099250.52802788
"3732","Diethofencarb","C14 H21 N O4","Pesticides","Full match","Partial match","Full match",0.375,267.14716,268.154435,12.1995,13730271.2886945,8,86.5,84.6,"Single match found","No matches found","No matches found","No matches found","No matches found","No matches found","DDA for preferred ion","[M+H]+1",8,"sc_008",1082544.16685042
"3733","Diethofencarb","C14 H21 N O4","Pesticides","Full match","Partial match","Full match",0.375,267.14716,268.154435,12.1995,13730271.2886945,8,86.5,84.6,"Single match found","No matches found","No matches found","No matches found","No matches found","No matches found","DDA for preferred ion","[M+H]+1",8,"sc_009",5026196.89792093
"3734","Diethofencarb","C14 H21 N O4","Pesticides","Full match","Partial match","Full match",0.375,267.14716,268.154435,12.1995,13730271.2886945,8,86.5,84.6,"Single match found","No matches found","No matches found","No matches found","No matches found","No matches found","DDA for preferred ion","[M+H]+1",8,"sc_015",3668602.79385925
"3735","Diethofencarb","C14 H21 N O4","Pesticides","Full match","Partial match","Full match",0.375,267.14716,268.154435,12.1995,13730271.2886945,8,86.5,84.6,"Single match found","No matches found","No matches found","No matches found","No matches found","No matches found","DDA for preferred ion","[M+H]+1",8,"sc_016",1443086.13126051
"3736","Diethofencarb","C14 H21 N O4","Pesticides","Full match","Partial match","Full match",0.375,267.14716,268.154435,12.1995,13730271.2886945,8,86.5,84.6,"Single match found","No matches found","No matches found","No matches found","No matches found","No matches found","DDA for preferred ion","[M+H]+1",8,"sc_020",22116274.5869476
"3737","Diethofencarb","C14 H21 N O4","Pesticides","Full match","Partial match","Full match",0.375,267.14716,268.154435,12.1995,13730271.2886945,8,86.5,84.6,"Single match found","No matches found","No matches found","No matches found","No matches found","No matches found","DDA for preferred ion","[M+H]+1",8,"sc_023",2138843.83983758
"3738","Diethylthiambutene","C16 H21 N S2","Pharmaceuticals","Not the top hit","No results","Full match",-2.585,291.11079,292.11807,11.5875,1565487.03555069,0,NA,NA,"No matches found","No matches found","No matches found","Single match found","No matches found","No matches found","DDA for preferred ion","[M+H]+1",2,"sc_007",758148.02742921
"3739","Diethylthiambutene","C16 H21 N S2","Pharmaceuticals","Not the top hit","No results","Full match",-2.585,291.11079,292.11807,11.5875,1565487.03555069,0,NA,NA,"No matches found","No matches found","No matches found","Single match found","No matches found","No matches found","DDA for preferred ion","[M+H]+1",2,"sc_023",1907669.02646463
"3740","Difenacoum","C31 H24 O3","Pesticides","No match","Not the top hit","Full match",-1.69,444.17179,445.17911,16.667,1597808.13343948,6,76.3,47.9,"Single match found","No matches found","No matches found","No matches found","No matches found","No matches found","DDA for preferred ion","[M+H]+1",1,"sc_001",1556798.97821731
"3741","Difenoxin","C28 H28 N2 O2","Pharmaceuticals","No match","Not the top hit","Full match",-0.41,424.2149,425.22218,13.897,669252.074151056,8,87.4,9.4,"No matches found","No matches found","Single match found","Single match found","No matches found","No matches found","DDA for preferred ion","[M+H]+1",1,"sc_008",146714.481551226
"3742","Difenoxuron","C16 H18 N2 O3","Pesticides","No match","Not the top hit","Full match",-0.56,286.131585,287.13886,15.101,1003098.18015809,9,89.4,9.45,"Multiple matches found","No matches found","No matches found","No matches found","No matches found","No matches found","DDA for preferred ion","[M+H]+1",2,"sc_001",39300.5825835427
"3743","Difenoxuron","C16 H18 N2 O3","Pesticides","No match","Not the top hit","Full match",-0.56,286.131585,287.13886,15.101,1003098.18015809,9,89.4,9.45,"Multiple matches found","No matches found","No matches found","No matches found","No matches found","No matches found","DDA for preferred ion","[M+H]+1",2,"sc_016",900128.224864446
"3744","Diflucortolone Pivalate","C27 H36 F2 O5","Personal Care Products","No match","Not the top hit","Full match",3.585,478.254795,479.26207,20.886,835201.786266705,8,84.95,9.25,"Single match found","No matches found","No matches found","No matches found","No matches found","No matches found","DDA for preferred ion","[M+H]+1",4,"sc_010",1261740.62281514
"3745","Diflucortolone Pivalate","C27 H36 F2 O5","Personal Care Products","No match","Not the top hit","Full match",3.585,478.254795,479.26207,20.886,835201.786266705,8,84.95,9.25,"Single match found","No matches found","No matches found","No matches found","No matches found","No matches found","DDA for preferred ion","[M+H]+1",4,"sc_013",238568.690242504
"3746","Diflucortolone Pivalate","C27 H36 F2 O5","Personal Care Products","No match","Not the top hit","Full match",3.585,478.254795,479.26207,20.886,835201.786266705,8,84.95,9.25,"Single match found","No matches found","No matches found","No matches found","No matches found","No matches found","DDA for preferred ion","[M+H]+1",4,"sc_018",172276.661422151
"3747","Difluprednate","C27 H34 F2 O7","Pharmaceuticals","Unused","Invalid mass","Full match",3.18,508.22888,509.23615,16.938,460472.180463142,2,81.7,51.1,"No matches found","No matches found","No matches found","Single match found","No matches found","No matches found","DDA for preferred ion","[M+H]+1",1,"sc_007",319140.864523918
"3748","Digitoxigenin","C23 H34 O4","Pharmaceuticals","Not the top hit","Invalid mass","Full match",-0.1,374.24567,375.25289,15.221,1639060.97337071,1,47,7.4,"No matches found","No matches found","No matches found","Multiple matches found","No matches found","No matches found","DDA for preferred ion","[M+H]+1",1,"sc_007",1536686.41552769
"3749","Dihydralazine","C8 H10 N6","Pharmaceuticals","Full match","Partial match","Full match",1.26,190.096933333333,191.104186666667,12.1776666666667,5562410.42127916,10,70.5333333333333,66.7,"No matches found","No matches found","No matches found","Single match found","No matches found","No matches found","DDA for preferred ion","[M+H]+1",7,"sc_003",1940922.68864371
"3750","Dihydralazine","C8 H10 N6","Pharmaceuticals","Full match","Partial match","Full match",1.26,190.096933333333,191.104186666667,12.1776666666667,5562410.42127916,10,70.5333333333333,66.7,"No matches found","No matches found","No matches found","Single match found","No matches found","No matches found","DDA for preferred ion","[M+H]+1",7,"sc_007",11879864.3543321
"3751","Dihydralazine","C8 H10 N6","Pharmaceuticals","Full match","Partial match","Full match",1.26,190.096933333333,191.104186666667,12.1776666666667,5562410.42127916,10,70.5333333333333,66.7,"No matches found","No matches found","No matches found","Single match found","No matches found","No matches found","DDA for preferred ion","[M+H]+1",7,"sc_008",382999.173768462
