"","name","formula","category","annot_source_predicted_compositions","annot_source_mz_cloud_search","annot_source_mass_list_search","annot_delta_mass_ppm","calc_mw","m_z","rt_min","area_max","number_mz_cloud_results","mz_cloud_best_match","mz_cloud_best_match_confidence","mass_list_match_efs_hram_compound_database","mass_list_match_antibiotics_itn_msca_answer_160616_w_dtxsi_ds","psychoactive_substances","pharmaceuticals_oct22","mass_list_match_itn_kps","mass_list_match_clews_list","ms2","reference_ion","sc_001","sc_002","sc_003","sc_004","sc_005","sc_007","sc_008","sc_009","sc_010","sc_011","sc_012","sc_013","sc_014","sc_015","sc_016","sc_017","sc_018","sc_020","sc_023","count_2"
"675","Demeton","C8 H19 O3 P S2","Pesticides","No match","Invalid mass","Full match",-3.17,258.0505,259.05778,13.27,50092238.5051999,9,99.1,10,"Multiple matches found","No matches found","No matches found","No matches found","No matches found","No matches found","DDA for preferred ion","[M+H]+1",NA,NA,NA,8097054.51272207,NA,NA,NA,3859048.85726831,NA,NA,NA,18993050.6958438,NA,NA,NA,NA,NA,NA,NA,3
"676","Deoxynivalenol","C15 H20 O6","Natural products","No match","Full match","Full match",0.403333333333333,296.12611,298.45717,12.105,2073393.89737338,20,69.1666666666667,27.2,"Single match found","No matches found","No matches found","No matches found","No matches found","No matches found","DDA for preferred ion","[M+Na]+1",NA,NA,NA,NA,NA,NA,NA,3515449.14675617,NA,NA,NA,NA,NA,NA,NA,NA,NA,885198.941909612,NA,3
"677","Desethylhydroxyatrazine","C6 H11 N5 O","Pesticides","Full match","Full match","No results",0.32,169.09641,170.10369,9.85,185889.743429407,1,79.9,9,"No matches found","No matches found","No matches found","No matches found","No matches found","No matches found","DDA for preferred ion","[M+H]+1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,167302.65545108,NA,NA,NA,NA,1
"678","Desloratadine","C19 H19 Cl N2","Pharmaceuticals","No match","Not the top hit","Full match",1.09,310.12401,311.13128,16.708,15289818.9460833,7,79.6,61.2,"No matches found","No matches found","No matches found","Single match found","No matches found","No matches found","DDA for preferred ion","[M+H]+1",NA,NA,NA,NA,NA,14934947.3095121,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"679","Desmedipham","C16 H16 N2 O4","Pesticides","Not the top hit","Invalid mass","Full match",0.385,300.111121666667,301.11841,11.6696666666667,1398465.20763783,51,78.2333333333333,60.0833333333333,"Multiple matches found","No matches found","No matches found","No matches found","No matches found","No matches found","DDA for preferred ion","[M+H]+1",NA,NA,1081947.28498952,NA,NA,1479867.15519997,2782903.91840794,NA,NA,NA,NA,NA,1507715.72379339,NA,436013.478158536,NA,NA,1078046.04839643,1625730.84431642,14
"680","Desmethyl Nefopam","C16 H17 N O","Pharmaceuticals","Not the top hit","Invalid mass","Full match",0.45,239.13112,240.13838,17.116,513258.901936445,1,45,43.5,"Multiple matches found","No matches found","No matches found","No matches found","No matches found","No matches found","DDA for preferred ion","[M+H]+1",NA,NA,NA,NA,115251.898715468,NA,NA,NA,NA,323193.057070522,NA,NA,NA,341952.941028863,NA,NA,336686.450169299,395061.272491132,458976.439658119,6
"681","Desmethylcitalopram","C19 H19 F N2 O","Pharmaceuticals","No match","Not the top hit","Full match",1.96,310.14875,311.15602,21.151,135896.577466912,12,96.5,9.8,"Single match found","No matches found","No matches found","No matches found","No matches found","No matches found","DDA for preferred ion","[M+H]+1",99530.3304697457,NA,NA,NA,58577.5051774189,NA,NA,NA,134633.717656338,NA,NA,NA,NA,NA,NA,NA,37582.7169536909,NA,NA,4
"682","Desmethylclozapine","C17 H17 Cl N4","Pharmaceuticals","No match","Full match","Full match",1.14,312.11453,313.12181,6.069,2620003.26038405,8,52,44.8,"Single match found","No matches found","No matches found","No matches found","No matches found","No matches found","DDA for preferred ion","[M+H]+1",NA,NA,NA,NA,NA,2513949.61715139,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"683","Desmethyldoxepin","C18 H19 N O","Pharmaceuticals","Not the top hit","Full match","Full match",0.41,265.14677,266.15404,19.601,2135380.16603514,4,83.6,52.2,"Single match found","No matches found","No matches found","No matches found","No matches found","No matches found","DDA for preferred ion","[M+H]+1",NA,NA,NA,NA,NA,NA,404471.731305866,NA,592153.327195752,721321.042409935,NA,470763.067737532,NA,541804.719376455,NA,89168.3366596877,801655.21901923,NA,NA,7
"684","Desogestrel","C22 H30 O","Pharmaceuticals","Not the top hit","No results","Full match",0.48,310.22981,311.23713,23.973,3691155.27419996,0,NA,NA,"No matches found","No matches found","No matches found","Single match found","No matches found","No matches found","DDA for preferred ion","[M+H]+1",NA,NA,NA,NA,NA,3637144.52489199,284355.720700224,NA,NA,NA,NA,204676.694969064,208429.016019524,NA,NA,NA,NA,NA,NA,4
"685","Desoximetasone","C22 H29 F O4","Pharmaceuticals","No match","Not the top hit","Full match",-0.66,376.20474,377.2119,22.496,400186.910543187,10,97.4,9.9,"Multiple matches found","No matches found","No matches found","Multiple matches found","No matches found","No matches found","DDA for preferred ion","[M+H]+1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,124333.270749562,NA,NA,NA,NA,NA,NA,1
"686","Desoxymethyltestosterone","C20 H32 O","Pharmaceuticals","Full match","No results","Full match",0.56,288.24547625,289.252775,21.0685,3447688.45525114,0,NA,NA,"No matches found","No matches found","Multiple matches found","Single match found","No matches found","No matches found","DDA for preferred ion","[M+H]+1",NA,NA,3521080.45777328,NA,292239.665559877,1117574.79264936,1395828.25116076,NA,NA,NA,NA,116012.592288999,709606.330389245,NA,2121691.65237345,49206.5388620664,NA,NA,NA,21
"687","Desthiobiotin","C10 H18 N2 O3","Pharmaceuticals","Full match","Not the top hit","Full match",-1.35,214.131455,215.13901,6.3185,593807.252211837,6,60.65,33.8,"No matches found","No matches found","No matches found","Single match found","No matches found","No matches found","DDA for preferred ion","[M+H]+1",NA,NA,NA,NA,NA,242085.794803922,NA,NA,NA,NA,205065.366227441,NA,NA,667552.765330008,NA,NA,NA,NA,NA,3
"688","Detomidine","C12 H14 N2","Pharmaceuticals","Full match","Full match","Full match",0.3,186.115755,187.123035,17.6755,5606595.50151619,3,63.75,8.2,"Single match found","No matches found","No matches found","No matches found","No matches found","No matches found","DDA for preferred ion","[M+H]+1",NA,376364.871943429,1830211.66911819,54132.5428413937,NA,3310435.68633781,991467.524930313,1283608.76324695,NA,NA,NA,NA,1245480.74284536,4331857.9904031,1491650.90639566,NA,NA,7085235.71229703,3929193.41557685,13
"689","Dexelvucitabine","C9 H10 F N3 O3","Pharmaceuticals","Not the top hit","Invalid mass","Full match",-4.655,227.06956,228.07684,6.1495,1580719.92106589,18,80.25,29.75,"No matches found","No matches found","No matches found","Multiple matches found","No matches found","No matches found","DDA for preferred ion","[M+H]+1",NA,NA,1837643.90343449,NA,NA,1100720.21606435,520913.90480637,144853.867326187,NA,NA,NA,NA,710518.511121848,431654.723623928,248483.359024392,NA,NA,789153.295235159,408892.263360639,12
"690","Dexpanthenol","C9 H19 N O4","Pharmaceuticals","Full match","Partial match","Full match",0.25,205.13146,206.13868,6.768,4704122.14069577,6,97.8,91,"No matches found","No matches found","No matches found","Single match found","No matches found","Single match found","DDA for preferred ion","[M+H]+1",4625437.9428829,2856079.17802658,614681.263701004,644225.752396455,644851.764797221,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,110202.061126338,6
"691","Dextromethorphan","C18 H25 N O","Pharmaceuticals","Not the top hit","Full match","Full match",-0.98,271.19335,272.20062,10.759,80694.3506328318,4,80.8,9,"Single match found","No matches found","Multiple matches found","Single match found","No matches found","No matches found","DDA for preferred ion","[M+H]+1",NA,NA,NA,NA,NA,NA,52705.3628954536,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"692","Di-sec-butyl adipate","C14 H26 O4","Industrial/Intermediate","No match","No results","Full match",-0.511666666666667,258.182976666667,262.85391,16.7391666666667,1035161.25283799,7,68.9,47.9,"No matches found","No matches found","No matches found","No matches found","No matches found","Single match found","DDA for preferred ion","[M+H]+1",NA,NA,NA,NA,82470.1653378138,NA,NA,NA,212979.735209989,2338974.0410545,NA,NA,78182.242286127,NA,247323.346521332,41159.7396932845,NA,NA,NA,9
"693","Diampromide","C21 H28 N2 O","Pharmaceuticals","Full match","Partial match","Full match",0.39,324.22029,325.22757,13.895,1328131.69681411,3,71.7,45.2,"No matches found","No matches found","No matches found","Single match found","No matches found","No matches found","DDA for preferred ion","[M+H]+1",NA,NA,NA,NA,NA,978052.36454826,563742.518538708,NA,NA,NA,NA,NA,NA,NA,147154.46405868,NA,NA,1251399.93711799,NA,4
"694","Diamthazole","C15 H23 N3 O S","Pharmaceuticals","Not the top hit","Invalid mass","Full match",-4.78,293.15478,587.31668,21.084,1879489.63874219,4,96.4,77.7,"No matches found","No matches found","No matches found","Single match found","No matches found","No matches found","DDA for preferred ion","[2M+H]+1",NA,NA,1835960.97176608,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"695","Diazinon","C12 H21 N2 O3 P S","Pesticides","Not the top hit","Not the top hit","Full match",0.48,304.1012,305.10847,19.217,424961.402554511,11,78.5,49.2,"Single match found","No matches found","No matches found","No matches found","No matches found","No matches found","DDA for preferred ion","[M+H]+1",NA,NA,128337.729653346,NA,NA,194490.236452224,385136.801856571,NA,NA,NA,68622.8254603419,NA,NA,NA,65109.0965636108,NA,NA,NA,NA,5
"696","Diazinon-Oxon","C12 H21 N2 O4 P","Pesticides","Not the top hit","Not the top hit","Full match",4.365,288.125155,289.13244,19.0295,2949680.57412201,33,82.6,9.1,"Single match found","No matches found","No matches found","No matches found","No matches found","No matches found","DDA for preferred ion","[M+H]+1",341304.593953183,NA,529784.795391684,158758.103900473,NA,NA,NA,NA,NA,233631.464583031,NA,NA,NA,NA,315829.401023034,NA,324821.72996557,NA,NA,6
"697","Diazolidinyl urea","C8 H14 N4 O7","Pharmaceuticals","No match","Unused","Full match",-0.37,278.08615,279.09341,17.064,2360902.25634414,11,95.9,76.1,"No matches found","No matches found","No matches found","Single match found","No matches found","No matches found","DDA for preferred ion","[M+H]+1",316852.270138796,NA,2319003.48542682,280480.801639004,265355.044554354,1899891.49207021,2342877.8077651,312209.944193495,396214.739699671,447179.298205044,294386.353824422,182060.908306458,511474.183387994,602690.971925096,637138.232402258,310861.448617719,443261.642310895,1969100.81710092,1466251.2188822,18
"698","Dibenzoylmethane","C15 H12 O2","Natural products","Full match","Full match","No results",0.47,224.08384,225.09111,18.06,2704734.44924996,6,68.6,44,"No matches found","No matches found","No matches found","No matches found","No matches found","No matches found","DDA for preferred ion","[M+H]+1",NA,NA,NA,NA,NA,2089729.64341803,2703109.23205487,NA,555320.303918975,293810.283672575,NA,NA,1306483.06601414,NA,345626.708222411,376309.565398001,NA,NA,NA,7
"699","Dibutyl Phthalate","C16 H22 O4","Industrial/Intermediate","Not the top hit","Invalid mass","Full match",0.33,278.151902857143,281.591524285714,17.5158571428571,10002437.3419205,49,74.4,41.6571428571429,"Multiple matches found","No matches found","No matches found","No matches found","No matches found","Single match found","DDA for preferred ion","[M+NH4]+1",11966154.7857578,NA,7087685.33845763,104185.969702594,NA,685637.169297277,631752.593006005,34665.4175999015,653465.833817845,330379.036888287,558459.472289062,1319218.72395745,7831899.69421439,3035974.17989726,653809.158223406,298485.213759258,252446.764273812,1638107.83162718,2126327.41137282,27
"700","Dibutyl Succinate","C12 H22 O4","Industrial/Intermediate","Full match","Partial match","Full match",0.28,230.15187,253.14109,18.155,180700196.326346,5,97.3,9.9,"Single match found","No matches found","No matches found","No matches found","No matches found","No matches found","DDA for other ion","[M+Na]+1",217262.214175707,NA,NA,NA,NA,NA,NA,NA,NA,15901902.5431341,NA,NA,NA,NA,NA,2401891.71938448,NA,NA,NA,3
"701","Dibutylone","C13 H17 N O3","Psychoactives","Full match","Not the top hit","Full match",0.47,235.120955,236.1282325,9.7875,3142782.24320225,35,84.875,9.25,"Multiple matches found","No matches found","Single match found","No matches found","No matches found","Single match found","DDA for preferred ion","[M+H]+1",NA,NA,NA,NA,NA,NA,NA,1410316.13691138,NA,NA,NA,695679.994345983,1647472.03927547,2302212.21414204,NA,NA,NA,NA,1408975.46374751,5
"702","Diclofenac","C14 H11 Cl2 N O2","Pharmaceuticals","Not the top hit","Full match","Full match",0.43,295.01681,296.02415,18.892,2037051.14835373,4,76.6,48.1,"Multiple matches found","No matches found","No matches found","Multiple matches found","No matches found","No matches found","DDA for preferred ion","[M+H]+1",NA,NA,557338.433109219,NA,NA,1950555.49554999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,339054.188032707,NA,3
"703","Dicyclopentamethylenethiuram disulfide","C12 H20 N2 S4","Pharmaceuticals","No match","Invalid mass","Full match",0.36,320.05105,321.05832,2.602,343188.245469818,5,69.8,8.5,"No matches found","No matches found","No matches found","Single match found","No matches found","No matches found","DDA for preferred ion","[M+H]+1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,323016.140549303,NA,NA,NA,NA,NA,NA,NA,1
"704","Dienogest","C20 H25 N O2","Pharmaceuticals","No results","Not the top hit","Full match",0.16,311.18858,312.19585,16.782,3156958.02133594,7,64.6,8.2,"No matches found","No matches found","No matches found","Single match found","No matches found","No matches found","DDA for preferred ion","[M+H]+1",NA,NA,NA,NA,NA,186637.64072494,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"705","Diethofencarb","C14 H21 N O4","Pesticides","Full match","Partial match","Full match",0.375,267.14716,268.154435,12.1995,13730271.2886945,8,86.5,84.6,"Single match found","No matches found","No matches found","No matches found","No matches found","No matches found","DDA for preferred ion","[M+H]+1",NA,NA,NA,1099250.52802788,NA,NA,1082544.16685042,5026196.89792093,NA,NA,NA,NA,NA,3668602.79385925,1443086.13126051,NA,NA,22116274.5869476,2138843.83983758,8
"706","Diethylthiambutene","C16 H21 N S2","Pharmaceuticals","Not the top hit","No results","Full match",-2.585,291.11079,292.11807,11.5875,1565487.03555069,0,NA,NA,"No matches found","No matches found","No matches found","Single match found","No matches found","No matches found","DDA for preferred ion","[M+H]+1",NA,NA,NA,NA,NA,758148.02742921,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1907669.02646463,2
"707","Difenacoum","C31 H24 O3","Pesticides","No match","Not the top hit","Full match",-1.69,444.17179,445.17911,16.667,1597808.13343948,6,76.3,47.9,"Single match found","No matches found","No matches found","No matches found","No matches found","No matches found","DDA for preferred ion","[M+H]+1",1556798.97821731,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"708","Difenoxin","C28 H28 N2 O2","Pharmaceuticals","No match","Not the top hit","Full match",-0.41,424.2149,425.22218,13.897,669252.074151056,8,87.4,9.4,"No matches found","No matches found","Single match found","Single match found","No matches found","No matches found","DDA for preferred ion","[M+H]+1",NA,NA,NA,NA,NA,NA,146714.481551226,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"709","Difenoxuron","C16 H18 N2 O3","Pesticides","No match","Not the top hit","Full match",-0.56,286.131585,287.13886,15.101,1003098.18015809,9,89.4,9.45,"Multiple matches found","No matches found","No matches found","No matches found","No matches found","No matches found","DDA for preferred ion","[M+H]+1",39300.5825835427,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,900128.224864446,NA,NA,NA,NA,2
"710","Diflucortolone Pivalate","C27 H36 F2 O5","Personal Care Products","No match","Not the top hit","Full match",3.585,478.254795,479.26207,20.886,835201.786266705,8,84.95,9.25,"Single match found","No matches found","No matches found","No matches found","No matches found","No matches found","DDA for preferred ion","[M+H]+1",NA,NA,NA,NA,NA,NA,NA,NA,1261740.62281514,NA,NA,238568.690242504,NA,NA,NA,NA,172276.661422151,NA,NA,4
"711","Difluprednate","C27 H34 F2 O7","Pharmaceuticals","Unused","Invalid mass","Full match",3.18,508.22888,509.23615,16.938,460472.180463142,2,81.7,51.1,"No matches found","No matches found","No matches found","Single match found","No matches found","No matches found","DDA for preferred ion","[M+H]+1",NA,NA,NA,NA,NA,319140.864523918,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"712","Digitoxigenin","C23 H34 O4","Pharmaceuticals","Not the top hit","Invalid mass","Full match",-0.1,374.24567,375.25289,15.221,1639060.97337071,1,47,7.4,"No matches found","No matches found","No matches found","Multiple matches found","No matches found","No matches found","DDA for preferred ion","[M+H]+1",NA,NA,NA,NA,NA,1536686.41552769,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"713","Dihydralazine","C8 H10 N6","Pharmaceuticals","Full match","Partial match","Full match",1.26,190.096933333333,191.104186666667,12.1776666666667,5562410.42127916,10,70.5333333333333,66.7,"No matches found","No matches found","No matches found","Single match found","No matches found","No matches found","DDA for preferred ion","[M+H]+1",NA,NA,1940922.68864371,NA,NA,11879864.3543321,382999.173768462,NA,NA,NA,NA,NA,NA,515248.868767972,NA,NA,124466.34878998,2300690.76174496,NA,7
"714","Dihydroergocriptine","C32 H43 N5 O5","Pharmaceuticals","No match","Invalid mass","Full match",-4.3075,577.3239325,578.33121,12.38875,1707736.05334966,12,94.8,9.75,"No matches found","No matches found","No matches found","Multiple matches found","No matches found","No matches found","DDA for preferred ion","[M+H]+1",152778.109499442,NA,NA,NA,693284.56199459,NA,NA,NA,NA,NA,157320.880579772,388739.346534117,NA,NA,137398.611226367,NA,NA,NA,NA,5
"715","Dihydrokainic acid","C10 H17 N O4","Natural products","Full match","Invalid mass","Full match",-0.1775,215.1157175,274.15866,5.8145,4252216.62903854,3,52.8,41.4,"No matches found","No matches found","No matches found","No matches found","No matches found","Single match found","DDA for preferred ion","[M+H]+1",NA,NA,NA,NA,NA,146848.429302884,NA,5542344.97244402,631309.19002132,NA,NA,NA,NA,NA,NA,NA,NA,NA,1132602.55902081,5
"716","Dihydrolipoamide","C8 H17 N O S2","Pharmaceuticals","Not the top hit","Invalid mass","Full match",2.27,207.075625,208.0829,7.8835,270804.95232202,4,83.35,9.15,"No matches found","No matches found","No matches found","Single match found","No matches found","No matches found","DDA for preferred ion","[M+H]+1",NA,NA,122679.42947275,NA,NA,213003.573320255,117000.598817172,NA,NA,NA,NA,NA,NA,111031.832896257,NA,NA,NA,296580.92047533,NA,5
"717","Dihydrotachysterol","C28 H46 O","Pharmaceuticals","Not the top hit","No results","Full match",0.27,398.35497,399.36221,23.648,2474254.4161038,0,NA,NA,"No matches found","No matches found","No matches found","Single match found","No matches found","No matches found","DDA for other ion","[M+H]+1",NA,NA,NA,NA,NA,NA,NA,NA,NA,2327533.06842782,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"718","Dihydrotestosterone benzoate","C26 H34 O3","Psychoactives","No match","Invalid mass","Full match",0.59,394.25103,395.25831,19.972,3774831.49250686,2,92.2,9.6,"No matches found","No matches found","Single match found","No matches found","No matches found","No matches found","DDA for preferred ion","[M+H]+1",NA,NA,NA,NA,NA,NA,NA,NA,69397.252328317,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"719","Diisopropyl fluorophosphate","C6 H14 F O3 P","Pharmaceuticals","Not the top hit","Invalid mass","Full match",3.54,184.06711,185.07439,6.785,158794.996729362,4,81.2,9.1,"No matches found","No matches found","No matches found","Single match found","No matches found","No matches found","DDA for preferred ion","[M+H]+1",NA,NA,NA,NA,NA,NA,NA,84992.7775992371,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"720","Diketo-Metribuzin","C7 H12 N4 O2","Pesticides","Full match","Full match","No results",0.27,184.09608,185.10335,7.066,1302055.93893047,4,68.4,8.4,"No matches found","No matches found","No matches found","No matches found","No matches found","No matches found","DDA for preferred ion","[M+H]+1",NA,NA,NA,56566.2095968797,NA,434904.352352825,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1190022.48354036,NA,3
"721","Dimenoxadol","C20 H25 N O3","Psychoactives","Not the top hit","Not the top hit","Full match",0.09,327.183475,328.19076,16.6845,346569.846926652,11,82.05,26.75,"No matches found","No matches found","Single match found","Multiple matches found","No matches found","No matches found","DDA for preferred ion","[M+H]+1",NA,567607.415247039,NA,NA,86844.2564480293,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
"722","Dimethachlor OXA","C13 H17 N O4","Pesticides","Full match","Not the top hit","No results",0.38,251.11585,252.12314,7.889,2315304.91760585,6,71.3,8.6,"No matches found","No matches found","No matches found","No matches found","No matches found","No matches found","DDA for preferred ion","[M+H]+1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1964454.22979726,NA,NA,NA,NA,NA,NA,1
"723","Dimethirimol","C11 H19 N3 O","Pesticides","Full match","Not the top hit","Full match",-0.05,209.1528,210.16008,9.456,818565.350491982,2,86.2,70.3,"Multiple matches found","No matches found","No matches found","No matches found","No matches found","No matches found","DDA for preferred ion","[M+H]+1",NA,NA,770305.46137108,NA,NA,NA,586205.651929618,NA,NA,NA,NA,NA,NA,NA,138581.563990564,NA,NA,133275.249265349,NA,4
"724","Dimethomorph","C21 H22 Cl N O4","Pesticides","No match","Not the top hit","Full match",4.07,387.12531,388.13259,10.397,362117.649615721,3,49.3,7.5,"Single match found","No matches found","No matches found","No matches found","No matches found","No matches found","DDA for preferred ion","[M+H]+1",NA,NA,NA,NA,NA,332490.527625374,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"725","Dimethoxybenzidine","C14 H16 N2 O2","Pharmaceuticals","Not the top hit","Partial match","Full match",0.484545454545455,244.121296363636,245.12858,13.2938181818182,4710884.94162787,49,75.2636363636364,43.6909090909091,"Multiple matches found","No matches found","No matches found","Single match found","No matches found","Single match found","DDA for preferred ion","[M+H]+1",NA,2528834.34389834,867330.325035649,181547.100965157,370780.736233086,7923208.53247201,2270454.83234279,9423788.63429548,550802.038891305,504702.224420229,NA,1263583.06381716,8121268.97805308,13111950.0706425,1598091.48841374,142286.475615266,592483.88286507,5273917.92640573,1990160.9365704,41
"726","Dimethyl Phthalate","C10 H10 O4","Pharmaceuticals","Not the top hit","Partial match","Full match",0.09,194.05793,195.0652,18.013,351191.99141579,8,81.5,9.1,"Single match found","No matches found","No matches found","Single match found","No matches found","No matches found","DDA for preferred ion","[M+H]+1",NA,NA,NA,NA,NA,320792.97064841,NA,NA,NA,NA,NA,NA,96232.6651171235,NA,NA,NA,NA,NA,NA,2
"727","Dimethylcurcumin","C23 H24 O6","Pharmaceuticals","No match","Not the top hit","Full match",2.64,396.15833,397.16561,12.458,376678.860305059,12,94.4,9.7,"No matches found","No matches found","No matches found","Single match found","No matches found","No matches found","DDA for preferred ion","[M+H]+1",NA,NA,NA,NA,NA,NA,338261.679674273,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"728","Dimetridazole","C5 H7 N3 O2","Pharmaceuticals","Full match","Full match","Full match",0.78,141.05394,142.06121,6.678,6557660.3227595,1,99.2,97.2,"Single match found","Single match found","No matches found","No matches found","Single match found","No matches found","DDA for preferred ion","[M+H]+1",NA,NA,955919.823691561,NA,NA,6551095.59999402,1026791.70169806,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
"729","Dimoxystrobin","C19 H22 N2 O3","Pesticides","Not the top hit","Invalid mass","Full match",0.62,326.163245,327.17049,13.069,4819264.49822727,4,48.35,52.9,"Single match found","No matches found","No matches found","No matches found","No matches found","No matches found","DDA for preferred ion","[M+H]+1",NA,NA,2688009.15845735,72083.2164240083,NA,NA,588240.489944638,NA,NA,NA,NA,NA,538448.96994993,2221807.12052726,2734601.52820523,NA,NA,NA,3978856.92601675,11
"730","Dinaciclib","C21 H28 N6 O2","Pharmaceuticals","No match","Invalid mass","Full match",1.59,396.228,397.23527,19.995,1361739.28239987,4,82.5,9.1,"No matches found","No matches found","No matches found","Single match found","No matches found","No matches found","DDA for preferred ion","[M+H]+1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,638422.205705092,NA,1
"731","Diphenylacetylene","C14 H10","Industrial/Intermediate","Not the top hit","Invalid mass","Full match",1.15,178.07846,179.0856,21.274,85430.2529741496,6,81,9,"No matches found","No matches found","No matches found","No matches found","No matches found","Single match found","DDA for other ion","[M+H]+1",NA,NA,NA,53241.5397125798,NA,NA,NA,65480.5272341879,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
"732","Dipivefrine","C19 H29 N O5","Pharmaceuticals","Not the top hit","Invalid mass","Full match",0.13,351.20462,352.21189,7.265,214284.914163314,3,53,41.4,"No matches found","No matches found","No matches found","Single match found","No matches found","No matches found","DDA for preferred ion","[M+H]+1",NA,NA,NA,NA,NA,NA,NA,NA,66202.1389076154,130586.64110524,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
"733","Diproqualone","C12 H14 N2 O3","Pharmaceuticals","Full match","Full match","No results",0.51,234.10056,235.107855,8.5975,1448304.96139873,6,72.85,30,"No matches found","No matches found","No matches found","No matches found","No matches found","No matches found","DDA for preferred ion","[M+H]+1",NA,NA,NA,NA,NA,NA,NA,1314497.5835986,NA,NA,NA,NA,NA,NA,113820.309810723,NA,NA,NA,NA,2
"734","Disofenin","C18 H26 N2 O5","Pharmaceuticals","No match","Partial match","Full match",2.425,350.18502,351.192285,18.5165,1139885.5925037,15,89.7,32.25,"No matches found","No matches found","No matches found","Single match found","No matches found","No matches found","DDA for preferred ion","[M+H]+1",NA,NA,462905.525854132,NA,NA,NA,NA,NA,184440.367393394,NA,NA,NA,NA,NA,NA,NA,228506.752749481,NA,NA,3
"735","Diundecylamine","C22 H47 N","Natural products","Full match","Partial match","Full match",0.25,325.37093,326.37821,20.404,17567486.721552,1,100,10,"No matches found","No matches found","No matches found","No matches found","No matches found","Multiple matches found","DDA for preferred ion","[M+H]+1",7770542.49459699,7776064.64638861,7200070.94197034,7499660.17221323,7986082.05100307,6644995.04652102,7513371.67421305,6320835.89066227,7956350.61929861,7479699.54903417,7879296.03427831,7077125.96215905,6982097.85030784,6713800.57227802,7813353.60276022,7474883.21908243,7846013.01247448,7105211.68992199,6399049.45726402,19
"736","Diuron","C9 H10 Cl2 N2 O","Pesticides","Not the top hit","Not the top hit","Full match",0.38,232.01711,233.02438,16.294,338826.88269177,3,70.6,8.5,"Single match found","No matches found","No matches found","No matches found","No matches found","No matches found","DDA for preferred ion","[M+H]+1",NA,NA,NA,NA,NA,296343.506851714,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,280935.925241805,NA,2
"737","Dobutamine","C18 H23 N O3","Psychoactives","Not the top hit","Not the top hit","Full match",0.5,301.167944,302.17522,11.7384,2671795.5449916,45,72.92,39.72,"Multiple matches found","No matches found","Multiple matches found","Multiple matches found","No matches found","No matches found","DDA for preferred ion","[M+H]+1",NA,NA,1478278.05121602,NA,NA,4166246.32621676,66427.4246273313,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1751858.3578104,1327142.99394233,10
"738","Docosahexaenoic acid ethyl ester","C24 H36 O2","Natural products","Full match","Not the top hit","No results",0.11,356.27157,357.27885,21.285,1287338.06900979,2,94.6,9.7,"No matches found","No matches found","No matches found","No matches found","No matches found","No matches found","DDA for preferred ion","[M+H]+1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,139299.664910635,NA,NA,1
