Tags,Checked,Name,Formula,Annot. Source: Predicted Compositions,Annot. Source: mzCloud Search,Annot. Source: MassList Search,Annot. DeltaMass [ppm],Calc. MW,m/z,RT [min],Area (Max.),# mzCloud Results,mzCloud Best Match,mzCloud Best Match Confidence,Mass List Match: KPS_Cannabinoids,Mass List Match: ITN_KPS,Mass List Match: ITN_CYP_Metabolites,MS2,Reference Ion,Group Area: 1_feedpumpA,Group Area: 2_feedpumpB,Group Area: 3_feedpumpC,Group Area: 4_centrinA,Group Area: 5_centrinB,Group Area: 6_centrinC,Group Area: 7_newdryA,Group Area: 8_newdryB,Group Area: 9_newdryC,Group Area: 10_olddryA,Group Area: 11_olddryB,Group Area: 12_olddryC,Group Area: 13_digester1A,Group Area: 14_digester1B,Group Area: 15_digester2A,Group Area: 16_digester2B,Group Area: 17_digester3A,Group Area: 18_digester3B,Group Area: 19_digester4A,Group Area: 20_digester4B,Group Area: 21_controlA,Group Area: 22_controlB,Group Area: mix_A5,Group Area: mix_A50,Group Area: mix_A500,Group Area: mix_B5,Group Area: mix_B50,Group Area: mix_B500,Group Area: mix_C5,Group Area: mix_C50,Group Area: mix_C500,Peak Rating: 1_feedpumpA.raw (F1),Peak Rating: 2_feedpumpB.raw (F2),Peak Rating: 3_feedpumpC.raw (F3),Peak Rating: 4_centrinA.raw (F4),Peak Rating: 5_centrinB.raw (F5),Peak Rating: 6_centrinC.raw (F6),Peak Rating: 7_newdryA.raw (F7),Peak Rating: 8_newdryB.raw (F8),Peak Rating: 9_newdryC.raw (F9),Peak Rating: 10_olddryA.raw (F10),Peak Rating: 11_olddryB.raw (F11),Peak Rating: 12_olddryC.raw (F12),Peak Rating: 13_digester1A.raw (F13),Peak Rating: 14_digester1B.raw (F14),Peak Rating: 15_digester2A.raw (F15),Peak Rating: 16_digester2B.raw (F16),Peak Rating: 17_digester3A.raw (F17),Peak Rating: 18_digester3B.raw (F18),Peak Rating: 19_digester4A.raw (F19),Peak Rating: 20_digester4B.raw (F20),Peak Rating: 21_controlA.raw (F21),Peak Rating: 22_controlB.raw (F22),Peak Rating: blank1.raw (F23),Peak Rating: blank2.raw (F24),Peak Rating: blank3.raw (F25),Peak Rating: blank4.raw (F26),Peak Rating: blank5.raw (F27),Peak Rating: blank6.raw (F28),Peak Rating: blank7.raw (F29),Peak Rating: blank8.raw (F30),Peak Rating: mix_A5.raw (F31),Peak Rating: mix_A50.raw (F32),Peak Rating: mix_A500.raw (F33),Peak Rating: mix_B5.raw (F34),Peak Rating: mix_B50.raw (F35),Peak Rating: mix_B500.raw (F36),Peak Rating: mix_C5.raw (F37),Peak Rating: mix_C50.raw (F38),Peak Rating: mix_C500.raw (F39),Peak Rating: QC.raw (F40),Peak Rating: QC1.raw (F41),Peak Rating: QC2.raw (F42),Peak Rating: QC3.raw (F43)
,FALSE,"2,4-Di-tert-butylphenol",C14 H22 O,Not the top hit,No results,Full match,0.05,206.16707,207.17436,17.512,2732988.232,0,,,Single match found,No matches found,No matches found,DDA for preferred ion,[M+H]+1,1115246.95,2732988.232,,,,,,,,,,,,,,195652.113,,,,,,,922195.7798,2133756.174,1873281.638,1938183.49,,2394539.783,1543058.143,1345249.337,1885071.325,5.9,7.8,,,,,,,,,,,,,,2.5,,,,,,,,,,,,,,,1.7,3.2,3.7,3.2,,2.6,3.7,3.2,2.1,,,,3
,FALSE,?2-trans-Hexadecenoic acid,C16 H30 O2,Full match,Full match,No results,-0.35,254.22449,255.23175,20.07,2729744.895,3,72.3,8.6,No matches found,No matches found,No matches found,DDA for preferred ion,[M+H]+1,,,,,524190.7773,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.3,
,FALSE,"N-(2,4-Dimethylphenyl)formamide",C9 H11 N O,Full match,Full match,No results,0.3,149.08411,150.09139,1.461,2728184.611,2,67.3,43.8,No matches found,No matches found,No matches found,DDA for preferred ion,[M+H]+1,2040204.271,735474.6607,2277413.104,740943.8802,553558.2897,646475.3042,172339.1385,680279.5098,562737.5924,,802229.2588,758605.2731,1105874.691,748345.2269,458665.1448,827450.2149,766016.6303,682328.1621,1005257.373,1391191.587,1395337.93,1212526.239,947119.2673,,2728184.611,,783595.5395,1458356.238,734521.6173,612083.9712,,4.8,2.8,3.7,3.4,2.3,3.4,0.9,2.8,2.8,,3.4,3.9,3.7,2.8,2.8,3.4,2.8,3.4,4.8,3.7,4.2,5.3,,,,,,,,,5.5,,7.3,,3.4,4.8,3.4,5,,,3.9,,4.5
,FALSE,Nootkatone,C15 H22 O,No match,Full match,No results,0.15,218.1671,437.34132,22.453,2726576.561,4,85.3,79,No matches found,No matches found,No matches found,DDA for preferred ion,[2M+H]+1,,2709612.605,2726576.561,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.8,7.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,FALSE,Thymol_BTM02967,C10 H14 O2,Full match,Partial match,Full match,0.02,166.09938,167.10666,19.014,2725746.232,1,82.3,76.8,No matches found,No matches found,Multiple matches found,DDA for preferred ion,[M+H]+1,,,,,,,1320077.221,1876004.526,1934542.927,,,,,,359498.6344,479412.2062,,2725746.232,2089892.377,,,,,535672.7851,,,,,,,741784.2492,,,,,,,3.7,3.2,2.1,,,,,,2,4.5,,3.5,2.1,,,,,,,,,,,,,5,,,,,,,4.5,,,,
,FALSE,2-Hydroxycinnamic acid,C9 H8 O3,Not the top hit,Full match,No results,-0.02,164.04734,165.05462,16.361,2719901.794,5,85.6,79.2,No matches found,No matches found,No matches found,DDA for preferred ion,[M+H]+1,1582931.683,,,371285.427,361146.6845,,,,490809.5036,,,,,,,,,,918719.5647,,,177961.1557,,,220986.5082,,,,,,,3.7,,,1.4,3.6,,,,1.7,,,,,,,,,,2.8,,,2.5,,,,,,,8.4,8.4,,,6.8,,,,,,,,,,
,FALSE,?-Asarone,C12 H16 O3,Not the top hit,Full match,No results,0.15,208.10998,209.11725,13.683,2719865.615,4,81.6,63.9,No matches found,No matches found,No matches found,DDA for preferred ion,[M+H]+1,,,,502911.4177,,2719865.615,,359168.5874,,,,,,,,1114311.963,205018.3755,,,,986378.7381,,1063564.371,,2347726.135,,,,,,,,,,2.3,,4,,3,,,,,,,,1.5,4.7,,,,2.3,,,,,,,,,,1,,1.5,,,,,,,6.8,,,
,FALSE,"2-(8-Hydroxy-4a,8-dimethyldecahydro-2-naphthalenyl)acrylic acid",C15 H24 O3,Not the top hit,Full match,No results,-0.07,252.17253,253.17977,19.991,2718750.564,8,89.4,9.5,No matches found,No matches found,No matches found,DDA for preferred ion,[M+H]+1,2718750.564,,594814.822,,,,,,,,,,,,,,,,,,,,,1841539.986,2232020.884,,,,,,1868556.901,1.3,,0.7,,,,,,,,,,,,,,,,,,,,,,,,,,7.1,,,8.6,7,,,,,,8,7.1,,8.7,
,FALSE,?-Piperidinobutiophenone,C15 H21 N O,Full match,Full match,No results,-0.04,231.16231,232.16959,18.373,2715706.568,8,85.7,69.6,No matches found,No matches found,No matches found,DDA for preferred ion,[M+H]+1,,,,,,,,,,,,,,,,,,,,,,,,,,2189385.411,,2715706.568,,2269531.728,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.6,,9.5,,9.1,,,,,
,FALSE,4-Methoxy PV8,C18 H27 N O2,Not the top hit,Full match,No results,-0.09,289.20415,290.21143,16.717,2712989.794,1,69.9,48,No matches found,No matches found,No matches found,DDA for preferred ion,[M+H]+1,,,,2712989.794,,,,,,,,,,477052.2416,1535150.765,,,,,,212026.8293,,,,,,,225134.2818,,181198.8499,138460.8156,,,,4,,,,,,,,,,7.2,1.5,,,,,,4.7,,,,,,,,,,,,,,,3,,1.4,2.2,,,,
,FALSE,Zerumbone,C15 H22 O,Full match,Full match,No results,0.13,218.16709,219.17437,17.031,2710565.704,4,86.3,79.8,No matches found,No matches found,No matches found,DDA for preferred ion,[M+H]+1,,,,,2710565.704,,,,,,,,,,2433285.029,,,,,,,220257.5333,,,,325328.4181,234125.623,,330761.9967,115515.9338,257509.8519,,,,,5.7,,,,,,,,,,8,,,,,,,2.5,,,,,,,,,,,,0.9,4.7,,4.1,0,3,,,,
,FALSE,NP-020206,C11 H16 O4,Not the top hit,Full match,No results,0.1,212.10488,213.11218,12.068,2709398.077,10,81.7,51.1,No matches found,No matches found,No matches found,DDA for preferred ion,[M+H]+1,2709398.077,,,,,,,117398.6445,,,,,,,,,,434530.3758,,,,1815279.924,,1092427.326,,,,,,,,1.8,,,,,,,7.6,,,,,,,,,,2.5,,,,2.1,,,,,,,,,,1,,,,,,,,,,,2.3
,FALSE,Thymol_BTM02973,C10 H12 O,Full match,Partial match,Full match,0.23,148.08885,149.09612,14.457,2709344.291,5,81,9.1,No matches found,No matches found,Single match found,DDA for preferred ion,[M+H]+1,1099364.428,,1487343.445,,,,212078.5087,,,,,,2292551.632,,2448664.762,2709344.291,,1796574.38,2200894.165,,823905.2757,991403.2512,623558.1236,1339444.787,1206604.364,721379.5143,551937.9787,749223.0506,817967.5788,454492.4533,589304.1,1.5,,2.1,,,,3,,,,,,3.7,,2.6,4.6,,3.2,1.5,,6.1,3.2,,,,,,,,,6.1,4.8,5.3,4.5,6.1,6.6,5,2.5,5.5,1.2,,,
,FALSE,"1,2,3,4-Tetramethyl-1,3-cyclopentadiene",C9 H14,Full match,Full match,No results,0.72,122.10964,123.11691,13.512,2708734.13,1,90.7,58.3,No matches found,No matches found,No matches found,DDA for preferred ion,[M+H]+1,,1850200.852,,,,,,,,,,,,,,,,,,,2708734.13,2103282.747,,1767298.612,1756012.525,1111383.911,1123166.394,985037.3106,981411.8762,982864.4075,1096364.936,,3.2,,,,,,,,,,,,,,,,,,,4,3.7,,,,,,,,,,2.6,1.5,1,1.5,2.8,1.2,2.8,1.5,,5.8,,
,FALSE,"4,4'-Dihydroxydiphenylsulfone",C12 H10 O4 S,Not the top hit,Full match,No results,-0.27,250.02991,251.03719,10.688,2708298.962,4,80,61.8,No matches found,No matches found,No matches found,DDA for preferred ion,[M+H]+1,,2708298.962,,,164005.5473,182375.4209,329475.3076,,,,,,413178.2338,761561.2815,,,80735.80867,,,,,,,,,,,244636.9861,,,,,3.5,,,2.7,0.3,3,,,,,,3.6,2.3,,,7.6,,,,,,,,,,,,,,,,,,,3,,,,,,,
,FALSE,JWH 200 4-OH indole,C25 H24 N2 O3,Unused,No results,Full match,-0.8,400.17837,401.18565,18.179,2707602.399,0,,,Multiple matches found,No matches found,No matches found,DDA for preferred ion,[M+H]+1,,,663642.2784,1014806.352,615855.4328,,,,,1763403.095,1381766.854,854596.6529,,1453459.18,1250831.995,,1477655.402,2488540.496,2542256.154,2707602.399,,,,,,,,,,,,,,5.5,8,4.5,,,,,5.3,1,4.5,,3.7,7,,8.6,9.7,8.6,10,,,,,,,,,,,,,,,,,,,,,,,
,FALSE,"N'-hydroxy-4-phenyl-1,2,3-thiadiazole-5-carboximidamide",C9 H8 N4 O S,Not the top hit,Full match,No results,-3,220.04122,221.0485,15.3,2696510.324,3,69.7,67.8,No matches found,No matches found,No matches found,DDA for preferred ion,[M+H]+1,,,,979182.8791,332829.0205,224082.598,,,,,,,,,,,872543.7688,,2696510.324,1044148.912,,,,,,,,,,,,,,,6.6,4.1,6.8,,,,,,,,,,,4.5,,6.2,4.8,,,,,,,,,,,,,,,,,,,,,3,,
,FALSE,Didecyl phthalate,C28 H46 O4,No match,Full match,No results,-4.45,446.33762,447.34457,24.85,2695590.884,2,79.7,9,No matches found,No matches found,No matches found,DDA for preferred ion,[M+H]+1,2695590.884,,,,,,,,,,,,,,,,,,,,,,,,765493.6348,79095.47565,237155.7856,,,,,6.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.7,7.6,3,,,,,,,,
,FALSE,"2-[(1-ethyl-1H-1,2,3,4-tetraazol-5-yl)sulfanyl]-1-(4-phenylpiperazino)-1-ethanone",C15 H20 N6 O S,Not the top hit,Full match,No results,1.4,332.14239,333.14966,18.21,2691788.857,8,74.7,71.3,No matches found,No matches found,No matches found,DDA for preferred ion,[M+H]+1,,,,2691788.857,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,FALSE,"5-[2-(3-Furyl)ethyl]-8-hydroxy-5,6,8a-trimethyl-3,4,4a,5,6,7,8,8a-octahydro-1-naphthalenecarboxylic acid",C20 H28 O4,No match,Full match,No results,0.16,332.19881,333.20609,15.725,2690150.149,12,81.8,9.1,No matches found,No matches found,No matches found,DDA for preferred ion,[M+H]+1,,,2690150.149,,,,,,,,,,,,,,,,,,,,,672687.253,,,,,,,127259.001,,,5.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7,,,,,,,3.3,,,,
,FALSE,Decanophenone,C16 H24 O,Not the top hit,Full match,No results,-0.14,232.18268,233.19,20.576,2685504.105,1,77.7,58.6,No matches found,No matches found,No matches found,DDA for preferred ion,[M+H]+1,,,,,,,,1250692.065,1966769.682,2685504.105,1510164.079,,1105161.137,2462367.623,,,,1117446.998,,,,,,647783.7617,,1305511.797,,,1696698.822,,,,,,,,,,3.7,3.2,4.6,4.2,,5.9,4.2,,,,4.2,,,,,,,,,,,,,,2.3,,9.1,,,3.2,,,,,,
,FALSE,"5-methyl-2-phenyl-4H-3,1-benzoxazin-4-one",C15 H11 N O2,Not the top hit,Full match,No results,0.18,237.07902,238.0863,11.155,2680381.955,11,87.1,54.2,No matches found,No matches found,No matches found,DDA for preferred ion,[M+H]+1,,368725.5907,196948.2394,438829.5501,,,,,,,,2680381.955,593597.4065,,,154096.7778,,1492792.636,,,,,,,,,,,,,,,2,7.4,5.8,,,,,,,,1.3,4.5,,,2.7,,1,,,,,,,,,,,,,,,,,,,,,,3,,,
,FALSE,Testosterone,C19 H28 O2,Not the top hit,Full match,No results,0.03,288.20894,289.21622,18.286,2680358.183,5,81.9,51.2,No matches found,No matches found,No matches found,DDA for preferred ion,[M+H]+1,,,,,,2680358.183,,,,,,,,,,,,,,,1591496.473,1490370.817,,,1009842.812,,,,,,,,,,,,4,,,,,,,,,,,,,,,3.7,4.2,,,,,,,,,,,8,,,,,,,,,,
,FALSE,NP-006656,C12 H22 O4,Full match,Full match,No results,-0.06,230.15179,231.15912,17.743,2678310.885,5,82.3,9.1,No matches found,No matches found,No matches found,DDA for preferred ion,[M+H]+1,,,,,,,,,,,,,,,,,,,1225988.945,2678310.885,504812.5558,614091.2607,,,,,,67514.86818,,,,,,,,,,,,,,,,,,,,,,1.5,3.5,8.3,8.3,,,,,,,,,,,,,,7.6,,,,,,,
,FALSE,"4-[4-(1,3-Benzodioxol-5-yl)-2,3-dimethylbutyl]-2-methoxyphenol",C20 H24 O4,No match,Full match,No results,0.31,328.16756,329.17482,15.147,2675590.604,15,85,9.3,No matches found,No matches found,No matches found,DDA for preferred ion,[M+H]+1,,,,1510263.142,,,,1037007.951,,,,595666.1364,,2675590.604,1101248.418,,2379182.691,,,,,,,,,,,,,,,,,,8,,,,8.6,,,,6.1,,7.3,6.4,,2.6,,,,,,,,,,,,,,,,,,,,,,,,,,
,FALSE,Flumethasone_BTM04462,C22 H28 F2 O6,No match,Invalid mass,Full match,3.04,426.18669,427.19397,11.478,2659165.492,8,80.5,9,No matches found,No matches found,Multiple matches found,DDA for preferred ion,[M+H]+1,,,,,,,,,,,,,170974.7994,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,10,,,,,,,,,,,,,,,,,,,,
,FALSE,Dothiepin,C19 H21 N S,Not the top hit,Full match,No results,0.56,295.13963,296.14691,19.466,2658839.14,9,89,81.7,No matches found,No matches found,No matches found,DDA for preferred ion,[M+H]+1,,,,,,,,,,,,,,2658839.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,FALSE,(±)-Abscisic acid,C15 H20 O4,Not the top hit,Full match,No results,0.34,264.13625,265.14352,18.295,2653263.382,20,77.4,73.3,No matches found,No matches found,No matches found,DDA for preferred ion,[M+H]+1,,,,,,,1030274.733,,,,,2653263.382,,,,,,,,,,,,26711.36208,,,,,,,,,,,,,,6.4,,,,,6.7,,,,,,,,,,,,,,,,,,,,7.6,,,,,,,,,,7.5,7.5
,FALSE,"2-Amino-1,3,4-octadecanetriol",C18 H39 N O3,Full match,Full match,No results,0.65,317.2932,318.30048,19.739,2650628.279,1,81.7,9.1,No matches found,No matches found,No matches found,DDA for preferred ion,[M+H]+1,,,,,,,,,,,,,,,,,,,,,,,,,,2650628.279,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.5,,,,,,,,,
,FALSE,?-Propylaminopentiophenone,C14 H21 N O,Full match,Full match,No results,0.02,219.16232,220.16959,16.988,2649517.372,5,77.2,8.9,No matches found,No matches found,No matches found,DDA for preferred ion,[M+H]+1,,,,992531.0057,1144710.951,1225659.676,621359.5446,,968377.9056,1317852.453,1211314.008,1746071.186,,,1543436.222,1603503.826,1866543.473,2649517.372,1837529.186,1843165.438,,201625.7428,,201956.886,226263.7531,,,,,,52579.12424,,,,8.6,5.9,7.5,8.3,,5.5,8.6,9.1,8.6,,,6.4,8.6,8,7.8,4.8,8.6,,3.6,,,,,,,,,,2.5,4.7,,,,,,4.9,2.3,7.2,6.1,7.7
,FALSE,1-Linoleoyl glycerol,C21 H38 O4,Full match,Full match,No results,0.33,354.27713,355.28439,21.831,2643380.861,1,82.8,65.6,No matches found,No matches found,No matches found,DDA for preferred ion,[M+H]+1,2209588.624,2453247.423,2643380.861,1963773.238,,1525842.24,1226815.851,,,1591082.303,,764648.9265,,,,,,1761582.162,,,1562011.817,2358156.518,807983.869,1335306.968,136131.4178,326890.673,294807.8246,,,92867.20777,188597.9296,4.8,3.7,5.1,8.6,,5.9,4.2,,,3.7,,5,,,,,,3.7,,,4.8,4.2,,,,,,,,,2.8,2.1,3.3,1.4,2.5,,,2.2,2.5,,,7,4.2
,FALSE,"7-(2-hydroxypropan-2-yl)-1,4a-dimethyl-decahydronaphthalen-1-ol",C15 H28 O2,Full match,Full match,No results,0.26,240.20899,241.21629,21.339,2643169.801,1,75.6,8.8,No matches found,No matches found,No matches found,DDA for preferred ion,[M+H]+1,,365783.2749,,,987355.2275,,,2643169.801,,,,,,1076326.415,,,1352244.102,,,1702289.743,,,180426.5371,295990.1835,520122.7811,,,,86113.6783,,,,7.4,,,7.2,,,4.6,,,,,,4.8,,,3.7,,,1.5,,,,,,,,,,,3.6,4.7,5.5,,,,4.3,,,,,,
,FALSE,17?-Methyl-androstan-3-hydroxyimine-17?-ol,C20 H33 N O2,Not the top hit,Full match,No results,0.34,319.25124,320.25851,16.04,2642170.903,2,76.3,47.9,No matches found,No matches found,No matches found,DDA for preferred ion,[M+H]+1,,,,,,,,,,2642170.903,,,405895.4394,,,,,,,,327379.7934,,,,,,,,,,,,,,,,,,,,2.9,,,6.8,,,,,,,,7.4,,,,,,,,,,,,,,,,,,,8.5,,,
,FALSE,"7,8-Bis(hydroxymethyl)-1,4a-dimethyl-3,4,4a,5,6,7-hexahydro-2H-benzo[7]annulen-2-one",C15 H22 O3,Not the top hit,Full match,No results,-0.02,250.15689,251.16413,17.167,2639935.945,13,81.1,63.3,No matches found,No matches found,No matches found,DDA for preferred ion,[M+H]+1,,,,,,,,,,,,,,,1090632.127,,519183.9156,,,,1892967.432,,2639935.945,1346427.201,1631327.12,1729707.837,1005971.763,898895.096,605658.5224,1102979.604,617024.8938,,,,,,,,,,,,,,,1,,3.4,,,,3.2,,,,,,,,3.3,3.3,2.9,4.2,1.5,5.9,4.2,5,2.8,3.7,5.5,,3.6,,
,FALSE,Jasmone,C11 H16 O,Full match,Full match,No results,-0.21,164.12008,182.15396,22.135,2637748.836,1,80.3,75.4,No matches found,No matches found,No matches found,DDA for preferred ion,[M+NH4]+1,345363.7556,,1374502.195,1315021.869,2637748.836,2230850.103,820642.595,800172.2266,831706.5219,1168638.847,,2378973.239,872412.5892,979668.5763,,,737574.67,899622.652,1390598.138,1039303.998,,,1967200.189,1919919.38,1183647.115,,,,,,,6.8,,5.3,5.9,7.3,4.2,5,2.8,3.4,3.7,,4.8,3.9,2.8,,,5,5.5,4.8,5.3,,,,,,,,,,,2.6,7,5.3,,,,,,,,5.5,7.5,3.7
,FALSE,Marbofloxacin_BTM04293,C17 H19 F N4 O5,No match,No results,Full match,4.18,378.13553,379.14279,18.841,2637059.126,0,,,No matches found,No matches found,Multiple matches found,DDA for preferred ion,[M+H]+1,,,,,,,,,,,,,,,,,,,,,,,,1009031.936,,,2637059.126,,,,1967649.555,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.1,7.6,,5.9,,,8.4,,,,7.5,,,,
,FALSE,"(2R,5R,6R)-3-[(1E,3E)-hepta-1,3-dien-1-yl]-5,6-dihydroxy-2-(hydroxymethyl)cyclohexan-1-one",C14 H22 O4,Not the top hit,Full match,No results,0.1,254.15184,277.14108,19.357,2633002.693,7,81.9,9.1,No matches found,No matches found,No matches found,DDA for preferred ion,[M+Na]+1,,,,,,,,,,,,,,,,,,,,,,,2633002.693,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,,,,,,,,,,,,
,FALSE,"1,2-dihydroxyheptadec-16-yn-4-yl acetate",C19 H34 O4,Not the top hit,Full match,No results,0.75,326.24595,327.25317,21.288,2627863.802,5,81.5,9.1,No matches found,No matches found,No matches found,DDA for preferred ion,[M+H]+1,,,,2627863.802,,905930.2756,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.5,,7.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.1,4.2
,FALSE,Monoolein,C21 H40 O4,Not the top hit,Full match,No results,0.48,356.29283,357.30003,21.731,2625185.512,2,76.7,72.8,No matches found,No matches found,No matches found,DDA for preferred ion,[M+H]+1,,1994584.801,1211943.087,1605396.651,1679332.17,,2625185.512,707889.847,,,783959.9417,,517231.5266,,,,,,1249250.787,,,,,,,,,,,,,,5.9,5.3,7.5,8.6,,4,7.2,,,7.7,,7.2,,,,,,7.5,,,,,,,,,,,,,,,,,,,,,,,,
,FALSE,Clarithromycin,C38 H69 N O13,Not the top hit,Full match,Full match,0.01,747.4769,748.48419,17.294,2622498.136,1,69.5,8.5,No matches found,Single match found,No matches found,DDA for preferred ion,[M+H]+1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2622498.136,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.5,,,,
,FALSE,"1-[4-(3-ethylquinoxalin-2-yl)piperazino]-2,2-dimethylpropan-1-one",C19 H26 N4 O,Not the top hit,Full match,No results,-3.4,326.20955,327.21683,19.574,2614550.874,8,75.2,71.7,No matches found,No matches found,No matches found,DDA for preferred ion,[M+H]+1,,,,922374.5289,,,,,,,,,,,,,,,,2614550.874,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,7.3,,,,,,,,,,,,,,,,,,,,,,,0.7
,FALSE,5-hydroxy-4-[3-(2-hydroxypropan-2-yl)oxiran-2-yl]-1-methyl-7-oxabicyclo[4.1.0]hept-3-en-2-one,C12 H16 O5,Not the top hit,Full match,No results,-0.06,240.09976,241.10703,9.192,2613774.032,2,76.7,8.8,No matches found,No matches found,No matches found,DDA for preferred ion,[M+H]+1,,,,,33904.0514,,51314.96803,,,14869.6375,,,,,,,,,147596.5357,,2613774.032,,,,,,,,,,,,,,,6.5,,2.2,,,8.2,,,,,,,,,6.5,,2.9,,,,,,,,,,,,,,,,,,,,,,
,FALSE,Lincomycin B_BTM01097,C16 H30 N2 O6 S,No match,Invalid mass,Full match,2.2,378.18329,379.19056,15.084,2612556.488,9,70.5,8.5,No matches found,No matches found,Single match found,DDA for preferred ion,[M+H]+1,721789.3595,,,,,,,,,,,,,,,,,,,,,160888.4052,,,486683.5128,979865.5493,1630325.015,2500894.167,2612556.488,2349795.972,641140.7384,1.7,,,,,,,,,,,,,,,,,,,,,0.5,,,,,,,,,,,5.5,7.7,8,6.4,6.2,5.9,6.6,,,,
,FALSE,NP-022473,C18 H26 O5,Not the top hit,Full match,No results,0.31,322.17813,345.16737,21.258,2610536.854,12,81.5,9.1,No matches found,No matches found,No matches found,DDA for preferred ion,[M+Na]+1,,,,,,,,,,,,,,,,,,,,,,2582060.972,,,1284441.522,,,2610536.854,,,,,,,,,,,,,,,,,,,,,,,,,7,,,,,,,,,,,9.1,,,7.8,,,,,,,
,FALSE,"7-(2-hydroxypropan-2-yl)-1,4a-dimethyl-decahydronaphthalen-1-ol",C15 H28 O2,Full match,Full match,No results,-0.15,240.20889,241.21617,21.394,2610066.666,1,73.5,8.7,No matches found,No matches found,No matches found,DDA for preferred ion,[M+H]+1,2174807.02,2610066.666,2187818.575,,,,420445.3874,,,,,,,,,,,2049135.345,,,,,,,,,,,,,,4.2,7.8,7,,,,7.9,,,,,,,,,,,3.7,,,,,,,,,,,,,,,,,,,,,,,,,
,FALSE,(9cis)-Retinal,C20 H28 O,Not the top hit,Full match,No results,-0.32,284.21392,285.2212,20.339,2607071.65,2,81,75.9,No matches found,No matches found,No matches found,DDA for preferred ion,[M+H]+1,,,818364.8007,,,,,,,,,,,2607071.65,,,,176666.1103,,,,,,,,,,,295010.8299,,,,,4.5,,,,,,,,,,,2.4,,,,3.6,,,,,,,,,,,,,,,,,,,6.8,,,,,,
,FALSE,Oleamide,C18 H35 N O,Full match,Full match,No results,0.17,281.27191,282.27919,20.161,2605420.32,3,90.9,82.7,No matches found,No matches found,No matches found,DDA for preferred ion,[M+H]+1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.4,,,,,,,,,,,,,,,,3.7,,
,FALSE,3-Methoxyflavone,C16 H12 O3,Full match,Full match,No results,0.13,252.07868,253.08595,21.205,2604323.583,15,82.3,9.1,No matches found,No matches found,No matches found,DDA for preferred ion,[M+H]+1,,,,,,,,,,,,,,,,,,,,,2604323.583,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.4,,,,,,,,,,,,,,,,,,,,,,
,FALSE,NP-001134,C16 H22 N4 O2,Not the top hit,Full match,No results,-3.8,302.17313,325.16233,20.823,2602333.233,10,77.2,8.9,No matches found,No matches found,No matches found,DDA for preferred ion,[M+Na]+1,,,,,,,,,,,,,,,,,,,,,,,,,,,2602333.233,2237885.98,1924564.979,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.8,7.5,7.5,,,,,,
,FALSE,"5,10,15-trimethyl-4,9,13-trioxatetracyclo[10.3.0.0¬l,‚Åµ.0‚Å∏,¬a‚Å∞]pentadec-1(15)-en-14-one",C15 H20 O4,Not the top hit,Full match,No results,-0.25,264.13609,265.14337,18.69,2591692.912,22,77.4,73.3,No matches found,No matches found,No matches found,DDA for preferred ion,[M+H]+1,2591692.912,1849880.177,,,,,,,,2406797.418,,,,,,,,,,,,,,,,,,,,,,8,8.6,,,,,,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
