Tags,Checked,Name,Formula,Annot. Source: Predicted Compositions,Annot. Source: mzCloud Search,Annot. Source: MassList Search,Annot. DeltaMass [ppm],Calc. MW,m/z,RT [min],Area (Max.),# mzCloud Results,mzCloud Best Match,mzCloud Best Match Confidence,Mass List Match: KPS_NPL,Mass List Match: KPS_Psychoactive Substances_v2,Mass List Match: KPS_Pharmaceuticals_Oct22,MS2,Reference Ion,Group Area: 1_feedpumpA,Group Area: 2_feedpumpB,Group Area: 3_feedpumpC,Group Area: 4_centrinA,Group Area: 5_centrinB,Group Area: 6_centrinC,Group Area: 7_newdryA,Group Area: 8_newdryB,Group Area: 9_newdryC,Group Area: 10_olddryA,Group Area: 11_olddryB,Group Area: 12_olddryC,Group Area: 13_digester1A,Group Area: 14_digester1B,Group Area: 15_digester2A,Group Area: 16_digester2B,Group Area: 17_digester3A,Group Area: 18_digester3B,Group Area: 19_digester4A,Group Area: 20_digester4B,Group Area: 21_controlA,Group Area: 22_controlB,Group Area: mix_A5,Group Area: mix_A50,Group Area: mix_A500,Group Area: mix_B5,Group Area: mix_B50,Group Area: mix_B500,Group Area: mix_C5,Group Area: mix_C50,Group Area: mix_C500,Peak Rating: 1_feedpumpA.raw (F1),Peak Rating: 2_feedpumpB.raw (F2),Peak Rating: 3_feedpumpC.raw (F3),Peak Rating: 4_centrinA.raw (F4),Peak Rating: 5_centrinB.raw (F5),Peak Rating: 6_centrinC.raw (F6),Peak Rating: 7_newdryA.raw (F7),Peak Rating: 8_newdryB.raw (F8),Peak Rating: 9_newdryC.raw (F9),Peak Rating: 10_olddryA.raw (F10),Peak Rating: 11_olddryB.raw (F11),Peak Rating: 12_olddryC.raw (F12),Peak Rating: 13_digester1A.raw (F13),Peak Rating: 14_digester1B.raw (F14),Peak Rating: 15_digester2A.raw (F15),Peak Rating: 16_digester2B.raw (F16),Peak Rating: 17_digester3A.raw (F17),Peak Rating: 18_digester3B.raw (F18),Peak Rating: 19_digester4A.raw (F19),Peak Rating: 20_digester4B.raw (F20),Peak Rating: 21_controlA.raw (F21),Peak Rating: 22_controlB.raw (F22),Peak Rating: blank1.raw (F23),Peak Rating: blank2.raw (F24),Peak Rating: blank3.raw (F25),Peak Rating: blank4.raw (F26),Peak Rating: blank5.raw (F27),Peak Rating: blank6.raw (F28),Peak Rating: blank7.raw (F29),Peak Rating: blank8.raw (F30),Peak Rating: mix_A5.raw (F31),Peak Rating: mix_A50.raw (F32),Peak Rating: mix_A500.raw (F33),Peak Rating: mix_B5.raw (F34),Peak Rating: mix_B50.raw (F35),Peak Rating: mix_B500.raw (F36),Peak Rating: mix_C5.raw (F37),Peak Rating: mix_C50.raw (F38),Peak Rating: mix_C500.raw (F39),Peak Rating: QC.raw (F40),Peak Rating: QC1.raw (F41),Peak Rating: QC2.raw (F42),Peak Rating: QC3.raw (F43)
,FALSE,Mephenesin,C10 H14 O3,Full match,No results,Full match,-0.28,182.09424,183.10152,16.545,773262.4151,0,,,No matches found,No matches found,Single match found,DDA for preferred ion,[M+H]+1,,,,,,,,,,,,,,,102204.8548,,,,,,,,,,773262.4151,,,,,,,,,,,,,,,,,,,,,8.7,,,,,,,,,,,3.3,,,,,,,3.2,,,,,,,,,,
,FALSE,Mepiprazole,C16 H21 Cl N4,No match,Invalid mass,Full match,3.66,304.14659,327.13583,18.423,9068823.148,12,77.9,8.9,No matches found,No matches found,Single match found,DDA for preferred ion,[M+Na]+1,,,,,,,,,,,,,,,,,,,,,8912319.189,,,,9068823.148,1661217.579,,,,,,,,,,,,,,,,,,,,,,,,,,9.5,,,,,,,,,,,,9.5,9.1,,,,,,,,,
,FALSE,Mepiprazole,C16 H21 Cl N4,No match,Invalid mass,Full match,3.09,304.14641,305.15369,20.216,495760.0472,7,72.6,51.6,No matches found,No matches found,Single match found,DDA for preferred ion,[M+H]+1,,,,63810.28244,215467.6522,183071.6095,,,,113235.5721,495760.0472,485464.3626,,,,49610.71578,155986.7723,,,,,,,,,,,,,,,,,,7.6,7.9,8.5,,,,8.5,8.3,8.3,,,,8.2,5.8,,,,,,,,,,,,,,,,,,,,,,,,7.9,,
,FALSE,Mericitabine,C18 H26 F N3 O6,No match,Invalid mass,Full match,1.52,399.18117,400.18845,19.555,1039755.204,10,70.8,8.5,No matches found,No matches found,Multiple matches found,DDA for preferred ion,[M+H]+1,,,,,,,,,,1039755.204,1017303.441,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,FALSE,Mescaline,C11 H17 N O3,Not the top hit,Partial match,Full match,-0.3,211.12078,212.12806,14.787,172943.7865,6,79.6,74.9,No matches found,Single match found,Multiple matches found,DDA for preferred ion,[M+H]+1,,,,,,,,,,,,,,,,,,,172943.7865,,,,,,32303.18088,,,,,,,,,,,,,,,,,,,,,,,,,6.8,,,,,,,,,,,,,,7.1,,,,,,,,,,
,FALSE,mesityl (4-methylphenyl) sulfone,C16 H18 O2 S,Not the top hit,Full match,No results,-0.03,274.10274,275.11001,19.04,65895774.96,5,78.8,60.1,No matches found,No matches found,No matches found,DDA for preferred ion,[M+H]+1,8814281.356,9740787.661,65895774.96,,22758351.52,,,,,17676011.51,,,60801580.38,35112893.21,18271595.68,22001393.03,,,,,490938.9252,229636.2856,294625.5599,413888.7675,111302.5381,334459.6398,159748.6572,324016.7666,,81033.17378,,10,9.5,7.3,,7.8,,,,,9.5,,,8.9,7.8,7.8,7.8,,,,,3.9,3,,7.6,,,,,,,7.7,4.5,6.8,2.3,7.4,3.4,,6.5,,9.5,9.5,7.8,9.5
,FALSE,mesityl (4-methylphenyl) sulfone,C16 H18 O2 S,Not the top hit,Full match,No results,-0.02,274.10274,275.11001,18.68,28520002.5,4,78.6,59.9,No matches found,No matches found,No matches found,DDA for preferred ion,[M+H]+1,,,,,18136056,,,,,,28520002.5,,,,,,,,,,,,40762.13967,,239181.3083,,120441.1448,,,,,,,,,6.2,,,,,,9.5,,,,,,,,,,,,,,,,,,,,6.5,,3,,3,,,,,,,,
,FALSE,mesityl (4-methylphenyl) sulfone,C16 H18 O2 S,Not the top hit,Full match,No results,-0.05,274.10274,275.11,18.883,46512626.23,6,78.9,60.2,No matches found,No matches found,No matches found,DDA for preferred ion,[M+H]+1,,,,,,46512626.23,,,,,,33002398.55,,8284129.881,10792827.42,9078302.483,,,515010.2807,,,203843.3678,33898.01943,,116001.1064,,137460.6684,123230.6965,,,,,,,,,8.9,,,,,,7.8,,9.5,8.9,8.9,,,1.2,,,6.8,,,,,,,,,0.5,,3,,2.5,6.8,,,,9.5,8.9,6.7,9.5
,FALSE,mesityl (4-methylphenyl) sulfone,C16 H18 O2 S,Full match,Full match,No results,-0.11,274.10272,275.10999,18.546,3461378.118,5,80.7,62.8,No matches found,No matches found,No matches found,DDA for preferred ion,[M+H]+1,,,,,,,3461378.118,1031156.733,1340809.354,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.8,8.6,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,FALSE,mesityl (4-methylphenyl) sulfone,C16 H18 O2 S,Not the top hit,Full match,No results,0.04,274.10276,275.11004,18.158,30306232.19,5,77.3,58.1,No matches found,No matches found,No matches found,DDA for preferred ion,[M+H]+1,,,,9071944.894,,,,,,,,,,,,,18183314.41,30306232.19,18440138.66,18688646.6,,,,,158233.8104,,,,,,,,,,9.5,,,,,,,,,,,,,9.5,8.9,9.5,10,,,,,,,,,,,,,2.5,,,,,,,,,,
,FALSE,mesityl (4-methylphenyl) sulfone,C16 H18 O2 S,Full match,Full match,No results,-0.06,274.10273,275.11002,18.43,28447922.05,5,77.9,58.9,No matches found,No matches found,No matches found,DDA for preferred ion,[M+H]+1,,,,28447922.05,,,,,,,,,,,,,,,,,160545.0097,,,,,,,,,,,,,,9.5,,,,,,,,,,,,,,,,,4.1,,,,,3.2,,,,,,,,,,,,,,,,,
,FALSE,mesityl (4-methylphenyl) sulfone,C16 H18 O2 S,Not the top hit,Full match,No results,0.03,274.10276,275.11002,18.576,9101822.283,6,78.9,60.3,No matches found,No matches found,No matches found,DDA for preferred ion,[M+H]+1,,,,,,9101822.283,,5371577.119,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.5,,8.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,FALSE,mesityl (4-methylphenyl) sulfone,C16 H18 O2 S,Not the top hit,Full match,No results,0.03,274.10276,275.11003,18.017,9018397.97,5,79.2,60.7,No matches found,No matches found,No matches found,DDA for preferred ion,[M+H]+1,,,,,,,,,,,,,,,,,8122998.196,,9018397.97,,,,,,89744.77466,,,,,,,,,,,,,,,,,,,,,,,8.9,,7.3,,,,,,,,,,,,,,2.7,,,,,,,,,,
,FALSE,mesityl (4-methylphenyl) sulfone,C16 H18 O2 S,Not the top hit,Full match,No results,0.07,274.10277,275.11004,18.751,7165318.239,6,77.7,58.7,No matches found,No matches found,No matches found,DDA for preferred ion,[M+H]+1,,,,,,,,,,,,7165318.239,,720023.0243,,679873.3545,,,,,,,,,,,,,,,,,,,,,,,,,,,5.1,,8.6,,4.5,,,,,,,,,,,,,,,,,,,,,,,,,,7.4,
,FALSE,mesityl (4-methylphenyl) sulfone,C16 H18 O2 S,Full match,Full match,No results,-0.15,274.10271,275.10999,18.796,2460950.039,5,79.4,61,No matches found,No matches found,No matches found,DDA for preferred ion,[M+H]+1,,,,,,,,,,,,,2460950.039,,,,,,,,,,,,,,16945.80955,,,,,,,,,,,,,,,,,10,,,,,,,,,,,,,,,,,,,,,,6.5,,,,,,,,
,FALSE,Mesoporphyrin,C34 H38 N4 O4,Full match,No results,Full match,-0.08,566.28926,567.29654,20.445,1337007.81,0,,,No matches found,No matches found,Single match found,DDA for preferred ion,[M+H]+1,,1337007.81,,303478.8151,325750.4364,575802.4207,234316.8983,,173133.5516,291559.4525,247102.8302,230509.627,,55415.01674,,,,106589.9743,273973.4579,,,,,,,,,,,,,,9.1,,5,6.6,6.6,7.9,,7.9,4.7,5.8,8.5,,7.1,,,,8.7,7.9,,,,,,,,,,,,,,,,,,,,,,4.5,3,5.2
,FALSE,Mesoridazine,C21 H26 N2 O S2,Not the top hit,Not the top hit,Full match,2.04,386.14944,387.15672,18.369,305136.4047,18,78.1,8.9,No matches found,Single match found,Multiple matches found,DDA for preferred ion,[M+H]+1,,,,,,,,,,,,,,,,,,,,,,,,,,217744.9952,305136.4047,160045.3657,271692.1976,293711.6608,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.8,5.5,9,7.4,9,,,,,
,FALSE,Mesoridazine,C21 H26 N2 O S2,No match,No match,Full match,1.82,386.14936,387.15663,18.271,333936.5972,1,61.4,8.1,No matches found,Single match found,Multiple matches found,DDA for preferred ion,[M+H]+1,,,,,,,,,,,,,,,,,,,,,290997.592,319964.0325,,333936.5972,312601.3213,,,,,,,,,,,,,,,,,,,,,,,,,,,3.6,7.7,,,,,,,,,,7.2,5,,,,,,,,,,
,FALSE,Metergoline,C25 H29 N3 O2,No match,No results,Full match,-1.18,403.2255,829.44067,13.035,1654014.423,0,,,No matches found,No matches found,Single match found,DDA for preferred ion,[2M+Na]+1,,,,,1654014.423,,,,,,,739228.8654,,,,,,,,,,,,,,,,,,,,,,,,6.4,,,,,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.2
,FALSE,Methacycline,C22 H22 N2 O8,No match,No results,Full match,-0.41,442.13744,443.14471,18.873,10740158.18,0,,,No matches found,No matches found,Single match found,DDA for preferred ion,[M+H]+1,,,,,,,,,,,,,2785841.448,10740158.18,,408207.1223,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.5,4.6,,7.2,,,,,,,,,,,,,,,,,,,,,,,,,,,
,FALSE,Methadone,C21 H27 N O,Full match,Partial match,Full match,0.46,309.20941,310.21668,18.217,16586171.37,3,76.7,72.8,No matches found,Single match found,Multiple matches found,DDA for preferred ion,[M+H]+1,,,,5313259.379,,,,,,,,,,,,,16044340.36,16586171.37,13733888.08,14428195.42,,,,,,,,,,,,,,,8.4,,,,,,,,,,,,,6.7,10,6.2,6.7,,,,,,,,,,,,,,,,,,,,,,,
,FALSE,Methadone,C21 H27 N O,Not the top hit,Partial match,Full match,0.31,309.20936,310.21664,18.626,5853787.566,3,86.7,80,No matches found,Single match found,Multiple matches found,DDA for preferred ion,[M+H]+1,,,,,,,742699.1195,5853787.566,1073861.071,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,6.2,9.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,FALSE,Methadone,C21 H27 N O,Not the top hit,Partial match,Full match,0.42,309.2094,310.21667,19.386,8204072.907,3,83.3,77.6,No matches found,Single match found,Multiple matches found,DDA for preferred ion,[M+H]+1,,,,,,,,,,,,,7063425.605,,8204072.907,7385230.516,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.9,,9.5,9.5,,,,,,,,,,,,,,,,,,,,,,,,,,,
,FALSE,Methadone,C21 H27 N O,Full match,Partial match,Full match,0.4,309.20939,310.21667,15.385,10744487.28,3,86,70,No matches found,Single match found,Multiple matches found,DDA for preferred ion,[M+H]+1,2614086.589,1958781.111,1731789.139,1866573.827,2551646.998,1826925.513,1518224.988,977201.1297,693708.5619,8983887.895,,10744487.28,,,,,379722.4555,485002.1341,,553527.1226,,,,,,,,,,,30030.59975,6.7,6.2,9.7,8.9,9.5,7,9.1,9.1,7,7.3,,7.3,,,,,6.6,8.8,,9.3,,,,,,,,,,,,,,,,,,,6.5,8.9,9.5,9.5,9.1
,FALSE,Methadone,C21 H27 N O,Full match,Partial match,Full match,0.5,309.20942,310.2167,17.972,15422028.53,2,84.8,78.6,No matches found,Single match found,Multiple matches found,DDA for preferred ion,[M+H]+1,,,,489236.2454,,,,,,14836152.85,,15422028.53,,,,,,,,,,,,,,,,,,,,,,,7.2,,,,,,5.1,,5.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.5,2.8,,1.8
,FALSE,Methallenestril,C18 H22 O3,Full match,Partial match,Full match,-0.25,286.15682,287.1641,17.733,1927755.742,6,82.6,77,No matches found,No matches found,Single match found,DDA for preferred ion,[M+H]+1,,,,,,,,,,,,1927755.742,,,,,,,,,,56601.52136,,51876.42863,,,,,,,,,,,,,,,,,,,8.4,,,,,,,,,,7.1,,,,,,,,,,2.7,,,,,,,,,,,
,FALSE,Methanandamide,C23 H39 N O2,Not the top hit,Full match,No results,0.41,361.29823,362.3055,19.458,106484182.9,2,79,49.5,No matches found,No matches found,No matches found,DDA for preferred ion,[M+H]+1,1120489.392,1128951.482,517531.6492,18929956.2,20372339.37,,44456787.71,31804083.14,33474428.95,,106484182.9,94217751.89,,,23984299.44,16627522.28,15728570.3,14573676.46,14538303.86,9814556.039,,,,23818.86341,,,,,,,162328.1613,3.7,3.7,8.8,10,7.8,,9.5,9.5,7.8,,7.8,7.8,,,7.8,7.3,7.3,7.3,7.3,7.8,,,,,,,,,,,,5.4,,,,,,,9,7.8,7.3,7.8,
,FALSE,Methanandamide,C23 H39 N O2,Full match,Full match,No results,0.26,361.29817,362.30545,19.558,79861697.85,2,77.5,48.6,No matches found,No matches found,No matches found,DDA for preferred ion,[M+H]+1,,1046688.793,,,,,,,,79861697.85,,,,,,,,,,,,,,,,,,,,,,,7.5,,,,,,,,7.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,FALSE,Methanandamide,C23 H39 N O2,Not the top hit,Full match,No results,0.31,361.29819,362.30547,20.158,1655982.706,2,80.8,75.7,No matches found,No matches found,No matches found,DDA for preferred ion,[M+H]+1,,,,,,,,715083.069,801391.5122,,,,1655982.706,,,,686093.5494,933448.8965,635792.766,,,,,,,,,,,,,,,,,,,,7,7,,,,7,,,,5.9,6.4,4.5,,,,,,,,,,,,,,,,,,,,,,,,
,FALSE,Methanandamide,C23 H39 N O2,Full match,Full match,No results,0.33,361.2982,362.30548,20.083,20619099.9,2,79.1,49.5,No matches found,No matches found,No matches found,DDA for preferred ion,[M+H]+1,,,,20619099.9,9283354.147,8403038.571,511316.3047,17071187.83,12383556.64,,688708.9053,,8269360.817,4742626.155,4933209.617,1054050.9,8373763.731,16425416.65,13482087.15,,,,,,,,,,,,,,,,6.7,6.2,6.2,6.6,5.1,5.7,,4.8,,7.8,5.7,4.6,7.5,6.2,5.1,4,,,,,,,,,,,,,,,,,,,,,5.1,4,6.2,7.3
,FALSE,Methanandamide,C23 H39 N O2,Not the top hit,Full match,No results,0.52,361.29827,362.30554,19.999,8625884.544,2,78.8,74.3,No matches found,No matches found,No matches found,DDA for preferred ion,[M+H]+1,,,,,,,953924.3655,,,,,,8625884.544,,,4413896.321,,,,,,,,,,,,,,,,,,,,,,7.5,,,,,,5.1,,,6.7,,,,,,,,,,,,,,,,,,,,,,,,,,,
,FALSE,Methanandamide,C23 H39 N O2,Full match,Full match,No results,0.34,361.2982,362.30548,20.211,1085890.271,2,74,46.6,No matches found,No matches found,No matches found,DDA for preferred ion,[M+H]+1,,,,446341.3631,489408.326,726625.0676,,,,1085890.271,,,,,,,,,,,,,,,,,,,,,,,,,6.6,5.5,7,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,FALSE,Methanandamide,C23 H39 N O2,Not the top hit,Full match,No results,0.45,361.29824,362.30548,20.397,906785.6854,2,79.6,9,No matches found,No matches found,No matches found,DDA for preferred ion,[M+H]+1,,,,235741.7717,230945.124,311344.329,,220487.6804,311744.1027,883495.0311,,788298.0587,,572424.8079,906785.6854,761800.7755,422238.6621,336103.4176,,,,,,,,,,,,,,,,,4.7,3.6,3.9,,2.5,3.9,7.5,,5.9,,9.3,7,7.5,4.5,5,,,,,,,,,,,,,,,,,,,,,,,5.5,4.5,5.5
,FALSE,Methanandamide,C23 H39 N O2,Not the top hit,Full match,No results,0.47,361.29825,362.30551,19.949,8758300.776,2,81.4,50.9,No matches found,No matches found,No matches found,DDA for preferred ion,[M+H]+1,,,,,4558580.955,5246392.361,,,7147917.899,,4343006.316,2723000.836,,8758300.776,4178302.371,,7997671.688,,,,,,,,,,,,,,,,,,,8.4,5.1,,,7.3,,5.1,5.7,,7.8,7.8,,7.8,,,,,,,,,,,,,,,,,,,,,,,,,5.1,8.4
,FALSE,Methanandamide,C23 H39 N O2,Not the top hit,Full match,No results,0.3,361.29819,362.30546,18.586,6173223.678,2,77.7,73.5,No matches found,No matches found,No matches found,DDA for preferred ion,[M+H]+1,,,,,,,3955714.345,,6173223.678,,,,946506.4498,,,,,,,,,,299373.4553,202518.1932,,50994.79494,291868.8165,,,130675.5411,339563.555,,,,,,,8.4,,8.9,,,,2.1,,,,,,,,,,,,,,,,,,6.6,7.9,,3.3,7.4,,,7.4,4.5,,,,
,FALSE,Methanandamide,C23 H39 N O2,Full match,Full match,No results,0.41,361.29823,362.30551,19.274,5091881.598,2,78.8,60.1,No matches found,No matches found,No matches found,DDA for preferred ion,[M+H]+1,5091881.598,,,,1355443.696,998425.4923,,,,,,1499181.382,,,2877304.07,,,,,,,,,,,,,,,,,7.3,,,,8.6,5.3,,,,,,8,,,3.5,,,,,,,,,,,,,,,,,,,,,,,,,,,3.5,5.7
,FALSE,Methanandamide,C23 H39 N O2,Not the top hit,Full match,No results,0.3,361.29819,362.30546,18.434,25423471.34,2,76.1,72.3,No matches found,No matches found,No matches found,DDA for preferred ion,[M+H]+1,,,12597.10882,9750664.081,13525926.43,10544103.69,,,,,662047.2148,,,,,,,,,9468612.807,,141036.3188,,32078.09292,84598.21439,20120.24603,,,,55619.28171,128169.7453,,,8.7,6.2,4.6,7.8,,,,,7.2,,,,,,,,,5.7,,3.6,3.4,,,,,,,,,6.5,6.5,7.6,,,,2.2,6.8,4.6,,4,5.1
,FALSE,Methanandamide,C23 H39 N O2,Not the top hit,Full match,No results,0.3,361.29819,362.30546,15.905,7466781.071,2,77.3,73.2,No matches found,No matches found,No matches found,DDA for preferred ion,[M+H]+1,,,,,,,336246.0593,,,232555.8758,,155246.114,,,,,,,,,,,,,,,,,,,95417.2361,,,,,,,5.5,,,4.1,,7.9,,,,,,,,,,,,,,,,,,,,,,,,,,,2.2,6.2,6.2,,
,FALSE,Methanandamide,C23 H39 N O2,Not the top hit,Full match,No results,0.21,361.29816,362.30543,18.348,17523920.7,2,76.1,72.3,No matches found,No matches found,No matches found,DDA for preferred ion,[M+H]+1,,,,,,,,,,,1070084.527,,146242.494,,,,,,,,,,82267.52925,,,,182003.4882,36012.11238,28404.81596,259298.3342,,,,,,,,,,,,7.5,,9,,,,,,,,,,,,,,,,,,6.5,,,,6.8,2.7,3.8,2.5,,,3.5,,
,FALSE,Methanandamide,C23 H39 N O2,Not the top hit,Full match,No results,-0.33,361.29796,362.30524,17.558,8964158.47,1,69,67.6,No matches found,No matches found,No matches found,DDA for preferred ion,[M+H]+1,,,,3144873.401,1099213.387,,,,,1920067.718,,,,,,,,,,5020239.286,411678.391,,99697.47185,46237.21588,,,40395.81943,,,,,,,,1.3,7.5,,,,,2.4,,,,,,,,,,1.3,7.2,,,,,,,,,,2.2,6.5,,,4.9,,,,,3.5,,2.9,
,FALSE,Methanandamide,C23 H39 N O2,Not the top hit,Full match,No results,0.23,361.29816,362.30544,15.351,10546961.35,1,68.6,67.5,No matches found,No matches found,No matches found,DDA for preferred ion,[M+H]+1,,,,4057048.312,4205533.184,717848.1119,10411920.43,,,,,,,,6195475.811,,,,,,,,,,,,35926.43942,60604.41829,,,,,,,4.6,1.3,3.7,1.3,,,,,,,,2.9,,,,,,,,,,,,,,,,,,,,2.2,6.5,,,,1.8,1.3,1.8,
,FALSE,Methanandamide,C23 H39 N O2,No match,Full match,No results,0.05,361.2981,362.30537,17.265,2898867.859,2,78.4,74,No matches found,No matches found,No matches found,DDA for preferred ion,[M+H]+1,,,,,1493514.801,,,,,,,2898867.859,,,,,,,,,,,155019.9538,114086.9333,154328.8861,,230030.099,180070.7998,,135655.1856,197143.0006,,,,,5.9,,,,,,,3.5,,,,,,,,,,,,,,,,,,,7.4,7.4,4.7,,4.7,5.8,,4.7,6.3,,,,
,FALSE,Methanandamide,C23 H39 N O2,No match,Full match,No results,0.27,361.29818,362.30545,18.078,1747662.588,2,80.1,75.2,No matches found,No matches found,No matches found,DDA for preferred ion,[M+H]+1,,,,909169.909,,,,,,,,,,,,,,,,1747662.588,1106065.099,981893.1964,,550122.917,835806.4684,,,,,,329989.0849,,,,5.9,,,,,,,,,,,,,,,,3.2,3.7,4.2,,,,,,,,,,4.5,5.3,,,,,,6.1,,,,
,FALSE,Methandrostenolone,C20 H28 O2,Not the top hit,Invalid mass,Full match,0.48,300.20908,301.2163,19.925,8179686.751,1,63.5,8.2,No matches found,Single match found,Multiple matches found,DDA for preferred ion,[M+H]+1,,2553255.884,,,,,1187851.343,,,,,,1676569.358,2839495.612,2179922.59,724310.1775,,,,,,,,1986620.325,1975474.974,92192.70141,1115873.516,1207719.807,979499.6072,585689.9524,277153.1612,,1.8,,,,,1,,,,,,7,6.2,4.6,5.3,,,,,,,,,,,,,,,,8.4,6.7,0.5,9.7,9.7,9.1,9.3,3,2.9,4,,
,FALSE,Methandrostenolone,C20 H28 O2,Not the top hit,Partial match,Full match,0.21,300.20899,301.21627,19.507,4977947.632,7,87.7,80.8,No matches found,Single match found,Multiple matches found,DDA for preferred ion,[M+H]+1,380038.8181,4977947.632,2232981.055,,,,,,,,4668332.135,,,,,,4531316.117,,,,,,,,700323.167,,,,,,,2.8,2.9,7.3,,,,,,,,4,,,,,,2.9,,,,,,,,,,,,,,,,2.6,,,,,,,,,,
,FALSE,Methandrostenolone,C20 H28 O2,Full match,Partial match,Full match,0.53,300.20909,301.21637,20.303,1369100.73,8,83,77.3,No matches found,Single match found,Multiple matches found,DDA for preferred ion,[M+H]+1,,,,173852.1279,,,417892.5334,,,,,,,1369100.73,,,,,,,,,73890.09687,68299.96709,,,,,56988.44626,,65766.20746,,,,6.8,,,2.8,,,,,,,9.1,,,,,,,,,,,,,,,,,4.3,2.2,,,,,7.6,,3.8,,,,
,FALSE,Methandrostenolone,C20 H28 O2,Full match,Not the top hit,Full match,0.41,300.20905,301.21633,20.31,2353465.635,8,78,73.7,No matches found,Single match found,Multiple matches found,DDA for preferred ion,[M+H]+1,,,,99012.2067,,,,,,,,,2353465.635,,,463361.5419,,,,,,,,,,,,,,,,,,,6.5,,,,,,,,,5.7,,,3.4,,,,,,,,,,,,,,,,,,,,,,,,,6.6,,
,FALSE,Methandrostenolone,C20 H28 O2,Full match,Invalid mass,Full match,0.41,300.20905,301.21631,20.098,191697.229,2,76.4,48,No matches found,Single match found,Multiple matches found,DDA for preferred ion,[M+H]+1,,,,135445.3997,,,,,,,,,,,,,,,,,,,,,91616.76298,191697.229,187015.4947,,,25594.94634,,,,,3.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.5,6.8,6.8,,,6.5,,,,,
,FALSE,Methandrostenolone,C20 H28 O2,Full match,Partial match,Full match,0.08,300.20896,301.21623,20.234,1072318.097,8,87.6,80.7,No matches found,Single match found,Multiple matches found,DDA for preferred ion,[M+H]+1,,,,554637.6692,329818.6519,272794.1916,714300.6099,,1072318.097,307833.7244,159427.4786,268863.5208,238557.6768,242418.4121,277392.0608,377780.894,209735.1311,,306553.9216,,,,,,,,,122315.4661,,,,,,,7.7,4.5,4.7,7,,1.5,5.5,3.6,4.1,3.6,3.6,3,2.8,4.1,,2.8,,,,,,,,,,,,,,,,,0.9,,,,,,5.5,6.1
,FALSE,Methandrostenolone,C20 H28 O2,Full match,Partial match,Full match,0.7,300.20914,301.2164,20.206,337656.5233,10,80.9,50.6,No matches found,Single match found,Multiple matches found,DDA for preferred ion,[M+H]+1,,,,337656.5233,,,,,,,,,,,,,,,,,271599.585,282507.7822,,,,,109632.9487,,,,,,,,5,,,,,,,,,,,,,,,,,6.3,5.8,,,,,,,,,,,,,1.4,,,,,,,,
,FALSE,Methandrostenolone,C20 H28 O2,Full match,Invalid mass,Full match,0.65,300.20912,301.21627,20.063,3555237.662,3,81.1,9.1,No matches found,Single match found,Multiple matches found,DDA for preferred ion,[M+H]+1,,3555237.662,,,,,,,,,,,,,872775.4025,,,,,,,,835454.5686,276497.8183,174084.0217,,,213389.8473,,,197260.287,,2.9,,,,,,,,,,,,,7,,,,,,,,,,,,,,,,6.4,4.1,2,,,6.3,,,8.5,,,,
,FALSE,Methandrostenolone,C20 H28 O2,Full match,Not the top hit,Full match,0.37,300.20904,301.21632,20.273,840530.7247,8,76,72.3,No matches found,Single match found,Multiple matches found,DDA for preferred ion,[M+H]+1,,576549.246,,600897.2033,201508.3738,390601.4969,571979.8322,,,237097.256,,333650.7185,,383805.3801,455566.1552,,411340.9017,475164.1647,783152.6549,439356.9657,,,,,,,,,,,,,2.8,,3.9,3.6,3.9,2.3,,,3,,2.8,,2.3,1.2,,2.8,4.5,4.8,3.9,,,,,,,,,,,,,,,,,,,,,7,7,
,FALSE,Methandrostenolone,C20 H28 O2,Full match,Partial match,Full match,-0.08,300.20891,301.21622,19.575,2066407.166,10,81.3,50.9,No matches found,Single match found,Multiple matches found,DDA for preferred ion,[M+H]+1,2066407.166,,710049.754,,,,,,,,,,,,,,,,,,,,430875.6105,,,,,,215856.9746,,1045250.047,4,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.3,,,,,,0.3,,2.6,,,,
