"peak_number","name","formula","annot_delta_mass_ppm","calc_mw","m_z","rt_min","mass_list_name","mean_area","sample_location"
155,"JWH 018 benzimidazole analog","C23 H22 N2 O",-3.9,342.17188,343.17916,20.237,"kps_psychoactive_substances_v2",2016415.02354292,"glen valley (recreational) surface water"
6348,"JWH 200","C25 H24 N2 O2",-3.77,384.18233,385.18961,19.296,"kps_psychoactive_substances_v2",783905.524105312,"kasane wwtp (main) surface water"
8079,"JWH 200","C25 H24 N2 O2",-3.91,384.18228,385.18955,18.688,"kps_psychoactive_substances_v2",451258.188949511,"maun beach (after) surface water"
486,"JWH 200 analog 1","C22 H30 N2 O2",-0.07,354.2307,355.23802,16.808,"kps_psychoactive_substances_v2",663492.543586468,"lecheng stream surface water"
486,"JWH 200 analog 1","C22 H30 N2 O2",-0.07,354.2307,355.23802,16.808,"kps_psychoactive_substances_v2",3357482.6010674,"kasane wwtp (main) surface water"
486,"JWH 200 analog 1","C22 H30 N2 O2",-0.07,354.2307,355.23802,16.808,"kps_psychoactive_substances_v2",9692386.3199862,"kasane (main) surface water"
486,"JWH 200 analog 1","C22 H30 N2 O2",-0.07,354.2307,355.23802,16.808,"kps_psychoactive_substances_v2",7358938.44532266,"kasane (recreational) surface water"
486,"JWH 200 analog 1","C22 H30 N2 O2",-0.07,354.2307,355.23802,16.808,"kps_psychoactive_substances_v2",2339898.50932384,"maun beach (before) surface water"
486,"JWH 200 analog 1","C22 H30 N2 O2",-0.07,354.2307,355.23802,16.808,"kps_psychoactive_substances_v2",4788471.72036289,"maun beach (after) surface water"
486,"JWH 200 analog 1","C22 H30 N2 O2",-0.07,354.2307,355.23802,16.808,"kps_psychoactive_substances_v2",10009239.3752528,"glen valley (reclamation) surface water"
486,"JWH 200 analog 1","C22 H30 N2 O2",-0.07,354.2307,355.23802,16.808,"kps_psychoactive_substances_v2",14373336.5957021,"glen valley (recreational) surface water"
9197,"JWH 307 3'-isomer","C26 H24 F N O",-4.64,385.1824,386.18968,1.212,"kps_psychoactive_substances_v2",397320.712529424,"maun wwtp (main) waste water"
2587,"JWH-133","C22 H32 O",0.57,312.24549,313.25277,23.305,"kps_psychoactive_substances_v2",2764715.26952256,"francistown wwtp surface water"
2587,"JWH-133","C22 H32 O",0.57,312.24549,313.25277,23.305,"kps_psychoactive_substances_v2",442945.930156102,"kasane wwtp (main) surface water"
4839,"JWH-198","C26 H26 N2 O3",0.11,414.19439,415.20167,15.647,"kps_psychoactive_substances_v2",1506615.59170611,"palapye wwtp surface water"
4839,"JWH-198","C26 H26 N2 O3",0.11,414.19439,415.20167,15.647,"kps_psychoactive_substances_v2",1388865.31265938,"francistown wwtp surface water"
4839,"JWH-198","C26 H26 N2 O3",0.11,414.19439,415.20167,15.647,"kps_psychoactive_substances_v2",1908304.60792082,"glen valley (reclamation) surface water"
4839,"JWH-198","C26 H26 N2 O3",0.11,414.19439,415.20167,15.647,"kps_psychoactive_substances_v2",1187654.08877191,"glen valley (recreational) surface water"
7874,"JWH-412-5F. F2201","C24 H21 F2 N O",-1.22,377.15866,378.16594,7.511,"kps_psychoactive_substances_v2",806206.363669518,"francistown wwtp surface water"
9654,"Ketamine","C13 H16 Cl N O",0.48,237.09216,238.09943,10.167,"kps_psychoactive_substances_v2",182929.877837683,"kasane wwtp (main) surface water"
1264,"Lacosamide","C13 H18 N2 O3",0.43,250.13185,251.13913,7.096,"kps_psychoactive_substances_v2",6441147.10316233,"kasane wwtp (overflow) surface water"
1264,"Lacosamide","C13 H18 N2 O3",0.43,250.13185,251.13913,7.096,"kps_psychoactive_substances_v2",770107.657779007,"maun beach (after) surface water"
1264,"Lacosamide","C13 H18 N2 O3",0.43,250.13185,251.13913,7.096,"kps_psychoactive_substances_v2",1835058.66536903,"maun wwtp (main) waste water"
1264,"Lacosamide","C13 H18 N2 O3",0.43,250.13185,251.13913,7.096,"kps_psychoactive_substances_v2",1831888.02660078,"glen valley (recreational) surface water"
210,"Levorphanol","C17 H23 N O",0.35,257.17805,258.18533,9.551,"kps_psychoactive_substances_v2",22611190.8981905,"palapye wwtp (eff) waste water"
210,"Levorphanol","C17 H23 N O",0.35,257.17805,258.18533,9.551,"kps_psychoactive_substances_v2",29039623.471358,"palapye wwtp surface water"
210,"Levorphanol","C17 H23 N O",0.35,257.17805,258.18533,9.551,"kps_psychoactive_substances_v2",12810319.7731316,"francistown wwtp surface water"
210,"Levorphanol","C17 H23 N O",0.35,257.17805,258.18533,9.551,"kps_psychoactive_substances_v2",793788.438389054,"kasane wwtp (main) surface water"
210,"Levorphanol","C17 H23 N O",0.35,257.17805,258.18533,9.551,"kps_psychoactive_substances_v2",15825946.4397488,"glen valley (reclamation) surface water"
3775,"Lisdexamfetamine","C15 H25 N3 O",0.35,263.19985,264.20713,9.755,"kps_psychoactive_substances_v2",1191189.19938155,"palapye wwtp (eff) waste water"
3775,"Lisdexamfetamine","C15 H25 N3 O",0.35,263.19985,264.20713,9.755,"kps_psychoactive_substances_v2",2399833.89475446,"francistown wwtp surface water"
6516,"Lysergic acid","C16 H16 N2 O2",0.5,268.12131,269.12859,10.928,"kps_psychoactive_substances_v2",907516.849763298,"palapye wwtp (eff) waste water"
463,"MDMA","C11 H15 N O2",0.24,193.11033,194.1176,10.535,"kps_psychoactive_substances_v2",3777256.22577337,"palapye wwtp (eff) waste water"
463,"MDMA","C11 H15 N O2",0.24,193.11033,194.1176,10.535,"kps_psychoactive_substances_v2",5840216.67671077,"palapye wwtp surface water"
463,"MDMA","C11 H15 N O2",0.24,193.11033,194.1176,10.535,"kps_psychoactive_substances_v2",16038808.7509156,"francistown wwtp surface water"
177,"MDMA","C11 H15 N O2",0.24,193.11033,194.1176,8.446,"kps_psychoactive_substances_v2",605568.584250024,"kasane wwtp (overflow) surface water"
708,"MDMA","C11 H15 N O2",0.2,193.11032,194.11759,5.758,"kps_psychoactive_substances_v2",1014683.28191858,"kasane (main) surface water"
177,"MDMA","C11 H15 N O2",0.24,193.11033,194.1176,8.446,"kps_psychoactive_substances_v2",31308889.2932585,"maun wwtp (main) waste water"
463,"MDMA","C11 H15 N O2",0.24,193.11033,194.1176,10.535,"kps_psychoactive_substances_v2",2500614.34101962,"glen valley (reclamation) surface water"
177,"MDMA","C11 H15 N O2",0.24,193.11033,194.1176,8.446,"kps_psychoactive_substances_v2",5425742.13370168,"glen valley (recreational) surface water"
4648,"Medazepam","C16 H15 Cl N2",1.72,270.09284,293.08207,11.314,"kps_psychoactive_substances_v2",1352911.70274528,"palapye wwtp (eff) waste water"
4648,"Medazepam","C16 H15 Cl N2",1.72,270.09284,293.08207,11.314,"kps_psychoactive_substances_v2",2019640.83573625,"palapye wwtp surface water"
5597,"Medazepam","C16 H15 Cl N2",1.32,270.09273,271.09997,11.151,"kps_psychoactive_substances_v2",1560715.09650172,"francistown wwtp surface water"
1486,"Mephobarbital","C13 H14 N2 O3",0.51,246.10057,247.10785,13.045,"kps_psychoactive_substances_v2",4504809.35920578,"palapye wwtp (eff) waste water"
1486,"Mephobarbital","C13 H14 N2 O3",0.51,246.10057,247.10785,13.045,"kps_psychoactive_substances_v2",5792938.7714883,"palapye wwtp surface water"
1486,"Mephobarbital","C13 H14 N2 O3",0.51,246.10057,247.10785,13.045,"kps_psychoactive_substances_v2",782518.476520812,"francistown wwtp surface water"
2230,"Mephobarbital","C13 H14 N2 O3",0.48,246.10056,247.10784,13.21,"kps_psychoactive_substances_v2",1264346.5417397,"kasane wwtp (main) surface water"
4299,"Mephobarbital","C13 H14 N2 O3",0.52,246.10057,247.10785,10.847,"kps_psychoactive_substances_v2",1363022.68160137,"kasane wwtp (overflow) surface water"
4299,"Mephobarbital","C13 H14 N2 O3",0.52,246.10057,247.10785,10.847,"kps_psychoactive_substances_v2",1612334.42584928,"maun wwtp (main) waste water"
2230,"Mephobarbital","C13 H14 N2 O3",0.48,246.10056,247.10784,13.21,"kps_psychoactive_substances_v2",1647517.38694515,"glen valley (reclamation) surface water"
2230,"Mephobarbital","C13 H14 N2 O3",0.48,246.10056,247.10784,13.21,"kps_psychoactive_substances_v2",2720651.22936449,"glen valley (recreational) surface water"
5368,"Mescaline","C11 H17 N O3",0.33,211.12091,212.12812,10.509,"kps_psychoactive_substances_v2",1662249.05866891,"francistown wwtp surface water"
2190,"Mescaline","C11 H17 N O3",0.16,211.12088,212.12812,8.158,"kps_psychoactive_substances_v2",2935473.9094669,"maun wwtp (main) waste water"
5707,"Mescaline","C11 H17 N O3",0.02,211.12085,212.12813,8.908,"kps_psychoactive_substances_v2",503661.041281367,"glen valley (reclamation) surface water"
2190,"Mescaline","C11 H17 N O3",0.16,211.12088,212.12812,8.158,"kps_psychoactive_substances_v2",972956.846594945,"glen valley (recreational) surface water"
2220,"Methandrostenolone","C20 H28 O2",0.44,300.20906,301.21633,19.553,"kps_psychoactive_substances_v2",2010723.57956745,"palapye wwtp (eff) waste water"
1840,"Methandrostenolone","C20 H28 O2",0.33,300.20903,301.2163,18.919,"kps_psychoactive_substances_v2",3926613.59633631,"palapye wwtp surface water"
2220,"Methandrostenolone","C20 H28 O2",0.44,300.20906,301.21633,19.553,"kps_psychoactive_substances_v2",3169496.21912258,"francistown wwtp surface water"
1840,"Methandrostenolone","C20 H28 O2",0.33,300.20903,301.2163,18.919,"kps_psychoactive_substances_v2",2053424.81101546,"kasane wwtp (main) surface water"
6422,"Methandrostenolone","C20 H28 O2",0.46,300.20907,301.21634,20.59,"kps_psychoactive_substances_v2",1256631.61440123,"kasane (main) surface water"
2220,"Methandrostenolone","C20 H28 O2",0.44,300.20906,301.21633,19.553,"kps_psychoactive_substances_v2",193631.958874702,"maun beach (before) surface water"
1113,"Methandrostenolone","C20 H28 O2",0.37,300.20904,301.21632,17.369,"kps_psychoactive_substances_v2",7021427.0232616,"maun beach (after) surface water"
572,"Methasterone","C21 H34 O2",-0.01,318.25588,319.26326,22.704,"kps_psychoactive_substances_v2",468235.684121015,"lecheng spring surface water"
572,"Methasterone","C21 H34 O2",-0.01,318.25588,319.26326,22.704,"kps_psychoactive_substances_v2",973246.26044661,"palapye wwtp (eff) waste water"
572,"Methasterone","C21 H34 O2",-0.01,318.25588,319.26326,22.704,"kps_psychoactive_substances_v2",1990748.78308776,"palapye wwtp surface water"
572,"Methasterone","C21 H34 O2",-0.01,318.25588,319.26326,22.704,"kps_psychoactive_substances_v2",13695899.8331924,"francistown wwtp surface water"
572,"Methasterone","C21 H34 O2",-0.01,318.25588,319.26326,22.704,"kps_psychoactive_substances_v2",1371563.27822444,"kasane wwtp (main) surface water"
572,"Methasterone","C21 H34 O2",-0.01,318.25588,319.26326,22.704,"kps_psychoactive_substances_v2",160705.689816355,"kasane wwtp (overflow) surface water"
572,"Methasterone","C21 H34 O2",-0.01,318.25588,319.26326,22.704,"kps_psychoactive_substances_v2",5821589.24761982,"maun wwtp (main) waste water"
572,"Methasterone","C21 H34 O2",-0.01,318.25588,319.26326,22.704,"kps_psychoactive_substances_v2",219669.551620928,"glen valley (reclamation) surface water"
572,"Methasterone","C21 H34 O2",-0.01,318.25588,319.26326,22.704,"kps_psychoactive_substances_v2",207345.301373061,"glen valley (recreational) surface water"
3810,"Methohexital","C14 H18 N2 O3",0.3,262.13182,263.1391,9.839,"kps_psychoactive_substances_v2",1555079.31036024,"palapye wwtp (eff) waste water"
3810,"Methohexital","C14 H18 N2 O3",0.3,262.13182,263.1391,9.839,"kps_psychoactive_substances_v2",2503660.61852037,"francistown wwtp surface water"
2793,"Methohexital","C14 H18 N2 O3",0.36,262.13184,263.13911,6.813,"kps_psychoactive_substances_v2",1703083.69775099,"kasane wwtp (overflow) surface water"
1325,"Methohexital","C14 H18 N2 O3",0.41,262.13185,263.13913,7.253,"kps_psychoactive_substances_v2",1420796.24597097,"maun beach (after) surface water"
2793,"Methohexital","C14 H18 N2 O3",0.36,262.13184,263.13911,6.813,"kps_psychoactive_substances_v2",1544176.95588233,"maun wwtp (main) waste water"
1325,"Methohexital","C14 H18 N2 O3",0.41,262.13185,263.13913,7.253,"kps_psychoactive_substances_v2",2347346.43600772,"glen valley (reclamation) surface water"
1325,"Methohexital","C14 H18 N2 O3",0.41,262.13185,263.13913,7.253,"kps_psychoactive_substances_v2",6742107.45097032,"glen valley (recreational) surface water"
2561,"Methyldesorphine [INN:BAN:DCF]","C18 H21 N O2",-1.77,283.15673,284.164,20.005,"kps_psychoactive_substances_v2",3747508.77408007,"palapye wwtp surface water"
5913,"Methyldesorphine [INN:BAN:DCF]","C18 H21 N O2",0.38,283.15734,284.16461,18.546,"kps_psychoactive_substances_v2",1445590.46542201,"lotsane dam surface water"
5913,"Methyldesorphine [INN:BAN:DCF]","C18 H21 N O2",0.38,283.15734,284.16461,18.546,"kps_psychoactive_substances_v2",218356.535145823,"kasane (main) surface water"
5913,"Methyldesorphine [INN:BAN:DCF]","C18 H21 N O2",0.38,283.15734,284.16461,18.546,"kps_psychoactive_substances_v2",206638.567031717,"kasane (recreational) surface water"
388,"Methylphenidate","C14 H19 N O2",0.48,233.14169,234.14897,10.768,"kps_psychoactive_substances_v2",4804852.89911618,"francistown wwtp surface water"
6098,"Methylphenidate","C14 H19 N O2",0.44,233.14168,234.14896,6.876,"kps_psychoactive_substances_v2",588888.083724852,"maun beach (before) surface water"
6098,"Methylphenidate","C14 H19 N O2",0.44,233.14168,234.14896,6.876,"kps_psychoactive_substances_v2",1334992.3571893,"maun beach (after) surface water"
388,"Methylphenidate","C14 H19 N O2",0.48,233.14169,234.14897,10.768,"kps_psychoactive_substances_v2",17879320.5217463,"maun wwtp (main) waste water"
1656,"Methylphenidate","C14 H19 N O2",0.5,233.14169,234.14897,5.63,"kps_psychoactive_substances_v2",5573121.63721793,"glen valley (reclamation) surface water"
388,"Methylphenidate","C14 H19 N O2",0.48,233.14169,234.14897,10.768,"kps_psychoactive_substances_v2",2300253.86355751,"glen valley (recreational) surface water"
4589,"Methyprylon","C10 H17 N O2",0.37,183.126,184.13327,8.728,"kps_psychoactive_substances_v2",1131620.90981052,"kasane (recreational) surface water"
7136,"Methyprylon","C10 H17 N O2",0.11,183.12595,184.13323,6.028,"kps_psychoactive_substances_v2",1030856.34297447,"maun wwtp (main) waste water"
1507,"Moclobemide","C13 H17 Cl N2 O2",3.61,268.09882,269.1061,16.769,"kps_psychoactive_substances_v2",6116496.9563784,"francistown wwtp surface water"
1507,"Moclobemide","C13 H17 Cl N2 O2",3.61,268.09882,269.1061,16.769,"kps_psychoactive_substances_v2",441411.433231333,"kasane wwtp (main) surface water"
1507,"Moclobemide","C13 H17 Cl N2 O2",3.61,268.09882,269.1061,16.769,"kps_psychoactive_substances_v2",3666714.44104909,"kasane wwtp (overflow) surface water"
1507,"Moclobemide","C13 H17 Cl N2 O2",3.61,268.09882,269.1061,16.769,"kps_psychoactive_substances_v2",1529316.13576556,"kasane (recreational) surface water"
1507,"Moclobemide","C13 H17 Cl N2 O2",3.61,268.09882,269.1061,16.769,"kps_psychoactive_substances_v2",247623.54948185,"maun beach (before) surface water"
1507,"Moclobemide","C13 H17 Cl N2 O2",3.61,268.09882,269.1061,16.769,"kps_psychoactive_substances_v2",2199037.31964228,"maun beach (after) surface water"
9485,"Morpheridine [INN:BAN:DCF]","C20 H30 N2 O3",0.09,346.22568,347.23295,12.019,"kps_psychoactive_substances_v2",240352.40518465,"lecheng spring surface water"
1992,"Nandrolone decanoate","C28 H44 O3",0.21,428.32913,451.31836,23.145,"kps_psychoactive_substances_v2",2958548.68837319,"palapye wwtp (eff) waste water"
1992,"Nandrolone decanoate","C28 H44 O3",0.21,428.32913,451.31836,23.145,"kps_psychoactive_substances_v2",4774144.44390102,"palapye wwtp surface water"
1444,"Nimetazepam","C16 H13 N3 O3",0.62,295.09588,296.10315,14.08,"kps_psychoactive_substances_v2",4700149.89482851,"palapye wwtp (eff) waste water"
1444,"Nimetazepam","C16 H13 N3 O3",0.62,295.09588,296.10315,14.08,"kps_psychoactive_substances_v2",6314948.07067543,"palapye wwtp surface water"
1444,"Nimetazepam","C16 H13 N3 O3",0.62,295.09588,296.10315,14.08,"kps_psychoactive_substances_v2",1235696.53078148,"francistown wwtp surface water"
3064,"Noopept","C17 H22 N2 O4",0.23,318.15803,319.16531,11.611,"kps_psychoactive_substances_v2",1616469.99650109,"palapye wwtp (eff) waste water"
1302,"Noopept","C17 H22 N2 O4",0.46,318.1581,319.16538,11.441,"kps_psychoactive_substances_v2",3113104.05972566,"palapye wwtp surface water"
1302,"Noopept","C17 H22 N2 O4",0.46,318.1581,319.16538,11.441,"kps_psychoactive_substances_v2",6903688.39224488,"francistown wwtp surface water"
1302,"Noopept","C17 H22 N2 O4",0.46,318.1581,319.16538,11.441,"kps_psychoactive_substances_v2",2134395.35345,"glen valley (reclamation) surface water"
3645,"Normethandrone","C19 H28 O2",0.63,288.20911,289.21639,17.445,"kps_psychoactive_substances_v2",2618791.26236122,"maun beach (after) surface water"
2980,"Normethandrone","C19 H28 O2",0.64,288.20912,289.21639,19.393,"kps_psychoactive_substances_v2",3196876.93267955,"maun wwtp (main) waste water"
4332,"Normethandrone","C19 H28 O2",0.61,288.2091,289.21638,18.554,"kps_psychoactive_substances_v2",1229804.05082819,"glen valley (reclamation) surface water"
641,"Oxabolone","C18 H26 O3",0.56,290.18836,291.19563,18.019,"kps_psychoactive_substances_v2",2019494.52273123,"lecheng stream surface water"
641,"Oxabolone","C18 H26 O3",0.56,290.18836,291.19563,18.019,"kps_psychoactive_substances_v2",1997463.0841087,"lecheng spring surface water"
641,"Oxabolone","C18 H26 O3",0.56,290.18836,291.19563,18.019,"kps_psychoactive_substances_v2",8046807.38579119,"palapye wwtp (eff) waste water"
641,"Oxabolone","C18 H26 O3",0.56,290.18836,291.19563,18.019,"kps_psychoactive_substances_v2",12581126.2403649,"palapye wwtp surface water"
641,"Oxabolone","C18 H26 O3",0.56,290.18836,291.19563,18.019,"kps_psychoactive_substances_v2",3869358.27755456,"lotsane dam surface water"
641,"Oxabolone","C18 H26 O3",0.56,290.18836,291.19563,18.019,"kps_psychoactive_substances_v2",7632817.34518628,"francistown wwtp surface water"
641,"Oxabolone","C18 H26 O3",0.56,290.18836,291.19563,18.019,"kps_psychoactive_substances_v2",3551073.73001986,"kasane wwtp (main) surface water"
641,"Oxabolone","C18 H26 O3",0.56,290.18836,291.19563,18.019,"kps_psychoactive_substances_v2",4859054.54912151,"kasane wwtp (overflow) surface water"
641,"Oxabolone","C18 H26 O3",0.56,290.18836,291.19563,18.019,"kps_psychoactive_substances_v2",12100823.7852215,"kasane (main) surface water"
641,"Oxabolone","C18 H26 O3",0.56,290.18836,291.19563,18.019,"kps_psychoactive_substances_v2",6926725.84445169,"kasane (recreational) surface water"
641,"Oxabolone","C18 H26 O3",0.56,290.18836,291.19563,18.019,"kps_psychoactive_substances_v2",1512142.41038317,"maun beach (before) surface water"
641,"Oxabolone","C18 H26 O3",0.56,290.18836,291.19563,18.019,"kps_psychoactive_substances_v2",8282318.08783514,"maun beach (after) surface water"
641,"Oxabolone","C18 H26 O3",0.56,290.18836,291.19563,18.019,"kps_psychoactive_substances_v2",6519230.45941057,"glen valley (reclamation) surface water"
641,"Oxabolone","C18 H26 O3",0.56,290.18836,291.19563,18.019,"kps_psychoactive_substances_v2",5536269.95694464,"glen valley (recreational) surface water"
1237,"Oxandrolone","C19 H30 O3",0.36,306.2196,307.22688,20.656,"kps_psychoactive_substances_v2",3837518.26454692,"palapye wwtp (eff) waste water"
1237,"Oxandrolone","C19 H30 O3",0.36,306.2196,307.22688,20.656,"kps_psychoactive_substances_v2",6983834.36863985,"palapye wwtp surface water"
1237,"Oxandrolone","C19 H30 O3",0.36,306.2196,307.22688,20.656,"kps_psychoactive_substances_v2",288475.968491146,"lotsane dam surface water"
1237,"Oxandrolone","C19 H30 O3",0.36,306.2196,307.22688,20.656,"kps_psychoactive_substances_v2",432399.77250079,"kasane wwtp (main) surface water"
1237,"Oxandrolone","C19 H30 O3",0.36,306.2196,307.22688,20.656,"kps_psychoactive_substances_v2",370705.387264254,"kasane wwtp (overflow) surface water"
1237,"Oxandrolone","C19 H30 O3",0.36,306.2196,307.22688,20.656,"kps_psychoactive_substances_v2",181829.491676146,"maun beach (after) surface water"
1237,"Oxandrolone","C19 H30 O3",0.36,306.2196,307.22688,20.656,"kps_psychoactive_substances_v2",3786000.88443153,"maun wwtp (main) waste water"
1237,"Oxandrolone","C19 H30 O3",0.36,306.2196,307.22688,20.656,"kps_psychoactive_substances_v2",715221.21208268,"glen valley (reclamation) surface water"
1237,"Oxandrolone","C19 H30 O3",0.36,306.2196,307.22688,20.656,"kps_psychoactive_substances_v2",237946.152135582,"glen valley (recreational) surface water"
8547,"Oxycodone","C18 H21 N O4",0.56,315.14724,316.15451,5.766,"kps_psychoactive_substances_v2",585341.722308063,"francistown wwtp surface water"
1106,"Oxymesterone","C20 H30 O3",0.3,318.21959,319.22687,17.368,"kps_psychoactive_substances_v2",6556487.62099822,"maun beach (after) surface water"
2042,"Oxymorphone","C17 H19 N O4",-1.35,301.131,302.13828,8.373,"kps_psychoactive_substances_v2",1321716.09025874,"palapye wwtp (eff) waste water"
2042,"Oxymorphone","C17 H19 N O4",-1.35,301.131,302.13828,8.373,"kps_psychoactive_substances_v2",1624610.47699477,"palapye wwtp surface water"
2042,"Oxymorphone","C17 H19 N O4",-1.35,301.131,302.13828,8.373,"kps_psychoactive_substances_v2",4663075.09611416,"francistown wwtp surface water"
2042,"Oxymorphone","C17 H19 N O4",-1.35,301.131,302.13828,8.373,"kps_psychoactive_substances_v2",985298.001920877,"glen valley (reclamation) surface water"
8290,"Pemoline","C9 H8 N2 O2",0.22,176.05862,177.0659,7.357,"kps_psychoactive_substances_v2",521691.066370198,"palapye wwtp surface water"
4024,"Pemoline","C9 H8 N2 O2",0.34,176.05864,177.06591,8.274,"kps_psychoactive_substances_v2",1721401.79928836,"maun wwtp (main) waste water"
4024,"Pemoline","C9 H8 N2 O2",0.34,176.05864,177.06591,8.274,"kps_psychoactive_substances_v2",928618.385622463,"glen valley (recreational) surface water"
9579,"Pentobarbital sodium","C11 H17 N2 Na O3",0.16,248.11373,249.121,6.168,"kps_psychoactive_substances_v2",143642.627438895,"kasane (main) surface water"
9505,"Pentobarbital sodium","C11 H17 N2 Na O3",0.59,248.11383,249.12111,5.816,"kps_psychoactive_substances_v2",239828.168583503,"maun beach (after) surface water"
9579,"Pentobarbital sodium","C11 H17 N2 Na O3",0.16,248.11373,249.121,6.168,"kps_psychoactive_substances_v2",229953.482340291,"glen valley (reclamation) surface water"
8126,"Pentylone","C13 H17 N O3",0.56,235.12097,236.12825,8.778,"kps_psychoactive_substances_v2",726563.208623743,"maun beach (after) surface water"
4219,"Pentylone","C13 H17 N O3",0.39,235.12093,236.12821,6.677,"kps_psychoactive_substances_v2",1355784.6473184,"glen valley (recreational) surface water"
7991,"Pipradrol","C18 H21 N O",0.42,267.16243,268.1697,11.731,"kps_psychoactive_substances_v2",768889.217412713,"kasane wwtp (main) surface water"
4937,"Prazepam","C19 H17 Cl N2 O",0.79,324.1032,325.11047,10.692,"kps_psychoactive_substances_v2",1866310.03714191,"francistown wwtp surface water"
2559,"Proscaline","C13 H21 N O3",0.42,239.15224,240.15952,4.938,"kps_psychoactive_substances_v2",3749616.29602219,"maun wwtp (main) waste water"
7406,"Psilocybin","C12 H17 N2 O4 P",4.28,284.09381,285.10108,15.707,"kps_psychoactive_substances_v2",761795.301849819,"kasane (recreational) surface water"
9568,"QUPIC","C23 H22 N2 O2",-3.63,358.16683,359.1741,19.509,"kps_psychoactive_substances_v2",183820.911332489,"kasane (main) surface water"
9568,"QUPIC","C23 H22 N2 O2",-3.63,358.16683,359.1741,19.509,"kps_psychoactive_substances_v2",119776.370140865,"maun beach (after) surface water"
6271,"Secobarbital","C12 H18 N2 O3",0.4,238.13184,239.13911,5.368,"kps_psychoactive_substances_v2",1006638.85461483,"palapye wwtp (eff) waste water"
6271,"Secobarbital","C12 H18 N2 O3",0.4,238.13184,239.13911,5.368,"kps_psychoactive_substances_v2",1235281.52990901,"palapye wwtp surface water"
3026,"Secobarbital","C12 H18 N2 O3",3.1,238.13248,277.09595,8.962,"kps_psychoactive_substances_v2",2764889.87533693,"francistown wwtp surface water"
6271,"Secobarbital","C12 H18 N2 O3",0.4,238.13184,239.13911,5.368,"kps_psychoactive_substances_v2",188229.478325706,"kasane (main) surface water"
3026,"Secobarbital","C12 H18 N2 O3",3.1,238.13248,277.09595,8.962,"kps_psychoactive_substances_v2",2927347.27104569,"glen valley (reclamation) surface water"
3130,"Suvorexant","C23 H23 Cl N6 O2",0.47,450.15731,451.1646,17.309,"kps_psychoactive_substances_v2",142469.127399873,"lecheng stream surface water"
3130,"Suvorexant","C23 H23 Cl N6 O2",0.47,450.15731,451.1646,17.309,"kps_psychoactive_substances_v2",955064.262686683,"palapye wwtp surface water"
3130,"Suvorexant","C23 H23 Cl N6 O2",0.47,450.15731,451.1646,17.309,"kps_psychoactive_substances_v2",816090.754566976,"kasane wwtp (main) surface water"
3130,"Suvorexant","C23 H23 Cl N6 O2",0.47,450.15731,451.1646,17.309,"kps_psychoactive_substances_v2",2942471.67380391,"maun wwtp (main) waste water"
3130,"Suvorexant","C23 H23 Cl N6 O2",0.47,450.15731,451.1646,17.309,"kps_psychoactive_substances_v2",928145.795960089,"glen valley (reclamation) surface water"
3130,"Suvorexant","C23 H23 Cl N6 O2",0.47,450.15731,451.1646,17.309,"kps_psychoactive_substances_v2",1773190.32313128,"glen valley (recreational) surface water"
1176,"Tapentadol","C14 H23 N O",0.46,221.17807,222.18534,17.636,"kps_psychoactive_substances_v2",4229687.21596955,"palapye wwtp (eff) waste water"
1176,"Tapentadol","C14 H23 N O",0.46,221.17807,222.18534,17.636,"kps_psychoactive_substances_v2",5898971.67098806,"palapye wwtp surface water"
1176,"Tapentadol","C14 H23 N O",0.46,221.17807,222.18534,17.636,"kps_psychoactive_substances_v2",4153407.02906784,"francistown wwtp surface water"
1176,"Tapentadol","C14 H23 N O",0.46,221.17807,222.18534,17.636,"kps_psychoactive_substances_v2",2590291.66736142,"kasane wwtp (main) surface water"
1176,"Tapentadol","C14 H23 N O",0.46,221.17807,222.18534,17.636,"kps_psychoactive_substances_v2",943693.817905063,"maun wwtp (main) waste water"
1176,"Tapentadol","C14 H23 N O",0.46,221.17807,222.18534,17.636,"kps_psychoactive_substances_v2",7550903.69154305,"glen valley (reclamation) surface water"
1176,"Tapentadol","C14 H23 N O",0.46,221.17807,222.18534,17.636,"kps_psychoactive_substances_v2",1379321.86272363,"glen valley (recreational) surface water"
1569,"Testolactone","C19 H24 O3",1.45,300.17298,301.17998,13.45,"kps_psychoactive_substances_v2",4804761.04700882,"palapye wwtp (eff) waste water"
1569,"Testolactone","C19 H24 O3",1.45,300.17298,301.17998,13.45,"kps_psychoactive_substances_v2",5861415.72923294,"palapye wwtp surface water"
2588,"Tetrahydrogestrinone","C21 H28 O2",-0.11,312.2089,313.21617,19.05,"kps_psychoactive_substances_v2",3632712.78087593,"palapye wwtp surface water"
2588,"Tetrahydrogestrinone","C21 H28 O2",-0.11,312.2089,313.21617,19.05,"kps_psychoactive_substances_v2",454037.117725709,"kasane wwtp (main) surface water"
3934,"Tetrazepam","C16 H17 Cl N2 O",0.67,288.10313,289.11041,11.458,"kps_psychoactive_substances_v2",1229348.22411562,"palapye wwtp (eff) waste water"
3934,"Tetrazepam","C16 H17 Cl N2 O",0.67,288.10313,289.11041,11.458,"kps_psychoactive_substances_v2",1305405.06377276,"palapye wwtp surface water"
3934,"Tetrazepam","C16 H17 Cl N2 O",0.67,288.10313,289.11041,11.458,"kps_psychoactive_substances_v2",848978.156358666,"kasane wwtp (main) surface water"
